No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,601001,SMA NEGERI 1 BANDA ACEH,10105389,N,139,74.66,62.58,43.97,45.0,60.0,58.11,0.0,6,1,1,2017,ACEH,KOTA BANDA ACEH
2,601002,SMA NEGERI 6 BANDA ACEH,10105397,N,81,69.21,63.23,76.94,20.83,25.63,53.64,0.0,6,1,2,2017,ACEH,KOTA BANDA ACEH
3,601003,SMA NEGERI 7 BANDA ACEH,10105396,N,158,68.9,46.53,33.42,35.91,36.96,42.82,0.0,6,1,3,2017,ACEH,KOTA BANDA ACEH
4,601004,SMA NEGERI 9  BANDA ACEH,10107197,N,100,74.28,68.5,80.73,24.72,0.0,56.73,0.0,6,1,4,2017,ACEH,KOTA BANDA ACEH
5,601005,SMA NEGERI 10 FAJAR HARAPAN,10107194,N,118,80.9,68.95,59.85,54.22,63.64,65.59,0.0,6,1,5,2017,ACEH,KOTA BANDA ACEH
6,601006,SMA AL-MISHBAH BANDA ACEH,10105404,S,12,77.0,63.0,70.63,0.0,0.0,65.21,0.0,6,1,6,2017,ACEH,KOTA BANDA ACEH
7,601007,SMA FATIH BILINGUAL SCHOOL,10107309,S,37,75.84,77.24,47.16,62.92,56.25,62.5,0.0,6,1,7,2017,ACEH,KOTA BANDA ACEH
8,601008,SMA KATOLIK BANDA ACEH,10105394,S,7,49.14,69.71,71.43,0.0,0.0,29.64,0.0,6,1,8,2017,ACEH,KOTA BANDA ACEH
9,601009,SMA MUHAMMADIYAH 1 BANDA ACEH,10105407,S,19,72.32,48.63,67.5,0.0,0.0,52.11,0.0,6,1,9,2017,ACEH,KOTA BANDA ACEH
10,601011,SMA NEGERI 13 BANDA ACEH,10106291,N,13,70.0,55.38,78.46,0.0,0.0,25.96,0.0,6,1,11,2017,ACEH,KOTA BANDA ACEH
11,601012,MA NEGERI 2 BANDA ACEH,10113768,N,60,68.9,39.47,32.38,42.5,55.0,45.79,0.0,6,1,12,2017,ACEH,KOTA BANDA ACEH
12,601013,MA SWASTA BABUN NAJAH BANDA ACEH,10113773,S,93,73.74,70.69,77.63,17.5,24.7,31.78,0.0,6,1,13,2017,ACEH,KOTA BANDA ACEH
13,601014,MA SWASTA DARUSSYARIAH BANDA ACEH,10113770,S,18,70.0,50.56,56.67,0.0,0.0,27.5,0.0,6,1,14,2017,ACEH,KOTA BANDA ACEH
