No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,2501001,SMA NEGERI 1 JAYAPURA,60301016,N,286,64.67,49.28,27.24,32.86,46.67,38.93,0.0,25,1,1,2018,PAPUA,KOTA JAYAPURA
2,2501003,SMA PGRI  JAYAPURA,60301009,S,60,44.97,30.4,23.54,35.0,0.0,26.74,0.0,25,1,3,2018,PAPUA,KOTA JAYAPURA
3,2501004,SMA NEGERI 3 JAYAPURA,60301018,N,200,67.57,58.96,38.78,60.38,58.39,59.33,0.0,25,1,4,2018,PAPUA,KOTA JAYAPURA
4,2501005,SMA YPPK TERUNA BAKTI,60301015,S,118,67.73,55.97,30.32,33.3,41.94,34.43,0.0,25,1,5,2018,PAPUA,KOTA JAYAPURA
5,2501006,SMA MUHAMMADIYAH JAYAPURA,60301003,S,61,60.82,41.21,25.61,29.25,0.0,32.4,0.0,25,1,6,2018,PAPUA,KOTA JAYAPURA
6,2501007,SMA PEMBANGUNAN V YAPIS WAENA,60301002,S,9,65.33,54.22,26.11,34.17,0.0,34.17,0.0,25,1,7,2018,PAPUA,KOTA JAYAPURA
7,2501008,SMA NEGERI 4 JAYAPURA,60301019,N,346,72.01,65.37,38.66,42.11,48.75,45.28,0.0,25,1,8,2018,PAPUA,KOTA JAYAPURA
8,2501009,SMA SATRIA TASANGKAPURA,60301010,S,21,43.56,28.29,20.6,37.5,0.0,28.38,0.0,25,1,9,2018,PAPUA,KOTA JAYAPURA
9,2501010,SMA 45 ENTROP,60301011,S,33,45.88,31.82,22.65,26.07,0.0,27.79,0.0,25,1,10,2018,PAPUA,KOTA JAYAPURA
10,2501011,SMA EL-SHADDAI JAYAPURA,60301669,S,21,41.62,32.76,22.98,0.0,0.0,26.67,0.0,25,1,11,2018,PAPUA,KOTA JAYAPURA
11,2501012,SMA YPK DIASPORA KOTARAJA,60301013,S,44,52.05,36.18,23.81,30.0,0.0,30.49,0.0,25,1,12,2018,PAPUA,KOTA JAYAPURA
12,2501013,SMA YPPK TARUNA DHARMA,60301014,S,60,62.43,43.67,27.54,28.27,49.38,39.81,0.0,25,1,13,2018,PAPUA,KOTA JAYAPURA
13,2501014,MA DDI ENTROP,60305296,S,14,58.71,45.29,29.11,70.0,36.25,34.77,0.0,25,1,14,2018,PAPUA,KOTA JAYAPURA
14,2501016,SMA NEGERI 2 JAYAPURA,60301017,N,284,61.06,48.84,32.35,33.19,41.43,48.7,0.0,25,1,16,2018,PAPUA,KOTA JAYAPURA
15,2501017,SMA KRISTEN KALAM KUDUS,60301005,S,15,72.8,69.2,34.83,42.5,0.0,50.0,0.0,25,1,17,2018,PAPUA,KOTA JAYAPURA
16,2501018,SMA NEGERI 5 JAYAPURA,60301039,N,92,64.85,57.72,31.41,31.17,53.33,44.75,0.0,25,1,18,2018,PAPUA,KOTA JAYAPURA
17,2501019,SMA MANDALA TRIKORA,60301004,S,34,61.76,44.76,26.62,0.0,0.0,37.43,0.0,25,1,19,2018,PAPUA,KOTA JAYAPURA
18,2501020,SMA HIKMAH YAPIS JAYAPURA,60301007,S,22,64.0,43.64,26.82,0.0,40.63,33.19,0.0,25,1,20,2018,PAPUA,KOTA JAYAPURA
19,2501021,SMA GABUNGAN JAYAPURA,60301008,S,56,53.89,36.64,24.78,33.61,40.0,30.05,0.0,25,1,21,2018,PAPUA,KOTA JAYAPURA
20,2501022,MA DARUL MAARIF NUMBAY,60730021,S,36,60.0,49.28,33.13,56.07,56.11,69.32,0.0,25,1,22,2018,PAPUA,KOTA JAYAPURA
21,2501023,SMA NEGERI 6 SKOUW JAYAPURA,60301696,N,33,61.82,41.39,25.76,36.67,36.39,32.5,0.0,25,1,23,2018,PAPUA,KOTA JAYAPURA
22,2501026,SMA WAHANA CITA JAYAPURA,60304703,S,12,67.33,62.5,25.0,34.5,0.0,36.79,0.0,25,1,26,2018,PAPUA,KOTA JAYAPURA
23,2501030,MA AL MUTTAQIN BUPER JAYAPURA,60305295,S,11,64.0,50.73,21.59,29.17,47.14,40.0,0.0,25,1,30,2018,PAPUA,KOTA JAYAPURA
24,2501031,MA BAITURRAHIM JAYAPURA,69788126,S,34,49.65,34.12,22.43,31.25,39.17,31.7,0.0,25,1,31,2018,PAPUA,KOTA JAYAPURA
25,2501035,SMA NEGERI KHUSUS OLAH RAGA,69881035,N,10,60.2,36.8,24.75,0.0,0.0,42.75,0.0,25,1,35,2018,PAPUA,KOTA JAYAPURA
26,2501036,MA PERSIAPAN NEGERI KOYA BARAT,69955809,S,20,68.4,66.5,43.13,44.17,56.79,37.86,0.0,25,1,36,2018,PAPUA,KOTA JAYAPURA
27,2502001,SMA NEGERI 1 SENTANI,60300173,N,216,62.63,48.46,27.23,33.74,38.25,33.23,0.0,25,2,1,2018,PAPUA,KABUPATEN JAYAPURA
28,2502002,SMA NEGERI 3 SENTANI,60300180,N,21,47.9,33.43,23.57,30.0,0.0,28.13,0.0,25,2,2,2018,PAPUA,KABUPATEN JAYAPURA
29,2502004,SMA NEGERI 2 SENTANI,60300181,N,63,41.52,29.05,21.75,30.0,29.38,26.88,0.0,25,2,4,2018,PAPUA,KABUPATEN JAYAPURA
30,2502005,SMA YPPGI SENTANI,60300177,S,33,40.55,25.82,23.48,0.0,0.0,27.8,0.0,25,2,5,2018,PAPUA,KABUPATEN JAYAPURA
31,2502006,SMA KRISTEN SENTANI,60303654,S,47,40.51,28.51,21.28,0.0,40.0,27.73,0.0,25,2,6,2018,PAPUA,KABUPATEN JAYAPURA
32,2502007,SMA NEGERI DEMTA,60303589,N,19,44.95,28.42,21.45,0.0,0.0,27.37,0.0,25,2,7,2018,PAPUA,KABUPATEN JAYAPURA
33,2502008,SMA ADVENT DOYO BARU,60300112,S,44,59.41,51.86,24.89,32.88,40.0,32.5,0.0,25,2,8,2018,PAPUA,KABUPATEN JAYAPURA
34,2502009,SMA YPPK ASISI SENTANI,60300176,S,59,62.47,48.54,27.42,34.13,33.33,34.81,0.0,25,2,9,2018,PAPUA,KABUPATEN JAYAPURA
35,2502010,SMA AL-FATAH YPKP SENTANI,60300178,S,49,56.08,41.88,23.42,31.25,40.0,36.19,0.0,25,2,10,2018,PAPUA,KABUPATEN JAYAPURA
36,2502011,MA YPKP SENTANI,60305294,S,29,60.62,43.31,27.84,34.58,40.0,32.36,0.0,25,2,11,2018,PAPUA,KABUPATEN JAYAPURA
37,2502012,SMA NEGERI 1 NIMBORAN,60300175,N,51,52.35,35.22,21.52,26.25,0.0,29.23,0.0,25,2,12,2018,PAPUA,KABUPATEN JAYAPURA
38,2502013,SMA YAPIS NIMBOKRANG,60303588,S,45,64.27,51.42,39.83,62.5,55.0,43.03,0.0,25,2,13,2018,PAPUA,KABUPATEN JAYAPURA
39,2502014,MA NEGERI JAYAPURA,60305293,N,24,65.17,42.75,24.48,37.5,36.88,34.34,0.0,25,2,14,2018,PAPUA,KABUPATEN JAYAPURA
40,2502015,SMA NEGERI KAUREH,60300152,N,15,56.0,35.2,25.0,0.0,0.0,28.0,0.0,25,2,15,2018,PAPUA,KABUPATEN JAYAPURA
41,2502016,SMA PERSIAPAN BUMI SAHAJA,60300151,S,10,56.4,30.8,28.25,0.0,37.5,35.56,0.0,25,2,16,2018,PAPUA,KABUPATEN JAYAPURA
42,2502017,SMA NEGERI KEMTUK GRESI,60303590,S,21,37.14,28.76,20.0,0.0,0.0,25.48,0.0,25,2,17,2018,PAPUA,KABUPATEN JAYAPURA
43,2502018,MA NURUL ANWAR,69726482,S,16,56.38,36.88,23.75,32.5,33.75,29.17,0.0,25,2,18,2018,PAPUA,KABUPATEN JAYAPURA
44,2502019,SMA YPK SENTANI,69786560,S,46,46.09,29.83,23.53,30.0,30.0,25.21,0.0,25,2,19,2018,PAPUA,KABUPATEN JAYAPURA
45,2502028,SMA NEGERI YOKIWA,69911743,N,28,55.07,33.14,24.46,28.33,32.5,28.75,0.0,25,2,28,2018,PAPUA,KABUPATEN JAYAPURA
46,2502029,SMA SANTO ANTONIUS PADUA SENTANI,69967355,S,12,47.83,36.0,22.71,0.0,0.0,30.42,0.0,25,2,29,2018,PAPUA,KABUPATEN JAYAPURA
47,2502033,SEKOLAH MENENGAH AGAMA KRISTEN,69960639,S,8,38.0,23.5,20.63,0.0,0.0,24.69,0.0,25,2,33,2018,PAPUA,KABUPATEN JAYAPURA
48,2503001,SMA NEGERI 1 BIAK,60300371,N,260,66.31,48.75,29.4,32.79,49.01,41.66,0.0,25,3,1,2018,PAPUA,KABUPATEN BIAK NUMFOR
49,2503002,SMA KATHOLIK YOS SUDARSO,60300352,S,56,56.54,33.32,24.02,30.5,35.33,31.04,0.0,25,3,2,2018,PAPUA,KABUPATEN BIAK NUMFOR
50,2503003,SMA NEGERI 2 BIAK,60300372,N,55,46.4,45.6,26.27,41.88,42.5,27.5,0.0,25,3,3,2018,PAPUA,KABUPATEN BIAK NUMFOR
51,2503004,SMA YPK 2 BIAK,60301717,S,48,56.42,39.5,25.36,27.0,34.64,34.24,0.0,25,3,4,2018,PAPUA,KABUPATEN BIAK NUMFOR
52,2503005,SMA YPK 1 BIAK,60300373,S,55,47.49,31.45,24.32,26.56,35.75,25.88,0.0,25,3,5,2018,PAPUA,KABUPATEN BIAK NUMFOR
53,2503006,SMA YAPIS  BIAK,60300363,S,22,56.09,38.45,24.66,31.25,37.25,27.92,0.0,25,3,6,2018,PAPUA,KABUPATEN BIAK NUMFOR
54,2503007,SMA NEGERI 1 BIAK UTARA,60301704,N,53,46.11,51.43,29.39,0.0,0.0,57.31,0.0,25,3,7,2018,PAPUA,KABUPATEN BIAK NUMFOR
55,2503008,SMA NEGERI 1 BIAK BARAT,60300370,N,84,42.0,42.05,23.75,0.0,0.0,29.2,0.0,25,3,8,2018,PAPUA,KABUPATEN BIAK NUMFOR
56,2503009,SMA NEGERI 1 NUMFOR BARAT,60300369,N,26,63.23,48.08,66.63,0.0,58.65,0.0,0.0,25,3,9,2018,PAPUA,KABUPATEN BIAK NUMFOR
57,2503010,SMA NEGERI 1 WARSA,60301705,N,39,62.72,46.0,41.22,48.33,72.5,57.4,0.0,25,3,10,2018,PAPUA,KABUPATEN BIAK NUMFOR
58,2503011,SMA YPK 3 URFU,60303880,S,35,40.4,21.89,27.21,0.0,0.0,38.0,0.0,25,3,11,2018,PAPUA,KABUPATEN BIAK NUMFOR
59,2503012,SMA NEGERI SAMBER,60303522,N,13,37.38,45.23,26.92,0.0,0.0,31.54,0.0,25,3,12,2018,PAPUA,KABUPATEN BIAK NUMFOR
60,2503013,SMA NEGERI 3 BIAK,60301706,N,76,52.39,34.71,23.68,37.5,37.81,31.46,0.0,25,3,13,2018,PAPUA,KABUPATEN BIAK NUMFOR
61,2503014,SMA YPK IMMANUEL AGUNG SAMOFA,60303523,S,8,49.75,32.0,25.94,0.0,0.0,33.13,0.0,25,3,14,2018,PAPUA,KABUPATEN BIAK NUMFOR
62,2503015,SMA SUP BYAKI FYADI,69756258,S,12,48.0,30.0,23.96,35.0,35.0,30.75,0.0,25,3,15,2018,PAPUA,KABUPATEN BIAK NUMFOR
63,2503017,SMA NEGERI 1 BIAK TIMUR,69758236,N,25,44.48,26.72,25.0,24.06,26.56,31.11,0.0,25,3,17,2018,PAPUA,KABUPATEN BIAK NUMFOR
64,2503019,SMA NEGERI BRUYADORI,69961109,N,16,59.63,48.75,65.31,0.0,58.75,0.0,0.0,25,3,19,2018,PAPUA,KABUPATEN BIAK NUMFOR
65,2504001,SMA NEGERI 1 SERUI,60300487,N,177,63.18,46.11,26.44,35.76,37.68,38.92,0.0,25,4,1,2018,PAPUA,KABUPATEN KEPULAUAN YAPEN
66,2504002,SMA NEGERI 2 SERUI,60300488,N,192,48.45,31.67,22.88,29.53,37.86,30.46,0.0,25,4,2,2018,PAPUA,KABUPATEN KEPULAUAN YAPEN
67,2504003,SMA PGRI SERUI,60300479,S,89,41.82,25.82,20.76,24.17,27.86,29.27,0.0,25,4,3,2018,PAPUA,KABUPATEN KEPULAUAN YAPEN
68,2504004,SMA ONATE SERUI,60300478,S,59,40.95,26.68,21.65,26.43,0.0,28.72,0.0,25,4,4,2018,PAPUA,KABUPATEN KEPULAUAN YAPEN
69,2504005,SMA YASUKA ANSUS,60301371,S,26,49.85,25.46,22.4,0.0,0.0,26.06,0.0,25,4,5,2018,PAPUA,KABUPATEN KEPULAUAN YAPEN
70,2504006,SMA NEGERI UNGGULAN YAPEN WAROPEN,60301370,N,32,48.56,31.88,23.91,17.5,38.75,31.11,0.0,25,4,6,2018,PAPUA,KABUPATEN KEPULAUAN YAPEN
71,2504007,SMA NEGERI POOM,60304904,N,17,58.35,47.41,20.0,0.0,0.0,80.15,0.0,25,4,7,2018,PAPUA,KABUPATEN KEPULAUAN YAPEN
