No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,10010001,SMA NEGERI 1 JAMBI,10504684,N,250,79.08,71.9,54.82,55.11,61.57,64.36,66.94,10,1,0,2019,JAMBI,KOTA JAMBI
2,10010002,SMA NEGERI 2 JAMBI,10504623,N,230,71.43,52.64,34.62,39.3,43.06,49.43,51.23,10,1,0,2019,JAMBI,KOTA JAMBI
3,10010003,SMA NEGERI 3 JAMBI,10504553,N,276,80.45,71.7,51.14,54.27,52.12,66.04,66.59,10,1,0,2019,JAMBI,KOTA JAMBI
4,10010004,SMA NEGERI 4 JAMBI,10504580,N,365,71.73,57.99,37.25,38.44,43.08,49.39,53.69,10,1,0,2019,JAMBI,KOTA JAMBI
5,10010005,SMA NEGERI 5 JAMBI,10504581,N,276,71.8,61.86,39.23,44.5,46.08,53.55,55.93,10,1,0,2019,JAMBI,KOTA JAMBI
6,10010006,SMA NEGERI 6 JAMBI,10504582,N,191,69.07,51.93,34.97,41.75,44.0,44.35,50.03,10,1,0,2019,JAMBI,KOTA JAMBI
7,10010007,SMA NEGERI 7 JAMBI,10504583,N,73,63.07,43.29,31.03,0.0,0.0,45.51,45.73,10,1,0,2019,JAMBI,KOTA JAMBI
8,10010008,SMA NEGERI 8 JAMBI,10504584,N,304,68.01,50.95,35.23,38.49,41.89,48.53,49.88,10,1,0,2019,JAMBI,KOTA JAMBI
9,10010009,SMA NEGERI 9 JAMBI,10504585,N,124,74.44,52.29,39.01,40.83,44.04,48.82,52.69,10,1,0,2019,JAMBI,KOTA JAMBI
10,10010010,SMA NEGERI 10 JAMBI,10504586,N,138,70.61,52.25,35.71,35.63,43.54,47.98,51.17,10,1,1,2019,JAMBI,KOTA JAMBI
11,10010011,SMA NEGERI 11 JAMBI,10504587,N,118,69.8,52.25,36.69,38.91,41.7,45.48,50.56,10,1,1,2019,JAMBI,KOTA JAMBI
12,10010012,SMA SWASTA XAVERIUS 1 JAMBI,10504594,S,124,85.05,86.11,74.92,72.71,61.25,69.87,79.02,10,1,1,2019,JAMBI,KOTA JAMBI
