,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
1863,375,104121,SMA AUSTRALIAN INDEPENDENT SCHOOL,69889089,S,1,60.0,92.0,22.5,0.0,58.0,0.0,0.0,1,4,121,2018,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
1278,278,103228,SMA SPRINGFIELD,69774557,S,16,74.63,87.13,57.97,61.09,0.0,0.0,0.0,1,3,228,2018,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
2548,519,105159,SMA HIGHFIELD,69948835,S,9,76.89,86.67,71.11,57.5,79.75,0.0,0.0,1,5,159,2018,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
86414,266,3004201,SMA BRITISH SCHOOL JAKARTA,69896654,S,5,59.5,86.4,47.0,44.0,0.0,0.0,0.0,30,4,201,2018,BANTEN,BANTEN,KOTA TANGERANG SELATAN
86348,200,3004020,SMA SAINT JOHNS CATHOLIC SCHOOL,20613806,S,53,75.28,85.55,59.91,76.98,73.58,0.0,0.0,30,4,20,2018,BANTEN,BANTEN,KOTA TANGERANG SELATAN
1861,373,104119,RAFLES CHRISTIAN SCHOOL,69904250,S,8,71.5,85.5,50.31,49.58,67.0,0.0,0.0,1,4,119,2018,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
1162,162,103008,SMA KRISTEN 1 BPK PENABUR,20101306,S,77,80.81,85.14,80.55,79.69,80.27,84.0,0.0,1,3,8,2018,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
220,29,101044,SMA KRISTEN KARUNIA,20100190,S,7,78.57,85.14,78.93,90.0,80.5,81.0,0.0,1,1,44,2018,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
1282,282,103234,SMA KAIROS GRACIA,69931693,S,8,79.5,85.0,61.88,70.0,72.0,0.0,0.0,1,3,234,2018,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
75065,34,2201045,SMA BALI ISLAND SCHOOL,69930814,S,3,67.33,84.67,35.83,42.5,57.0,0.0,0.0,22,1,45,2018,BALI,BALI,KOTA DENPASAR
