,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
51385,251,2307001,SMA NEGERI 1 TALIWANG,50204322,N,84,79.4,65.88,47.35,40.96,61.43,90.86,0.0,23,7,1,2018,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA BARAT
45539,421,709123,SMA SWASTA HARAPAN 3,10219919,S,76,80.84,70.84,67.17,61.56,62.5,90.43,0.0,7,9,123,2018,SUMATERA UTARA,KABUPATEN DELISERDANG
52848,144,3004021,SMA SANTA URSULA BSD,20603376,S,64,84.0,85.25,86.8,85.53,90.0,88.52,0.0,30,4,21,2018,BANTEN,KOTA TANGERANG SELATAN
52525,191,2708011,SMA NEGERI 1 MANGOLI UTARA,60202241,N,60,78.53,72.77,75.0,0.0,0.0,88.29,0.0,27,8,11,2018,MALUKU UTARA,KABUPATEN KEPULAUAN SULA
52883,179,3004174,MA NEGERI INSAN CENDEKIA SERPONG,20623314,N,141,85.66,80.64,86.72,87.88,92.31,88.19,0.0,30,4,174,2018,BANTEN,KOTA TANGERANG SELATAN
39420,28,101048,SMA SANTA URSULA,20108383,S,102,85.41,84.27,82.23,76.86,82.7,88.17,0.0,1,1,48,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
53517,110,3313005,SMA NEGERI 5 HINGK,69943853,N,10,82.4,54.2,77.25,0.0,0.0,88.0,0.0,33,13,5,2018,PAPUA BARAT,KABUPATEN PEGUNUNGAN ARFAK
50989,1,2201001,SMA NEGERI 1 DENPASAR,50103127,N,441,80.64,84.62,83.5,83.75,86.43,87.7,0.0,22,1,1,2018,BALI,KOTA DENPASAR
51516,20,2401026,SMA NUSA CENDANA INTERNATIONAL PLUS,50306082,S,11,67.64,60.55,34.09,39.5,60.0,87.5,0.0,24,1,26,2018,NUSA TENGGARA TIMUR,KOTA KUPANG
40099,226,203107,SMA SULTHON AULIA BOARDING SCHOOL,69830492,S,49,80.94,74.2,59.13,64.38,67.5,87.03,0.0,2,3,107,2018,JAWA BARAT,KOTA BEKASI
53180,476,3008174,SMA PAHOA,20616061,S,109,84.17,84.66,81.65,85.63,82.06,86.95,0.0,30,8,174,2018,BANTEN,KABUPATEN TANGERANG
49467,25,1801035,SMA AL-AZHAR MANDIRI PALU,69756117,S,132,80.62,83.03,63.83,75.69,74.1,86.86,0.0,18,1,35,2018,SULAWESI TENGAH,KOTA PALU
48299,27,1301040,SMA BINA MULIA PONTIANAK,30107389,S,34,79.0,84.65,67.43,51.25,68.33,86.67,0.0,13,1,40,2018,KALIMANTAN BARAT,KOTA PONTIANAK
47615,307,1109036,SMAN SEMANGUS,69799883,N,32,51.94,56.56,44.22,0.0,0.0,86.56,0.0,11,9,36,2018,SUMATERA SELATAN,KABUPATEN MUSI RAWAS
51598,102,2403022,SMA KRISTEN MANEK TO KUATNANA,50307288,S,73,70.44,54.82,42.91,0.0,0.0,86.23,0.0,24,3,22,2018,NUSA TENGGARA TIMUR,KABUPATEN TTS
43412,624,515001,SMA NEGERI 1 TUBAN,20505009,N,274,85.96,79.31,73.46,69.54,66.32,86.16,0.0,5,15,1,2018,JAWA TIMUR,KABUPATEN TUBAN
45935,817,718024,MA SWASTA DARUL MURSYID,10263672,S,74,78.97,64.57,77.03,91.03,89.79,86.14,0.0,7,18,24,2018,SUMATERA UTARA,KABUPATEN TAPANULI SELATAN
47492,184,1106003,SMAN 3 KAYUAGUNG,10600496,N,122,76.28,64.25,64.2,43.75,84.71,85.61,0.0,11,6,3,2018,SUMATERA SELATAN,KABUPATEN OGAN KOMERING ILIR
39534,142,103008,SMA KRISTEN 1 BPK PENABUR,20101306,S,285,84.16,81.87,88.78,86.79,88.12,85.49,0.0,1,3,8,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
40483,610,211043,SMA AL IRSYAD SATYA PADALARANG,20279931,S,22,82.73,83.64,61.36,58.75,61.0,85.28,0.0,2,11,43,2018,JAWA BARAT,KABUPATEN BANDUNG BARAT
51589,93,2403013,SMA STELAMARIS NIKI-NIKI,50307304,S,23,59.74,54.17,40.87,75.0,65.0,85.26,0.0,24,3,13,2018,NUSA TENGGARA TIMUR,KABUPATEN TTS
42989,201,504007,SMA NEGERI 2 KOTA KEDIRI,20534388,N,296,85.94,81.55,78.76,66.16,75.22,85.23,0.0,5,4,7,2018,JAWA TIMUR,KOTA KEDIRI
39465,73,102023,SMA KRISTEN 5 BPK PENABUR,20100601,S,164,82.91,79.07,80.32,77.04,84.41,85.07,0.0,1,2,23,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
44428,1640,538017,SMA NEGERI 1 BANGKALAN,20531146,N,220,81.78,77.44,76.14,69.62,73.39,85.05,0.0,5,38,17,2018,JAWA TIMUR,KABUPATEN BANGKALAN
39627,235,103220,SMA SINAR DHARMA,20112435,S,21,80.76,83.81,71.55,64.44,75.0,85.0,0.0,1,3,220,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
39428,36,101060,SMA KANISIUS,20100170,S,155,83.88,85.41,81.37,79.76,88.24,85.0,0.0,1,1,60,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
39852,460,105155,SMA NEGERI UNGGULAN MOHAMMAD HUSNI THAMRIN,20109933,N,76,86.08,85.66,86.74,89.56,92.17,85.0,0.0,1,5,155,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
39518,126,102205,SMA KRISTEN PENABUR KELAPA GADING,20177804,S,30,82.0,84.67,81.58,71.81,89.77,85.0,0.0,1,2,205,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
50811,116,2103070,SMA NEGERI 4 LEIHITU BARAT,69937935,N,17,70.47,68.12,65.15,53.57,42.5,85.0,0.0,21,3,70,2018,MALUKU,MALUKU TENGAH
41916,347,313001,SMA NEGERI 1 PURWOREJO,20306202,N,250,85.86,80.73,72.9,67.31,74.97,84.96,0.0,3,13,1,2018,JAWA TENGAH,KABUPATEN PURWOREJO
51021,33,2202001,SMA NEGERI 1 GIANYAR,50102079,N,280,82.8,80.14,73.13,67.84,76.02,84.8,0.0,22,2,1,2018,BALI,KABUPATEN GIANYAR
48953,148,1508001,SMA NEGERI 1 BARABAI,30302133,N,102,81.27,74.53,61.96,49.69,71.18,84.62,0.0,15,8,1,2018,KALIMANTAN SELATAN,KABUPATEN HULU SUNGAI TENGAH
50796,101,2103053,SMA NEGERI 4 PULAU HARUKU,69774670,N,29,53.93,62.69,69.48,0.0,68.0,84.58,0.0,21,3,53,2018,MALUKU,MALUKU TENGAH
51595,99,2403019,SMA NEGERI KIE,50307297,N,25,52.0,52.56,36.9,33.75,57.5,84.58,0.0,24,3,19,2018,NUSA TENGGARA TIMUR,KABUPATEN TTS
40280,407,208008,"SMA KRISTEN BPK PENABUR, KOTA SUKABUMI",20221589,S,22,81.18,86.45,61.48,52.14,71.88,84.55,0.0,2,8,8,2018,JAWA BARAT,KOTA SUKABUMI
42798,10,501015,SMA NEGERI 5 SURABAYA,20532248,N,318,85.76,83.49,80.11,74.96,76.98,84.42,0.0,5,1,15,2018,JAWA TIMUR,KOTA SURABAYA
39784,392,105039,SMA NEGERI 81,20103301,N,252,84.61,79.96,74.22,72.48,75.0,84.32,0.0,1,5,39,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
46803,166,905009,SMA NEGERI TUAH KEMUNING,10494575,N,63,74.38,59.84,58.13,0.0,77.5,84.27,0.0,9,5,9,2018,RIAU,KABUPATEN INDRAGIRI HILIR
43034,246,508001,SMA NEGERI 1 PROBOLINGGO,20536288,N,155,82.44,75.23,60.84,54.78,69.61,84.12,0.0,5,8,1,2018,JAWA TIMUR,KOTA PROBOLINGGO
40359,486,210037,"SMA AL-HUDA ARJASARI, KABUPATEN BANDUNG",20227819,S,42,61.86,68.19,48.99,60.0,70.91,84.08,0.0,2,10,37,2018,JAWA BARAT,KABUPATEN BANDUNG
50997,9,2201011,SMA NEGERI 4 DENPASAR,50103124,N,297,85.69,84.28,84.78,90.0,75.45,84.02,0.0,22,1,11,2018,BALI,KOTA DENPASAR
47602,294,1109016,SMAN SELANGIT,10646286,N,49,79.02,67.02,74.8,0.0,0.0,83.98,0.0,11,9,16,2018,SUMATERA SELATAN,KABUPATEN MUSI RAWAS
39716,324,104104,SMA LABSCHOOL KEBAYORAN,20107313,S,151,82.64,82.16,76.69,75.96,82.03,83.97,0.0,1,4,104,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
41419,1546,224059,"SMA UNGGULAN AR-RAHMAN, KABUPATEN SUKABUMI",20258335,S,22,83.09,74.55,53.75,51.67,49.17,83.85,0.0,2,24,59,2018,JAWA BARAT,KABUPATEN SUKABUMI
45295,177,701252,SMA SWASTA DJUWITA MEDAN,60728990,S,8,77.5,86.0,74.69,61.25,0.0,83.75,0.0,7,1,252,2018,SUMATERA UTARA,KOTA MEDAN
42801,13,501019,SMA NEGERI 6 SURABAYA,20532260,N,237,84.84,77.7,66.07,60.73,65.5,83.72,0.0,5,1,19,2018,JAWA TIMUR,KOTA SURABAYA
53088,384,3008009,SMA KRISTEN PENABUR GADING SERPONG,20603357,S,293,82.22,81.69,76.96,68.03,74.56,83.71,0.0,30,8,9,2018,BANTEN,KABUPATEN TANGERANG
