,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
18017,105,701130,SMA SWASTA DHARMA SAKTI MEDAN,10210716,S,3,58.67,71.33,69.17,86.67,97.5,84.17,0.0,7,1,130,2016,SUMATERA UTARA,KOTA MEDAN
18292,380,709064,SMA SWASTA NILA HARAPAN,10214140,S,10,83.2,68.8,70.0,89.75,96.75,82.25,0.0,7,9,64,2016,SUMATERA UTARA,KABUPATEN DELISERDANG
17099,1355,534047,SMA BHAKTI NEGARA,20540166,S,14,68.86,76.57,91.61,63.57,96.07,82.32,0.0,5,34,47,2016,JAWA TIMUR,KABUPATEN BANYUWANGI
18963,1051,730011,SMA SWASTA MUHAMMADIYAH 9 KUALUH HULU,10205376,S,36,76.5,58.5,76.11,68.19,95.9,81.94,0.0,7,30,11,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU UTARA
18061,149,701199,MA SWASTA AL-MANAR,60728327,S,6,71.33,71.33,86.67,88.33,95.83,82.92,0.0,7,1,199,2016,SUMATERA UTARA,KOTA MEDAN
18962,1050,730010,SMA NEGERI 1 KUALUH HILIR,10205394,N,77,71.64,62.88,75.84,66.43,95.71,78.38,0.0,7,30,10,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU UTARA
23212,102,2103057,SMA NEGERI 3 LEIHITU BARAT,69774665,N,21,63.43,62.0,52.38,39.05,95.71,72.26,0.0,21,3,57,2016,MALUKU,MALUKU TENGAH
18961,1049,730009,SMA NEGERI 1 AEK KUO,10260057,N,60,75.63,56.07,76.25,68.29,95.46,80.38,0.0,7,30,9,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU UTARA
18953,1041,730001,SMA NEGERI 1 KUALUH HULU,10205393,N,160,78.28,57.99,76.83,69.39,95.27,80.08,0.0,7,30,1,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU UTARA
18965,1053,730014,SMA SWASTA PELITA AEKKANOPAN,10205373,S,22,68.27,59.45,70.68,67.95,95.23,75.8,0.0,7,30,14,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU UTARA
16909,1165,530009,SMA JENDERAL SUDIRMAN LUMAJANG,20520815,S,11,58.0,55.27,58.64,63.64,95.23,74.09,0.0,5,30,9,2016,JAWA TIMUR,KABUPATEN LUMAJANG
18303,391,709080,SMA SWASTA DESA MAJU,10200435,S,15,80.53,70.93,69.67,87.67,95.17,81.33,0.0,7,9,80,2016,SUMATERA UTARA,KABUPATEN DELISERDANG
18027,115,701148,SMA SWASTA MAYJEN SUTOYO SM MEDAN,10210901,S,10,82.4,70.2,90.5,86.75,95.0,82.25,0.0,7,1,148,2016,SUMATERA UTARA,KOTA MEDAN
18077,165,701224,SMA SWASTA BANI ADAM AS MEDAN,10259074,S,17,73.53,68.0,67.35,84.41,94.85,77.21,0.0,7,1,224,2016,SUMATERA UTARA,KOTA MEDAN
23216,106,2103061,SMA NEGERI 3 MASOHI,69774664,N,57,62.35,61.44,54.91,40.79,94.74,77.19,0.0,21,3,61,2016,MALUKU,MALUKU TENGAH
17980,68,701081,SMA SWASTA NURUL ISLAM INDONESIA MEDAN,10210891,S,16,69.5,69.5,87.81,76.72,94.69,77.34,0.0,7,1,81,2016,SUMATERA UTARA,KOTA MEDAN
17100,1356,534048,SMA FAVORIT NU TEGALDLIMO,20554820,S,18,71.89,74.22,87.92,77.5,94.58,80.83,0.0,5,34,48,2016,JAWA TIMUR,KABUPATEN BANYUWANGI
16955,1211,531534,MA AL-MAGHFUR MIFTAHUL ULUM,20580159,S,11,55.64,58.36,26.82,40.45,94.55,35.45,0.0,5,31,534,2016,JAWA TIMUR,KABUPATEN BONDOWOSO
17105,1361,534508,MA KEBUN REJO,20584103,S,13,68.31,68.46,88.46,77.31,94.42,80.0,0.0,5,34,508,2016,JAWA TIMUR,KABUPATEN BANYUWANGI
18966,1054,730015,SMA SWASTA KESUMA BANGSA LONDUT,10262109,S,56,73.14,58.57,73.66,67.5,94.29,77.72,0.0,7,30,15,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU UTARA
18100,188,701260,MA SWASTA TAHFIZHIL QURAN MEDAN,10266022,S,36,68.28,70.61,69.03,85.14,94.24,79.17,0.0,7,1,260,2016,SUMATERA UTARA,KOTA MEDAN
18361,449,709176,SMA SWASTA MAHAD MUHAMMAD SAMAN,10262125,S,17,78.59,70.24,68.97,85.44,94.12,80.44,0.0,7,9,176,2016,SUMATERA UTARA,KABUPATEN DELISERDANG
18322,410,709111,MA SWASTA PP AL-QOMARIAH,10200561,S,25,83.04,71.76,92.1,87.5,94.1,79.8,0.0,7,9,111,2016,SUMATERA UTARA,KABUPATEN DELISERDANG
18791,879,724011,SMA NEGERI 1 LOLOMATUA,10258275,N,65,63.88,70.98,90.27,84.54,94.04,79.92,0.0,7,24,11,2016,SUMATERA UTARA,KABUPATEN NIAS SELATAN
18099,187,701259,SMA SWASTA PUTERI SION MEDAN,69755704,S,15,68.13,70.67,92.5,87.33,94.0,79.33,0.0,7,1,259,2016,SUMATERA UTARA,KOTA MEDAN
18315,403,709099,MA SWASTA TARBIYAH ISLAMIYAH,10200537,S,36,74.0,70.56,68.96,81.94,93.96,79.58,0.0,7,9,99,2016,SUMATERA UTARA,KABUPATEN DELISERDANG
18162,250,703026,SMA SWASTA AN-NADWA ISLAMIC CENTRE BINJAI,10211292,S,19,71.47,66.42,90.53,80.26,93.95,79.08,0.0,7,3,26,2016,SUMATERA UTARA,KOTA BINJAI
18298,386,709072,SMA SWASTA KARYA PENDIDIK LUBUK PAKAM,10214125,S,16,68.88,70.5,68.44,86.72,93.91,80.47,0.0,7,9,72,2016,SUMATERA UTARA,KABUPATEN DELISERDANG
18005,93,701115,SMA SWASTA RK MARIANA MEDAN,10210734,S,16,83.88,72.75,88.59,87.66,93.91,81.88,0.0,7,1,115,2016,SUMATERA UTARA,KOTA MEDAN
19711,348,910018,SMA NEGERI 2 SUNGAI APIT,10495164,N,11,69.64,48.0,61.36,52.05,93.86,52.27,0.0,9,10,18,2016,RIAU,KABUPATEN S I A K
18096,184,701256,SMA SWASTA ISLAM KHAIRUL IMAM,10262430,S,18,83.0,71.44,88.06,88.06,93.75,77.64,0.0,7,1,256,2016,SUMATERA UTARA,KOTA MEDAN
23189,79,2103033,SMA KRISTEN 1 SAPARUA,60100340,S,24,77.25,54.17,70.63,72.08,93.65,62.6,0.0,21,3,33,2016,MALUKU,MALUKU TENGAH
18207,295,706009,SMA SWASTA TRI RATNA SIBOLGA,10212115,S,37,81.3,73.03,74.39,87.43,93.65,79.46,0.0,7,6,9,2016,SUMATERA UTARA,KOTA SIBOLGA
18059,147,701195,SMA SWASTA BUDI MURNI 3 MEDAN,10220931,S,20,78.5,71.0,91.5,86.5,93.63,79.88,0.0,7,1,195,2016,SUMATERA UTARA,KOTA MEDAN
18329,417,709123,SMA SWASTA HARAPAN 3,10219919,S,32,77.56,70.31,69.77,84.84,93.52,80.86,0.0,7,9,123,2016,SUMATERA UTARA,KABUPATEN DELISERDANG
18247,335,709007,SMA NEGERI 1 HAMPARAN PERAK,10219109,N,96,76.79,72.17,68.98,86.56,93.52,79.9,0.0,7,9,7,2016,SUMATERA UTARA,KABUPATEN DELISERDANG
18443,531,710108,SMA SWASTA TUNAS BARU BABALAN,10259617,S,17,80.71,78.24,70.0,86.62,93.38,80.0,0.0,7,10,108,2016,SUMATERA UTARA,KABUPATEN LANGKAT
16947,1203,531013,SMA NEGERI 1 SUKOSARI,20521731,N,39,71.74,75.44,74.81,72.63,93.27,69.87,0.0,5,31,13,2016,JAWA TIMUR,KABUPATEN BONDOWOSO
18236,324,708008,SMA SWASTA KRISTEN BNKP GUNUNGSITOLI,10212766,S,20,81.0,66.0,71.63,80.5,93.25,81.13,0.0,7,8,8,2016,SUMATERA UTARA,KOTA GUNUNGSITOLI
18297,385,709071,SMA SWASTA BAYU PERTIWI,10214107,S,20,77.8,72.8,69.0,84.75,93.25,78.75,0.0,7,9,71,2016,SUMATERA UTARA,KABUPATEN DELISERDANG
16758,1014,527024,SMA KHAIRUDDIN GONDANGLEGI,20517840,S,7,63.71,61.14,75.36,75.71,93.21,57.86,0.0,5,27,24,2016,JAWA TIMUR,KABUPATEN MALANG
18249,337,709009,SMA NEGERI 1 GALANG,10214132,N,97,78.31,70.72,67.58,84.85,93.17,78.99,0.0,7,9,9,2016,SUMATERA UTARA,KABUPATEN DELISERDANG
18619,707,715010,SMA NEGERI 3 RANTAU UTARA,10205362,N,139,81.44,74.98,88.47,84.44,93.17,78.42,0.0,7,15,10,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
18959,1047,730007,SMA NEGERI 1 MERBAU,10205390,N,112,76.45,55.45,75.16,67.19,93.13,79.64,0.0,7,30,7,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU UTARA
18010,98,701122,SMA SWASTA ST. THOMAS 3 MEDAN,10210879,S,105,79.77,71.6,88.0,85.76,93.1,78.55,0.0,7,1,122,2016,SUMATERA UTARA,KOTA MEDAN
18321,409,709110,MA SWASTA AL-WASHLIYAH GALANG,10220412,S,20,81.8,71.7,92.63,87.0,93.0,79.5,0.0,7,9,110,2016,SUMATERA UTARA,KABUPATEN DELISERDANG
18186,274,705002,SMA NEGERI 2 TANJUNG BALAI,10212025,N,140,79.14,71.46,83.3,85.2,92.89,78.41,0.0,7,5,2,2016,SUMATERA UTARA,KOTA TANJUNG BALAI
17224,1480,537016,SMA 3 AN-NUQAYAH GULUK GULUK,20551887,S,13,82.77,74.62,88.85,70.77,92.88,80.96,0.0,5,37,16,2016,JAWA TIMUR,KABUPATEN SUMENEP
18358,446,709173,MA SWASTA MAWARIDUSSALAM,10264715,S,39,75.03,70.41,68.72,86.28,92.76,78.01,0.0,7,9,173,2016,SUMATERA UTARA,KABUPATEN DELISERDANG
17251,1507,537540,MA AL AMIEN 1,20584670,S,80,78.93,65.85,62.16,79.81,92.69,50.41,0.0,5,37,540,2016,JAWA TIMUR,KABUPATEN SUMENEP
17919,7,701007,SMA NEGERI 7 MEDAN,10210860,N,268,79.89,71.87,85.05,86.35,92.66,79.36,0.0,7,1,7,2016,SUMATERA UTARA,KOTA MEDAN
17995,83,701103,SMA SWASTA TAMAN SISWA MEDAN,10210822,S,20,78.7,71.4,90.25,87.38,92.63,78.63,0.0,7,1,103,2016,SUMATERA UTARA,KOTA MEDAN
18039,127,701163,SMA SWASTA PARULIAN 2 MEDAN,10210927,S,40,77.8,71.65,68.94,85.88,92.63,77.88,0.0,7,1,163,2016,SUMATERA UTARA,KOTA MEDAN
18823,911,725003,SMA NEGERI 1 SIMANINDO,10208948,N,133,78.38,71.74,86.09,84.77,92.59,78.61,0.0,7,25,3,2016,SUMATERA UTARA,KABUPATEN SAMOSIR
18185,273,705001,SMA NEGERI 1 TANJUNG BALAI,10212024,N,194,81.73,72.65,68.9,86.42,92.54,79.68,0.0,7,5,1,2016,SUMATERA UTARA,KOTA TANJUNG BALAI
18955,1043,730003,SMA NEGERI 1 KUALUH LEIDONG,10205392,N,73,73.67,65.18,74.32,70.65,92.53,76.82,0.0,7,30,3,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU UTARA
17946,34,701035,SMA SWASTA AL-AZHAR MEDAN,10259130,S,129,78.6,72.2,86.32,85.87,92.52,78.74,0.0,7,1,35,2016,SUMATERA UTARA,KOTA MEDAN
