,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
22981,161,2007022,MAN 1 KONAWE SELATAN,40405891,N,25,88.4,65.2,60.3,58.0,73.8,72.7,0.0,20,7,22,2016,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN
23240,130,2104004,SMA NEGERI AIR BUAYA,60100996,N,26,86.92,50.69,74.23,52.21,47.5,47.31,0.0,21,4,4,2016,MALUKU,BURU
20393,409,1112500,MAN SAKATIGA,10648952,N,113,86.32,41.58,68.41,76.04,60.18,78.43,0.0,11,12,500,2016,SUMATERA SELATAN,KABUPATEN OGAN ILIR
25491,101,3107002,SMA NEGERI 1 JEMAJA,11002044,N,13,86.15,54.92,69.62,49.23,71.15,60.77,0.0,31,7,2,2016,KEPULAUAN RIAU,KABUPATEN KEPULAUAN ANAMBAS
23396,21,2201030,SMA DYATMIKA DENPASAR,50103182,S,2,86.0,71.0,62.5,53.75,57.5,70.0,0.0,22,1,30,2016,BALI,KOTA DENPASAR
23211,101,2103056,SMA NEGERI NUSALAUT,60104032,N,14,85.86,62.0,71.25,51.43,67.68,76.96,0.0,21,3,56,2016,MALUKU,MALUKU TENGAH
23329,219,2108023,SMA NEGERI PULAU MANIPA,60103465,N,22,85.55,65.91,76.48,71.93,72.5,77.61,0.0,21,8,23,2016,MALUKU,SERAM BAGIAN BARAT
22969,149,2007004,SMA NEGERI 8 KONAWE SELATAN,40401874,N,15,85.07,63.2,81.0,71.67,69.5,72.0,0.0,20,7,4,2016,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN
25614,53,3303022,SMA NEGERI 9 KABUPATEN SORONG,69822828,N,16,85.0,76.13,64.38,66.41,62.5,55.47,0.0,33,3,22,2016,PAPUA BARAT,KABUPATEN SORONG
18237,325,708009,SMA NEGERI UNGGULAN SUKMA NIAS,10258468,N,40,84.95,67.85,77.56,73.38,82.94,79.38,0.0,7,8,9,2016,SUMATERA UTARA,KOTA GUNUNGSITOLI
23323,213,2108017,SMA MUHAMMADIYAH LIMBORO,60102474,S,37,84.86,50.43,67.77,82.43,65.27,59.8,0.0,21,8,17,2016,MALUKU,SERAM BAGIAN BARAT
18935,1023,729003,SMA NEGERI 1 SOSA,10207080,N,87,84.37,59.47,78.1,69.4,79.45,70.72,0.0,7,29,3,2016,SUMATERA UTARA,KABUPATEN PADANGLAWAS
18808,896,724030,SMA NEGERI 2 HURUNA,10258276,N,42,84.33,60.1,77.74,72.68,74.82,71.25,0.0,7,24,30,2016,SUMATERA UTARA,KABUPATEN NIAS SELATAN
23110,290,2017012,MA LAPOKAINSE,60728266,S,13,84.15,68.77,51.54,48.27,65.19,69.81,0.0,20,17,12,2016,SULAWESI TENGGARA,KABUPATEN MUNA BARAT
18005,93,701115,SMA SWASTA RK MARIANA MEDAN,10210734,S,16,83.88,72.75,88.59,87.66,93.91,81.88,0.0,7,1,115,2016,SUMATERA UTARA,KOTA MEDAN
24629,28,2702003,SMA NEGERI 3 TIDORE KEPULAUAN,60200949,N,64,83.88,63.06,84.88,56.64,80.2,75.51,0.0,27,2,3,2016,MALUKU UTARA,KOTA TIDORE KEPULAUAN
21845,93,1706021,MA MUHAMMADYAH PETTA,40105187,S,16,83.63,63.88,74.06,37.81,87.34,68.13,0.0,17,6,21,2016,SULAWESI UTARA,KABUPATEN KEPULAUAN SANGIHE
18497,585,711086,SMA SWASTA INDONESIA MEMBANGUN TARUNA,10261027,S,10,83.6,66.0,63.0,77.25,91.75,73.25,0.0,7,11,86,2016,SUMATERA UTARA,KABUPATEN SIMALUNGUN
17741,446,616005,MA NEGERI 2 MEULABOH,10114266,N,43,83.58,58.98,93.84,75.12,68.26,62.21,0.0,6,16,5,2016,ACEH,KABUPATEN ACEH JAYA
22365,206,1905020,SMA NEGERI 1 LIUKANG TANGAYA,40300671,N,21,83.52,77.14,57.98,64.05,49.05,69.05,0.0,19,5,20,2016,SULAWESI SELATAN,KABUPATEN PANGKAJENE KEPULAUAN
12815,207,103106,SMA PROVIDENTIA,20101318,S,11,83.45,70.0,74.55,77.05,83.18,66.59,0.0,1,3,106,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
23630,118,2305094,MA DARUL HIKMAH DAREK,60729937,S,13,83.38,56.15,55.58,45.58,28.27,41.35,0.0,23,5,94,2016,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TENGAH
13046,438,105145,SMA AL-FALAH,20107187,S,3,83.33,66.67,59.17,51.67,69.17,60.83,0.0,1,5,145,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
17217,1473,537009,SMA MIFTAHUL ULUM,20529951,S,29,83.24,63.03,73.19,59.91,79.48,67.16,0.0,5,37,9,2016,JAWA TIMUR,KABUPATEN SUMENEP
18292,380,709064,SMA SWASTA NILA HARAPAN,10214140,S,10,83.2,68.8,70.0,89.75,96.75,82.25,0.0,7,9,64,2016,SUMATERA UTARA,KABUPATEN DELISERDANG
23325,215,2108019,SMA HUAMUAL BARAT TALAGA,60102708,S,19,83.16,60.11,65.92,65.0,57.76,80.53,0.0,21,8,19,2016,MALUKU,SERAM BAGIAN BARAT
18710,798,718024,MA SWASTA DARUL MURSYID,10263672,S,49,83.14,72.33,88.32,85.87,79.23,77.04,0.0,7,18,24,2016,SUMATERA UTARA,KABUPATEN TAPANULI SELATAN
23335,225,2108030,SMA LKMD TAHALUPU,60103903,S,19,83.05,63.47,65.53,67.37,67.24,74.87,0.0,21,8,30,2016,MALUKU,SERAM BAGIAN BARAT
18322,410,709111,MA SWASTA PP AL-QOMARIAH,10200561,S,25,83.04,71.76,92.1,87.5,94.1,79.8,0.0,7,9,111,2016,SUMATERA UTARA,KABUPATEN DELISERDANG
18096,184,701256,SMA SWASTA ISLAM KHAIRUL IMAM,10262430,S,18,83.0,71.44,88.06,88.06,93.75,77.64,0.0,7,1,256,2016,SUMATERA UTARA,KOTA MEDAN
25116,176,3004174,MA NEGERI INSAN CENDEKIA SERPONG,20623314,N,84,82.88,77.07,85.65,87.59,86.96,82.68,0.0,30,4,174,2016,BANTEN,KOTA TANGERANG SELATAN
23225,115,2103107,MA NURUL HUDA PASAHARI,60105614,S,28,82.79,55.5,67.32,58.66,76.07,69.55,0.0,21,3,107,2016,MALUKU,MALUKU TENGAH
17224,1480,537016,SMA 3 AN-NUQAYAH GULUK GULUK,20551887,S,13,82.77,74.62,88.85,70.77,92.88,80.96,0.0,5,37,16,2016,JAWA TIMUR,KABUPATEN SUMENEP
17744,449,616008,SMA NEGERI 2 SAMPOINIET,10110489,N,9,82.67,54.89,60.28,58.61,64.17,75.56,0.0,6,16,8,2016,ACEH,KABUPATEN ACEH JAYA
20061,77,1101098,SMA TELADAN PALEMBANG,10609695,S,6,82.67,46.0,54.58,58.33,34.58,50.83,0.0,11,1,98,2016,SUMATERA SELATAN,KOTA PALEMBANG
17212,1468,537002,SMA RAUDLATUL ULUM,20551882,S,23,82.61,74.0,97.93,79.57,91.74,80.54,0.0,5,37,2,2016,JAWA TIMUR,KABUPATEN SUMENEP
23237,127,2104001,SMA NEGERI 1 NAMLEA,60103372,N,63,82.57,63.33,75.48,64.37,76.87,75.44,0.0,21,4,1,2016,MALUKU,BURU
18285,373,709056,SMA SWASTA PANGERAN ANTASARI,10214152,S,20,82.5,70.5,67.88,86.88,91.88,80.63,0.0,7,9,56,2016,SUMATERA UTARA,KABUPATEN DELISERDANG
23763,251,2308022,MA NEGERI 2 SUMBAWA BESAR,50222640,N,14,82.43,59.57,58.04,34.46,34.82,49.64,0.0,23,8,22,2016,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA
18027,115,701148,SMA SWASTA MAYJEN SUTOYO SM MEDAN,10210901,S,10,82.4,70.2,90.5,86.75,95.0,82.25,0.0,7,1,148,2016,SUMATERA UTARA,KOTA MEDAN
22505,346,1910018,SMA NEGERI 1 KAHU,40302663,N,225,82.28,80.51,81.48,77.26,90.97,85.93,0.0,19,10,18,2016,SULAWESI SELATAN,KABUPATEN BONE
25633,72,3306009,SMA NEGERI TOFOI,60403662,N,11,82.18,48.0,61.59,60.91,60.23,57.95,0.0,33,6,9,2016,PAPUA BARAT,KABUPATEN TELUK BINTUNI
23287,177,2107004,SMA NEGERI 1 WERINAMA,60101668,N,12,82.17,66.67,74.58,80.21,83.13,71.04,0.0,21,7,4,2016,MALUKU,SERAM BAGIAN TIMUR
17988,76,701092,SMA SWASTA METHODIST 7 MEDAN,10210905,S,19,82.11,71.89,90.26,87.89,91.05,79.74,0.0,7,1,92,2016,SUMATERA UTARA,KOTA MEDAN
23235,125,2103118,MA SERAM UTARA TIMUR SETI,69827808,S,20,82.1,54.8,73.0,53.63,76.63,59.88,0.0,21,3,118,2016,MALUKU,MALUKU TENGAH
20301,317,1110022,SMA BINA PRATAMA KARANG AGUNG ILIR,10605577,S,26,82.08,60.31,61.15,39.23,57.5,59.9,0.0,11,10,22,2016,SUMATERA SELATAN,KABUPATEN MUSI BANYUASIN
17940,28,701028,SMA SWASTA NASRANI 1 MEDAN,10210883,S,15,82.0,71.73,87.0,81.67,91.83,81.17,0.0,7,1,28,2016,SUMATERA UTARA,KOTA MEDAN
19719,356,910102,MA SWASTA NURUL HIDAYAH,10498878,S,8,82.0,63.25,45.0,55.31,92.19,65.94,0.0,9,10,102,2016,RIAU,KABUPATEN S I A K
18939,1027,729007,MA NEGERI MARENU,10263559,N,69,82.0,58.12,72.64,38.59,66.2,50.76,0.0,7,29,7,2016,SUMATERA UTARA,KABUPATEN PADANGLAWAS
17866,571,621035,SMA NEGERI UNGGUL DARUSSALAM LABUHANHAJI,10113351,N,27,81.85,57.33,68.06,71.02,62.5,73.98,0.0,6,21,35,2016,ACEH,KABUPATEN ACEH SELATAN
18321,409,709110,MA SWASTA AL-WASHLIYAH GALANG,10220412,S,20,81.8,71.7,92.63,87.0,93.0,79.5,0.0,7,9,110,2016,SUMATERA UTARA,KABUPATEN DELISERDANG
18185,273,705001,SMA NEGERI 1 TANJUNG BALAI,10212024,N,194,81.73,72.65,68.9,86.42,92.54,79.68,0.0,7,5,1,2016,SUMATERA UTARA,KOTA TANJUNG BALAI
18537,625,713019,SMA NEGERI 1 TANAH PINEM,10203552,N,69,81.62,59.07,75.72,72.83,84.75,77.57,0.0,7,13,19,2016,SUMATERA UTARA,KABUPATEN DAIRI
