,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
25731,27,101044,SMA KRISTEN KARUNIA,20100190,S,8,84.5,84.75,94.38,83.33,89.38,87.5,0.0,1,1,44,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
25844,140,103008,SMA KRISTEN 1 BPK PENABUR,20101306,S,187,85.8,87.12,93.65,86.75,90.09,83.01,0.0,1,3,8,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
32049,818,718024,MA SWASTA DARUL MURSYID,10263672,S,71,79.66,82.28,93.59,76.39,82.5,85.0,0.0,7,18,24,2017,SUMATERA UTARA,KABUPATEN TAPANULI SELATAN
36579,243,2012016,MA SWASTA AL-JANNAH LABUAN,69888905,S,10,60.6,69.8,92.5,0.0,0.0,36.0,0.0,20,12,16,2017,SULAWESI TENGGARA,KABUPATEN BUTON UTARA
36624,288,2016007,SMAN 2 LAPANDEWA,60725217,N,26,75.38,76.69,92.02,69.29,91.67,85.75,0.0,20,16,7,2017,SULAWESI TENGGARA,KABUPATEN BUTON SELATAN
36585,249,2013007,SMAN 1 MOWEWE,40401534,N,53,72.64,74.91,91.89,73.75,81.67,76.25,0.0,20,13,7,2017,SULAWESI TENGGARA,KABUPATEN KOLAKA TIMUR
36340,4,2001004,SMA SEJAHTERA KENDARI,40402620,S,5,54.0,78.4,91.5,0.0,0.0,49.0,0.0,20,1,4,2017,SULAWESI TENGGARA,KOTA KENDARI
31601,370,709042,SMA SWASTA KARYA SEDAR SIBIRU-BIRU,10214168,S,5,76.4,74.8,91.0,0.0,0.0,66.5,0.0,7,9,42,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
36623,287,2016006,SMAN 1 LAPANDEWA,40401164,N,42,71.33,80.24,90.89,77.89,72.5,70.91,0.0,20,16,6,2017,SULAWESI TENGGARA,KABUPATEN BUTON SELATAN
34683,71,1404014,SMA NEGERI 1 TIMPAH,30200294,N,33,59.15,69.88,90.83,0.0,0.0,60.76,0.0,14,4,14,2017,KALIMANTAN TENGAH,KABUPATEN KAPUAS
36022,365,1910030,MAS PALATTAE,40320385,S,38,85.26,84.68,90.66,0.0,0.0,78.55,0.0,19,10,30,2017,SULAWESI SELATAN,KABUPATEN BONE
31758,527,710082,MA SWASTA JABAL RAHMAH STABAT,69827784,S,4,80.5,67.5,90.63,0.0,0.0,53.75,0.0,7,10,82,2017,SUMATERA UTARA,KABUPATEN LANGKAT
36064,407,1911013,MAS NURUL ASADIYAH CALLACCU,60729993,S,12,58.83,77.33,90.63,0.0,0.0,77.5,0.0,19,11,13,2017,SULAWESI SELATAN,KABUPATEN WAJO
36566,230,2012001,SMAN 1 KULISUSU,40404132,N,128,79.45,79.73,90.61,81.09,88.86,72.65,0.0,20,12,1,2017,SULAWESI TENGGARA,KABUPATEN BUTON UTARA
38719,146,3004021,SMA SANTA URSULA BSD,20603376,S,64,87.0,86.69,90.59,80.37,91.79,86.74,0.0,30,4,21,2017,BANTEN,KOTA TANGERANG SELATAN
36536,200,2009009,SMA NEGERI 09 BOMBANA,40402470,N,30,70.73,75.67,90.58,41.92,90.0,46.09,0.0,20,9,9,2017,SULAWESI TENGGARA,KABUPATEN BOMBANA
36431,95,2004029,SMA NEGERI 1 WAKORUMBA SELATAN,40400754,N,42,71.62,65.29,90.54,67.08,86.36,81.58,0.0,20,4,29,2017,SULAWESI TENGGARA,KABUPATEN MUNA
31316,85,701105,SMA SWASTA WIDYASANA UTAMA MEDAN,10210830,S,8,70.25,74.75,90.31,0.0,0.0,54.69,0.0,7,1,105,2017,SUMATERA UTARA,KOTA MEDAN
36030,373,1910039,SMA NEGERI 1 BONTOCANI,40310707,N,26,81.92,82.23,90.29,0.0,0.0,75.48,0.0,19,10,39,2017,SULAWESI SELATAN,KABUPATEN BONE
31571,340,709007,SMA NEGERI 1 HAMPARAN PERAK,10219109,N,99,73.23,74.16,90.25,0.0,0.0,81.74,0.0,7,9,7,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
36535,199,2009008,SMA NEGERI 01 BOMBANA,40402959,N,70,71.14,79.2,90.14,0.0,0.0,79.79,0.0,20,9,8,2017,SULAWESI TENGGARA,KABUPATEN BOMBANA
25822,118,102096,SMA KRISTEN 6 BPK PENABUR,20110335,S,60,86.23,83.6,90.08,78.59,87.05,80.44,0.0,1,2,96,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
31732,501,710046,MA SWASTA MUKHTARIYAH BESITANG,10264829,S,54,77.41,76.37,90.05,0.0,0.0,71.85,0.0,7,10,46,2017,SUMATERA UTARA,KABUPATEN LANGKAT
38753,180,3004174,MA NEGERI INSAN CENDEKIA SERPONG,20623314,N,82,88.27,84.88,90.0,85.63,90.36,81.56,0.0,30,4,174,2017,BANTEN,KOTA TANGERANG SELATAN
31680,449,709170,SMA SWASTA BARMA,69822698,S,2,72.0,74.0,90.0,0.0,53.75,0.0,0.0,7,9,170,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
36574,238,2012011,MA MOJI MOHALO,40405866,S,11,58.73,52.36,90.0,0.0,0.0,56.82,0.0,20,12,11,2017,SULAWESI TENGGARA,KABUPATEN BUTON UTARA
31695,464,709193,MA SWASTA ISTIQOMAH SRI SUNTING,69941578,S,10,69.8,77.0,90.0,0.0,0.0,85.25,0.0,7,9,193,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
31638,407,709096,MA SWASTA DARUL ARAFAH,10264725,S,112,73.05,72.7,89.89,0.0,0.0,77.48,0.0,7,9,96,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
31661,430,709130,MA SWASTA MODERN AL - MUKHLISHIN,10264741,S,15,67.87,72.67,89.83,0.0,54.67,0.0,0.0,7,9,130,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
31312,81,701098,SMA SWASTA KATOLIK ST. IGNATIUS MEDAN,10259081,S,9,72.22,73.11,89.72,65.0,0.0,76.07,0.0,7,1,98,2017,SUMATERA UTARA,KOTA MEDAN
32229,998,726071,MA SWASTA ZAKIYUN NAJAH,69849533,S,20,74.5,75.4,89.63,0.0,0.0,73.13,0.0,7,26,71,2017,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI
32203,972,726028,MA SWASTA PPQ AL-WASHLIYAH FIRDAUS,10263625,S,31,66.65,66.0,89.6,0.0,0.0,81.61,0.0,7,26,28,2017,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI
36517,181,2008007,SMA NEGERI 1 BINONGKO,40402335,N,47,75.15,76.98,89.57,55.0,86.25,79.72,0.0,20,8,7,2017,SULAWESI TENGGARA,KABUPATEN WAKATOBI
25776,72,102023,SMA KRISTEN 5 BPK PENABUR,20100601,S,142,86.01,85.42,89.44,78.59,85.0,79.85,0.0,1,2,23,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
39098,37,3102037,SMA GLOBE NATIONAL PLUS,60728420,S,9,72.44,77.11,89.44,0.0,0.0,67.78,0.0,31,2,37,2017,KEPULAUAN RIAU,KOTA BATAM
31651,420,709117,SMA SWASTA MASEHI SIBIRU-BIRU,10214172,S,16,76.13,73.88,89.38,0.0,0.0,76.72,0.0,7,9,117,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
