,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
16570,525,315700,MA MUHAMMADIYAH KEPIL,20363259,S,25,73.36,51.84,42.4,92.5,68.32,57.2,0.0,3,15,700,2018,JAWA TENGAH,JAWA TENGAH,KABUPATEN WONOSOBO
44250,1,801001,SMA NEGERI 1 PADANG,10303461.0,N,27,87.41,68.89,73.7,92.5,75.39,91.33,0.0,8,1,1,2018,SUMATERA BARAT,SUMATERA BARAT,KOTA PADANG
74022,107,2103061,SMA NEGERI 3 MASOHI,69774664,N,70,75.89,77.8,79.71,90.71,59.0,77.94,0.0,21,3,61,2018,MALUKU,MALUKU,MALUKU TENGAH
220,29,101044,SMA KRISTEN KARUNIA,20100190,S,7,78.57,85.14,78.93,90.0,80.5,81.0,0.0,1,1,44,2018,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
74003,88,2103039,SMA MUHAMMADIYAH SEPA,60100349,S,18,78.89,76.78,79.17,89.5,66.0,83.09,0.0,21,3,39,2018,MALUKU,MALUKU,MALUKU TENGAH
74010,95,2103046,SMA MATHLAUL ANWAR MASOHI,60100347,S,15,65.07,73.73,78.83,88.75,62.22,72.5,0.0,21,3,46,2018,MALUKU,MALUKU,MALUKU TENGAH
244,53,101080,SMA HATI SUCI,20108501,S,13,76.77,50.0,41.73,87.5,69.56,75.33,0.0,1,1,80,2018,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
16148,444,312712,MA SALAFIYAH PENJALINAN KAJORAN,20363101,S,16,60.75,37.38,39.53,87.5,61.78,39.33,0.0,3,12,712,2018,JAWA TENGAH,JAWA TENGAH,KABUPATEN MAGELANG
86393,245,3004174,MA NEGERI INSAN CENDEKIA SERPONG,20623314,N,15,82.27,83.87,70.33,87.5,89.33,90.86,0.0,30,4,174,2018,BANTEN,BANTEN,KOTA TANGERANG SELATAN
74019,104,2103056,SMA NEGERI NUSALAUT,60104032,N,23,73.04,61.3,75.87,87.5,77.09,84.67,0.0,21,3,56,2018,MALUKU,MALUKU,MALUKU TENGAH
74478,188,2107005,SMA MUHAMMADIYAH ATIAHU,60101660,S,11,76.55,70.18,80.68,87.05,0.0,0.0,0.0,21,7,5,2018,MALUKU,MALUKU,SERAM BAGIAN TIMUR
73230,300,2013012,SMAN 1 TINONDO,40405270,N,37,70.65,40.05,78.58,86.25,60.5,53.78,0.0,20,13,12,2018,SULAWESI TENGGARA,SULAWESI TENGGARA,KABUPATEN KOLAKA TIMUR
74661,240,2108031,SMA NEGERI ELPAPUTIH,60103939,N,43,68.98,77.91,78.9,86.25,75.81,85.0,0.0,21,8,31,2018,MALUKU,MALUKU,SERAM BAGIAN BARAT
