,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
5339,187,701252,SMA SWASTA DJUWITA MEDAN,60728990,S,1,98.0,78.0,79.5,89.7,97.5,87.5,0.0,7,1,252,2015,SUMATERA UTARA,KOTA MEDAN
5305,153,701200,SMA SWASTA PLUS AL-AZHAR MEDAN,10210936,S,94,92.42,85.79,84.73,93.23,94.95,82.65,0.0,7,1,200,2015,SUMATERA UTARA,KOTA MEDAN
5289,137,701172,MA SWASTA PP AL-KAUTSAR AL-AKBAR,60728326,S,58,89.86,81.84,80.76,89.23,94.91,80.94,0.0,7,1,172,2015,SUMATERA UTARA,KOTA MEDAN
5295,143,701185,MA SWASTA PP MDH TPI MEDAN,60728330,S,37,91.66,86.86,81.42,89.87,94.73,83.55,0.0,7,1,185,2015,SUMATERA UTARA,KOTA MEDAN
6245,1093,733007,SMA NEGERI 1 MANDREHE UTARA,10258330,N,59,75.93,72.61,67.19,40.91,94.28,50.37,0.0,7,33,7,2015,SUMATERA UTARA,KABUPATEN NIAS BARAT
5227,75,701089,SMA SWASTA YAPSI MEDAN,10210849,S,9,83.98,86.24,82.24,91.37,94.17,79.44,0.0,7,1,89,2015,SUMATERA UTARA,KOTA MEDAN
6187,1035,730007,SMA NEGERI 1 MERBAU,10205390,N,79,75.04,77.12,85.83,57.4,94.15,80.03,0.0,7,30,7,2015,SUMATERA UTARA,KABUPATEN LABUHANBATU UTARA
5731,579,711065,SMA SWASTA TELADAN BANGUN,10202772,S,20,91.85,85.27,82.49,90.04,93.88,83.3,0.0,7,11,65,2015,SUMATERA UTARA,KABUPATEN SIMALUNGUN
5378,226,702039,SMA SWASTA MARS PEMATANGSIANTAR,10211683,S,59,91.5,84.22,82.54,89.87,93.81,82.66,0.0,7,2,39,2015,SUMATERA UTARA,KOTA PEMATANGSIANTAR
5363,211,702016,SMA SWASTA PGRI 10 PEMATANGSIANTAR,10211965,S,20,92.16,82.08,81.48,89.54,93.75,84.25,0.0,7,2,16,2015,SUMATERA UTARA,KOTA PEMATANGSIANTAR
5246,94,701113,SMA SWASTA ISLAM AZIZI MEDAN,10210755,S,6,92.15,79.98,84.77,91.05,93.75,82.43,0.0,7,1,113,2015,SUMATERA UTARA,KOTA MEDAN
5723,571,711046,MA SWASTA AL-KHAIRIYAH PEKAN BANGUN,10263645,S,30,91.45,87.78,82.18,89.25,93.67,84.02,0.0,7,11,46,2015,SUMATERA UTARA,KABUPATEN SIMALUNGUN
5735,583,711079,MA SWASTA AL-WASLIYAH RAYA KAHEAN,10263655,S,33,92.03,84.98,81.85,89.05,93.64,83.55,0.0,7,11,79,2015,SUMATERA UTARA,KABUPATEN SIMALUNGUN
5722,570,711045,MA SWASTA BINAUL IMAN KARANG SARI,10263648,S,36,91.89,79.95,78.65,87.02,93.61,79.89,0.0,7,11,45,2015,SUMATERA UTARA,KABUPATEN SIMALUNGUN
5208,56,701065,SMA SWASTA ADVENT MEDAN,10210815,S,20,91.14,85.34,82.0,89.95,93.5,81.17,0.0,7,1,65,2015,SUMATERA UTARA,KOTA MEDAN
5700,548,711011,SMA SWASTA MUHAMMADIYAH 7,10202677,S,113,91.56,74.51,80.88,88.75,93.45,81.94,0.0,7,11,11,2015,SUMATERA UTARA,KABUPATEN SIMALUNGUN
5564,412,709111,MA SWASTA PP AL-QOMARIAH,10200561,S,19,91.84,86.39,82.26,89.15,93.42,82.0,0.0,7,9,111,2015,SUMATERA UTARA,KABUPATEN DELISERDANG
5709,557,711025,SMA NEGERI 1 SILOU KAHEAN,10202791,N,40,92.36,82.82,82.3,90.43,93.38,83.1,0.0,7,11,25,2015,SUMATERA UTARA,KABUPATEN SIMALUNGUN
5701,549,711012,SMA SWASTA AL-WASHLIYAH 2,10202661,S,26,87.99,80.03,79.51,89.39,93.27,83.2,0.0,7,11,12,2015,SUMATERA UTARA,KABUPATEN SIMALUNGUN
5364,212,702017,SMA SWASTA KARTIKA I-4 PEMATANGSIANTAR,10211687,S,81,90.55,83.27,81.5,89.08,93.27,82.52,0.0,7,2,17,2015,SUMATERA UTARA,KOTA PEMATANGSIANTAR
5276,124,701154,SMA SWASTA PALAPA MEDAN,10210894,S,10,90.77,86.54,82.82,90.4,93.25,85.7,0.0,7,1,154,2015,SUMATERA UTARA,KOTA MEDAN
5601,449,709174,SMA SWASTA YAPIM TARUNA SEI ROTAN,10264655,S,15,85.79,80.13,80.55,85.93,93.17,74.47,0.0,7,9,174,2015,SUMATERA UTARA,KABUPATEN DELISERDANG
