,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
26052,348,104221,SMA HERITAGE SCHOOL JAKARTA,NP774214,S,2,80.0,95.0,58.75,55.0,0.0,0.0,0.0,1,4,221,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
29097,123,501176,SMA SURABAYA INTERCULTURAL SCHOOL,69849923,S,1,90.0,92.0,67.5,0.0,0.0,87.5,0.0,5,1,176,2017,JAWA TIMUR,KOTA SURABAYA
36943,21,2201030,SMA DYATMIKA DENPASAR,50103182,S,7,80.0,90.57,55.36,58.33,50.0,70.0,0.0,22,1,30,2017,BALI,KOTA DENPASAR
36933,11,2201014,SMA TAMAN RAMA DENPASAR,50103149,S,41,82.0,90.2,62.38,64.64,78.33,62.41,0.0,22,1,14,2017,BALI,KOTA DENPASAR
25837,133,102237,SMA LENTERA KASIH,69948873,S,4,72.5,90.0,45.0,65.0,0.0,64.17,0.0,1,2,237,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
36931,9,2201011,SMA NEGERI 4 DENPASAR,50103124,N,324,83.55,89.51,67.45,64.56,72.98,77.41,0.0,22,1,11,2017,BALI,KOTA DENPASAR
38739,166,3004044,SMA GLOBAL JAYA,20613551,S,7,75.43,89.14,51.07,62.5,0.0,57.5,0.0,30,4,44,2017,BANTEN,KOTA TANGERANG SELATAN
31413,182,701252,SMA SWASTA DJUWITA MEDAN,60728990,S,4,78.5,89.0,71.25,85.0,82.5,68.75,0.0,7,1,252,2017,SUMATERA UTARA,KOTA MEDAN
36011,354,1910018,SMA NEGERI 1 KAHU,40302663,N,210,87.85,88.83,69.54,0.0,90.77,0.0,0.0,19,10,18,2017,SULAWESI SELATAN,KABUPATEN BONE
36025,368,1910033,SMAN 1 PATIMPENG,40310710,N,58,80.1,88.76,74.22,0.0,0.0,73.84,0.0,19,10,33,2017,SULAWESI SELATAN,KABUPATEN BONE
