,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
29582,608,514528,MA NEGERI PADANGAN,20580140,N,58,72.86,44.48,36.68,55.63,97.5,57.97,0.0,5,14,528,2017,JAWA TIMUR,KABUPATEN BOJONEGORO
25857,153,103024,SMA DHAMMASAVANA,20101343,S,12,83.17,74.0,63.96,59.25,95.0,62.5,0.0,1,3,24,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
26741,570,211008,"SMA NEGERI 1 GUNUNGHALU, KABUPATEN BANDUNG BARAT",20206212,N,100,67.18,36.96,30.98,51.25,95.0,44.02,0.0,2,11,8,2017,JAWA BARAT,KABUPATEN BANDUNG BARAT
36558,222,2011002,SMA NEGERI 1 SAWA,40403971,N,31,80.71,84.9,87.34,84.0,95.0,43.8,0.0,20,11,2,2017,SULAWESI TENGGARA,KABUPATEN KONAWE UTARA
25935,231,103216,SMA KRISTEN 8 PENABUR,20177805,S,21,82.1,86.19,88.1,82.21,95.0,80.0,0.0,1,3,216,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
36426,90,2004022,SMA NEGERI 1 PARIGI,40400746,N,53,57.62,65.62,76.37,77.5,94.17,76.52,0.0,20,4,22,2017,SULAWESI TENGGARA,KABUPATEN MUNA
36065,408,1911014,MAS ASADIYAH PUTRA SENGKANG,60729994,S,15,53.87,61.33,52.83,64.17,93.33,80.0,0.0,19,11,14,2017,SULAWESI SELATAN,KABUPATEN WAJO
38802,229,3005033,SMA NURUL FIKRI CINANGKA,20607991,S,53,85.06,77.06,67.26,69.33,92.5,70.14,0.0,30,5,33,2017,BANTEN,KABUPATEN SERANG
36604,268,2015007,SMAN 1 SANGIA WAMBULU,60730083,N,15,55.73,78.67,87.0,0.0,92.5,70.36,0.0,20,15,7,2017,SULAWESI TENGGARA,KABUPATEN BUTON TENGAH
27908,115,304200,SMA AL IRSYAD,20329520,S,9,76.22,51.56,38.89,0.0,92.5,50.63,0.0,3,4,200,2017,JAWA TENGAH,KOTA PEKALONGAN
36462,126,2005051,SMA NEGERI 2 SIOTAPINA,69734190,N,35,50.51,67.09,64.64,85.0,92.5,57.66,0.0,20,5,51,2017,SULAWESI TENGGARA,KABUPATEN BUTON
38380,164,2707001,SMA NEGERI 3 HALAMAHERA TIMUR,60201364,N,40,69.15,81.0,24.38,62.5,92.5,23.55,0.0,27,7,1,2017,MALUKU UTARA,KABUPATEN HALMAHERA TIMUR
36449,113,2005002,SMA NEGERI 1 WABULA,40403034,N,18,79.67,63.78,81.81,53.75,92.5,79.23,0.0,20,5,2,2017,SULAWESI TENGGARA,KABUPATEN BUTON
38719,146,3004021,SMA SANTA URSULA BSD,20603376,S,64,87.0,86.69,90.59,80.37,91.79,86.74,0.0,30,4,21,2017,BANTEN,KOTA TANGERANG SELATAN
36186,529,1918005,SMA NEGERI 1 TELLU LIMPOE,40305497,N,94,70.77,85.02,68.09,0.0,91.67,78.46,0.0,19,18,5,2017,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG
