,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
5339,187,701252,SMA SWASTA DJUWITA MEDAN,60728990,S,1,98.0,78.0,79.5,89.7,97.5,87.5,0.0,7,1,252,2015,SUMATERA UTARA,KOTA MEDAN
10420,9,2201011,SMA NEGERI 4 DENPASAR,50103124,N,221,94.39,93.68,91.58,94.51,92.62,91.8,0.0,22,1,11,2015,BALI,KOTA DENPASAR
5083,528,621006,MA NEGERI KLUET,10113654,N,43,93.96,74.31,70.37,73.14,68.66,60.54,0.0,6,21,6,2015,ACEH,KABUPATEN ACEH SELATAN
5079,524,621002,SMA NEGERI 1 BAKONGAN,10102794,N,62,92.96,75.47,69.75,73.54,66.33,63.83,0.0,6,21,2,2015,ACEH,KABUPATEN ACEH SELATAN
5106,551,621033,SMAN 1 BAKONGAN TIMUR,10111579,N,19,92.83,75.24,67.83,67.35,60.26,58.23,0.0,6,21,33,2015,ACEH,KABUPATEN ACEH SELATAN
126,127,102207,SMA WESTIN,69873573,S,2,92.8,80.55,82.5,86.9,80.0,77.5,0.0,1,2,207,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
9613,336,1910025,MAS YAPIT TARETTA,40302801,S,14,92.66,84.77,57.86,86.26,76.61,85.0,0.0,19,10,25,2015,SULAWESI SELATAN,KABUPATEN BONE
5717,565,711037,SMA SWASTA KARYA SIMANTIN,10202680,S,10,92.48,68.35,80.71,89.67,92.25,85.21,0.0,7,11,37,2015,SUMATERA UTARA,KABUPATEN SIMALUNGUN
5305,153,701200,SMA SWASTA PLUS AL-AZHAR MEDAN,10210936,S,94,92.42,85.79,84.73,93.23,94.95,82.65,0.0,7,1,200,2015,SUMATERA UTARA,KOTA MEDAN
5709,557,711025,SMA NEGERI 1 SILOU KAHEAN,10202791,N,40,92.36,82.82,82.3,90.43,93.38,83.1,0.0,7,11,25,2015,SUMATERA UTARA,KABUPATEN SIMALUNGUN
5343,191,701256,SMA SWASTA ISLAM KHAIRUL IMAM,10262430,S,13,92.32,83.72,79.72,89.82,91.92,84.14,0.0,7,1,256,2015,SUMATERA UTARA,KOTA MEDAN
5375,223,702031,SMA SWASTA SULTAN AGUNG PEMATANGSIANTAR,10211711,S,164,92.29,83.4,82.0,90.62,93.05,82.45,0.0,7,2,31,2015,SUMATERA UTARA,KOTA PEMATANGSIANTAR
5231,79,701094,SMA SWASTA LETJEN S. PARMAN MEDAN,10210898,S,21,92.24,81.38,82.7,89.78,92.02,82.88,0.0,7,1,94,2015,SUMATERA UTARA,KOTA MEDAN
5802,650,714017,SMA SWASTA DIPONEGORO KISARAN,10204227,S,28,92.2,88.64,85.77,91.38,92.14,86.71,0.0,7,14,17,2015,SUMATERA UTARA,KABUPATEN ASAHAN
5363,211,702016,SMA SWASTA PGRI 10 PEMATANGSIANTAR,10211965,S,20,92.16,82.08,81.48,89.54,93.75,84.25,0.0,7,2,16,2015,SUMATERA UTARA,KOTA PEMATANGSIANTAR
5531,379,709057,SMA SWASTA CHANDRA KUSUMA,10214113,S,13,92.16,85.54,81.28,90.07,90.77,82.24,0.0,7,9,57,2015,SUMATERA UTARA,KABUPATEN DELISERDANG
5246,94,701113,SMA SWASTA ISLAM AZIZI MEDAN,10210755,S,6,92.15,79.98,84.77,91.05,93.75,82.43,0.0,7,1,113,2015,SUMATERA UTARA,KOTA MEDAN
5234,82,701097,SMA SWASTA GAJAH MADA 2 MEDAN,10210920,S,16,92.07,88.63,81.31,87.38,90.16,83.83,0.0,7,1,97,2015,SUMATERA UTARA,KOTA MEDAN
5298,146,701190,MA SWASTA TADIB AL-MUALLIMIN AL-ISLAMI,60728329,S,10,92.05,90.21,81.74,88.08,93.0,85.41,0.0,7,1,190,2015,SUMATERA UTARA,KOTA MEDAN
5735,583,711079,MA SWASTA AL-WASLIYAH RAYA KAHEAN,10263655,S,33,92.03,84.98,81.85,89.05,93.64,83.55,0.0,7,11,79,2015,SUMATERA UTARA,KABUPATEN SIMALUNGUN
5734,582,711078,SMA NEGERI 1 UJUNG PADANG,10259547,N,59,92.02,83.6,80.04,89.86,91.86,82.5,0.0,7,11,78,2015,SUMATERA UTARA,KABUPATEN SIMALUNGUN
5322,170,701223,SMA SWASTA HARAPAN 2 MEDAN,10259558,S,14,91.99,86.89,81.31,90.79,92.5,82.77,0.0,7,1,223,2015,SUMATERA UTARA,KOTA MEDAN
5371,219,702026,SMA SWASTA MARIA GORETTI PEMATANGSIANTAR,10211682,S,23,91.95,85.18,81.69,90.14,92.93,83.05,0.0,7,2,26,2015,SUMATERA UTARA,KOTA PEMATANGSIANTAR
11348,91,2506011,SMA NEGERI KURULU,60304204,N,8,91.95,50.71,70.59,70.31,60.63,55.63,0.0,25,6,11,2015,PAPUA,KABUPATEN JAYAWIJAYA
5479,327,708007,SMA SWASTA SANTU XAVERIUS,10259084,S,21,91.92,82.39,80.41,90.26,92.62,83.11,0.0,7,8,7,2015,SUMATERA UTARA,KOTA GUNUNGSITOLI
5239,87,701106,SMA SWASTA HANG KESTURI MEDAN,10210714,S,37,91.92,82.57,82.66,90.61,90.74,83.96,0.0,7,1,106,2015,SUMATERA UTARA,KOTA MEDAN
6017,865,723003,SMA NEGERI 1 SIGUNUNG SITELLU TALI URANG JEHE,10208655,N,40,91.9,82.08,81.35,89.84,92.63,83.05,0.0,7,23,3,2015,SUMATERA UTARA,KABUPATEN PAKPAK BHARAT
5722,570,711045,MA SWASTA BINAUL IMAN KARANG SARI,10263648,S,36,91.89,79.95,78.65,87.02,93.61,79.89,0.0,7,11,45,2015,SUMATERA UTARA,KABUPATEN SIMALUNGUN
5101,546,621027,SMA NEGERI 2 KLUET UTARA,10102727,N,30,91.87,76.0,68.85,70.17,63.08,60.15,0.0,6,21,27,2015,ACEH,KABUPATEN ACEH SELATAN
5721,569,711042,MA SWASTA MUHAMMADIYAH 7 PP DARUL ARQOM,10263654,S,2,91.85,92.75,83.55,57.0,92.5,82.5,0.0,7,11,42,2015,SUMATERA UTARA,KABUPATEN SIMALUNGUN
5731,579,711065,SMA SWASTA TELADAN BANGUN,10202772,S,20,91.85,85.27,82.49,90.04,93.88,83.3,0.0,7,11,65,2015,SUMATERA UTARA,KABUPATEN SIMALUNGUN
5210,58,701068,SMA SWASTA ST. ANTONIUS MEDAN,10210839,S,20,91.84,81.67,82.84,90.85,92.5,83.55,0.0,7,1,68,2015,SUMATERA UTARA,KOTA MEDAN
5564,412,709111,MA SWASTA PP AL-QOMARIAH,10200561,S,19,91.84,86.39,82.26,89.15,93.42,82.0,0.0,7,9,111,2015,SUMATERA UTARA,KABUPATEN DELISERDANG
5916,764,717006,MA NEGERI SORKAM,10263683,N,31,91.84,87.65,81.99,88.39,92.34,82.5,0.0,7,17,6,2015,SUMATERA UTARA,KABUPATEN TAPANULI TENGAH
5563,411,709110,MA SWASTA AL-WASHLIYAH GALANG,10220412,S,23,91.83,83.63,82.0,89.15,92.28,83.28,0.0,7,9,110,2015,SUMATERA UTARA,KABUPATEN DELISERDANG
3198,153,502031,SMA WAHID HASYIM MALANG,20533618,S,1,91.8,73.5,52.5,46.2,57.5,62.5,0.0,5,2,31,2015,JAWA TIMUR,KOTA MALANG
5705,553,711019,SMA NEGERI 1 PURBA,10202760,N,61,91.8,80.85,80.99,89.37,92.17,82.96,0.0,7,11,19,2015,SUMATERA UTARA,KABUPATEN SIMALUNGUN
5218,66,701078,SMA SWASTA W.R. SUPRATMAN 2 MEDAN,10210832,S,50,91.76,84.65,82.25,90.52,91.95,80.3,0.0,7,1,78,2015,SUMATERA UTARA,KOTA MEDAN
5015,460,617018,SMA NEGERI 1 ARONGAN LAMBALEK,10110635,N,56,91.74,73.74,68.53,66.12,63.88,59.04,0.0,6,17,18,2015,ACEH,KABUPATEN ACEH BARAT
