,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1548,532,104007,SMK FARMASI LPK,20107350,S,39,77.8,73.88,71.6,96.29,"79,89",1,4,7,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
117,118,101071,SMK F. DITKESAD,20107254,S,86,84.28,92.82,89.53,95.86,"90,62",1,1,71,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
40069,278,701252,SMK SWASTA DR SJAHRIR,69727262,S,43,71.65,73.3,76.45,95.17,"79,14",7,1,252,2015,SUMATERA UTARA,KOTA MEDAN
866,316,103018,SMK NEGERI 17,20101502,N,169,76.14,73.81,59.62,95.13,"76,18",1,3,18,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
1048,498,103134,SMK PGRI 36,20101477,S,25,62.86,62.5,51.1,94.84,"67,83",1,3,134,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
974,424,103083,SMK PATRIOT NUSANTARA,20101509,S,74,59.16,63.49,38.58,94.68,"63,98",1,3,83,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
1768,752,104137,SMK NEGERI 62,20109246,N,131,73.47,73.28,53.34,94.46,"73,64",1,4,137,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
21056,886,312002,SMK NEGERI 1 SALAM,20307681,N,313,81.97,60.56,71.59,94.27,"77,10",3,12,2,2015,JAWA TENGAH,KABUPATEN MAGELANG
2652,1104,105178,SMF IKIFA,20109934,S,232,79.48,65.5,60.98,94.23,"75,05",1,5,178,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
26737,2688,335236,SMK FARMASI PERMATA MEDIKA TALANG,20362274,S,20,78.46,61.28,59.63,94.18,"73,39",3,35,236,2015,JAWA TENGAH,KABUPATEN TEGAL
25802,2400,332223,SMK SEMESTA BUMIAYU,20338412,S,134,78.67,62.78,68.04,94.1,"75,90",3,32,223,2015,JAWA TENGAH,KABUPATEN BREBES
23957,1818,324210,SMK NU HASYIM ASYARI 2 KUDUS,20338293,S,28,67.99,50.74,45.98,94.03,"64,69",3,24,210,2015,JAWA TENGAH,KABUPATEN KUDUS
39939,148,701177,SMK SWASTA AL-WASHLIYAH PASAR SENEN MEDAN,10210979,S,20,66.55,72.1,73.88,93.95,"76,62",7,1,177,2015,SUMATERA UTARA,KOTA MEDAN
119,120,101072,SMK F. TUNAS BANGSA,20107255,S,65,82.5,73.21,66.62,93.95,"79,07",1,1,72,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
872,322,103021,SMK NEGERI 42,20101500,N,285,77.69,72.88,67.4,93.91,"77,97",1,3,21,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
20686,768,311002,SMK NEGERI 1 KARANGANYAR,20330331,N,356,87.46,67.02,85.39,93.87,"83,44",3,11,2,2015,JAWA TENGAH,KABUPATEN KEBUMEN
18872,210,302207,SMK FARMASI NASIONAL SURAKARTA,20331830,S,162,87.6,71.4,84.75,93.81,"84,39",3,2,207,2015,JAWA TENGAH,KOTA SURAKARTA
125,126,101076,SMK F PENABUR,20109314,S,26,78.5,69.34,67.5,93.81,"77,29",1,1,76,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
1802,786,104161,SMK KESEHATAN GAPURA MERAH PUTIH,69774854,S,15,64.35,57.99,30.17,93.79,"61,58",1,4,161,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
46336,30,901115,SMK ABDURRAB PEKANBARU,10404457,S,204,63.71,52.89,44.02,93.67,"63,57",9,1,115,2015,RIAU,KOTA PEKANBARU
19342,350,305202,SMK ISLAM SUDIRMAN TINGKIR SALATIGA,20328451,S,26,75.03,53.12,56.44,93.61,"69,55",3,5,202,2015,JAWA TENGAH,KOTA SALATIGA
27767,294,404137,SMK PENERBANGAN AAG ADISUTJIPTO,20401311,S,265,74.54,54.79,53.26,93.5,"69,02",4,4,137,2015,DI YOGYAKARTA,KABUPATEN SLEMAN
19487,416,306215,SMK KESDAM IV DIPONEGORO,20337814,S,119,87.06,76.89,83.82,93.24,"85,25",3,6,215,2015,JAWA TENGAH,KOTA MAGELANG
2520,972,105103,SMK GEMA NUSANTARA,20107210,S,20,67.43,77.33,57.63,93.21,"73,90",1,5,103,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
1584,568,104027,SMK NEGERI 47,20102599,N,237,73.39,74.33,53.87,93.16,"73,69",1,4,27,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
58330,120,1901177,SMK NUR KARYA TIDUNG MAKASSAR,40312920,S,35,84.57,88.51,91.64,93.04,"89,44",19,1,177,2015,SULAWESI SELATAN,KOTA MAKASSAR
24141,1894,325221,SMK MUHAMMADIYAH 03 SUKOLILO,20360643,S,33,65.68,62.3,40.68,93.03,"65,42",3,25,221,2015,JAWA TENGAH,KABUPATEN PATI
1682,666,104082,SMK FARMASI BHUMI HUSADA,20109547,S,29,79.13,67.48,66.9,93.02,"76,63",1,4,82,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
27274,138,402138,SMK - SPP BUANA KARYA BANTUL,20409846,S,7,67.63,40.43,38.21,93.01,"59,82",4,2,138,2015,DI YOGYAKARTA,KABUPATEN BANTUL
3599,68,201134,"SMK BPK PENABUR BANDUNG, KOTA BANDUNG",20247289,S,55,87.4,75.63,78.32,92.99,"83,59",2,1,134,2015,JAWA BARAT,KOTA BANDUNG
2606,1058,105152,SMK TIRTA SARI SURYA,20103553,S,172,76.81,75.56,59.06,92.97,"76,10",1,5,152,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
37,38,101020,SMK NEGERI 21,20100162,N,166,75.43,67.93,63.67,92.96,"75,00",1,1,20,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
19693,542,307257,SMK KARYA TEKNOLOGI 2 JATILAWANG,20360407,S,220,79.76,59.09,69.26,92.83,"75,24",3,7,257,2015,JAWA TENGAH,KABUPATEN BANYUMAS
2664,1116,105191,SMK GARUDA,20107209,S,63,58.32,77.65,50.83,92.77,"69,89",1,5,191,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
2558,1010,105124,SMK MUARA INDONESIA,20103774,S,163,68.09,63.45,47.75,92.77,"68,02",1,5,124,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
39977,186,701199,SMK SWASTA GAJAH MADA MEDAN,10211244,S,33,62.64,71.38,73.11,92.75,"74,97",7,1,199,2015,SUMATERA UTARA,KOTA MEDAN
20684,766,311001,SMK NEGERI 1 GOMBONG,20330330,N,345,85.83,68.52,77.79,92.72,"81,22",3,11,1,2015,JAWA TENGAH,KABUPATEN KEBUMEN
33,34,101018,SMK NEGERI 16,20100159,N,198,73.51,74.5,52.87,92.65,"73,38",1,1,18,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
18335,26,301201,SMK NUSAPUTERA 2,20328991,S,135,79.72,66.33,77.13,92.65,"78,96",3,1,201,2015,JAWA TENGAH,KOTA SEMARANG
856,306,103012,SMK TELKOM SANDHY PUTRA,20104462,S,309,80.34,77.98,68.12,92.36,"79,70",1,3,12,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
129,130,101078,SMK FARMASI RAWASARI,20109329,S,7,66.64,40.49,43.93,92.31,"60,84",1,1,78,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
67433,144,2707005,SMK NEGERI 2 HALMAHERA TIMUR,69773557,N,33,64.12,83.58,74.47,92.24,"78,60",27,7,5,2015,MALUKU UTARA,KABUPATEN HALMAHERA TIMUR
21869,1146,316002,SMK NEGERI 1 BOYOLALI,20308466,N,347,87.41,70.83,77.26,92.24,"81,94",3,16,2,2015,JAWA TENGAH,KABUPATEN BOYOLALI
962,412,103074,SMK MUTIARA BANGSA,20101505,S,365,63.54,65.57,46.56,92.2,"66,97",1,3,74,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
18433,124,301256,SMK YAYASAN PHARMASI,20337605,S,262,83.67,67.4,75.56,92.16,"79,70",3,1,256,2015,JAWA TENGAH,KOTA SEMARANG
19703,552,307262,SMK KESEHATAN BHAKTI HUSADA SUMPIUH,20362786,S,65,79.6,61.0,65.88,92.11,"74,65",3,7,262,2015,JAWA TENGAH,KABUPATEN BANYUMAS
1576,560,104023,SMK NEGERI 20,20102587,N,220,79.96,77.38,72.61,92.05,"80,50",1,4,23,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
23188,1624,321233,SMK BHAKTI MULIA WONOGIRI,20311309,S,102,80.08,60.34,52.38,92.05,"71,21",3,21,233,2015,JAWA TENGAH,KABUPATEN WONOGIRI
34550,2074,527198,SMK INSAN MANDIRI,20577453,S,16,65.69,42.34,39.53,92.01,"59,89",5,27,198,2015,JAWA TIMUR,KABUPATEN MALANG
1666,650,104072,SMK MUHAMMADIYAH 9,20102605,S,329,61.53,65.12,33.4,92.0,"63,01",1,4,72,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
25611,2318,331206,SMK NUSANTARA BATANG,20322709,S,49,62.21,56.44,58.47,91.99,"67,28",3,31,206,2015,JAWA TENGAH,KABUPATEN BATANG
1614,598,104042,SMK BINA PUTRA,20102530,S,105,66.33,61.07,35.95,91.99,"63,84",1,4,42,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
