,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
10420,9,2201011,SMA NEGERI 4 DENPASAR,50103124,N,221,94.39,93.68,91.58,94.51,92.62,91.8,0.0,22,1,11,2015,BALI,KOTA DENPASAR
10412,1,2201001,SMA NEGERI 1 DENPASAR,50103127,N,383,90.23,92.25,92.71,93.26,89.64,90.31,0.0,22,1,1,2015,BALI,KOTA DENPASAR
2502,596,324005,SMA NEGERI 1 KUDUS,20317494,N,227,84.84,86.92,83.97,92.73,72.84,89.85,0.0,3,24,5,2015,JAWA TENGAH,KABUPATEN KUDUS
10416,5,2201007,SMA NEGERI 3 DENPASAR,50103125,N,234,91.25,91.68,89.76,93.31,89.56,89.67,0.0,22,1,7,2015,BALI,KOTA DENPASAR
8511,173,1414005,SMA NEGERI 1 TANAH SIANG,30203253,N,15,82.95,64.76,63.79,69.45,68.0,89.51,0.0,14,14,5,2015,KALIMANTAN TENGAH,KABUPATEN MURUNG RAYA
9486,209,1906003,SMA NEGERI 2 TINGGIMONCONG,40301037,N,92,85.21,80.84,76.33,90.96,64.92,89.39,0.0,19,6,3,2015,SULAWESI SELATAN,KABUPATEN GOWA
4989,434,616006,SMA NEGERI 1 PANGA,10105059,N,21,80.39,62.69,87.2,91.61,83.1,89.33,0.0,6,16,6,2015,ACEH,KABUPATEN ACEH JAYA
817,373,209002,"SMA NEGERI 2 TASIKMALAYA, KOTA TASIKMALAYA",20224510,N,313,84.99,83.23,79.59,90.91,86.79,88.92,0.0,2,9,2,2015,JAWA BARAT,KOTA TASIKMALAYA
4557,2,601002,SMA NEGERI 6 BANDA ACEH,10105397,N,92,86.7,73.67,90.65,90.86,75.9,88.47,0.0,6,1,2,2015,ACEH,KOTA BANDA ACEH
9591,314,1909019,MA GUPPI MADELLO,40320367,S,3,86.27,76.37,60.0,83.93,51.67,88.1,0.0,19,9,19,2015,SULAWESI SELATAN,KABUPATEN BARRU
10480,69,2206001,SMA NEGERI 1 SINGARAJA,50100337,N,236,89.18,89.0,84.93,90.15,86.38,88.08,0.0,22,6,1,2015,BALI,KABUPATEN BULELENG
9903,1,2001001,SMA  NEGERI  1  KENDARI,40402619,N,265,84.55,78.58,91.8,85.51,85.42,87.89,0.0,20,1,1,2015,SULAWESI TENGGARA,KOTA KENDARI
10414,3,2201005,SMA NEGERI 2 DENPASAR,50103126,N,327,85.36,88.1,86.87,88.19,88.5,87.78,0.0,22,1,5,2015,BALI,KOTA DENPASAR
10429,18,2201023,SMA NEGERI 7 DENPASAR,50103120,N,360,89.43,90.65,89.01,90.94,88.56,87.74,0.0,22,1,23,2015,BALI,KOTA DENPASAR
10534,123,2209003,SMA NEGERI 1 KUTA,50101705,N,256,88.56,90.72,87.93,90.95,88.41,87.69,0.0,22,9,3,2015,BALI,KABUPATEN BADUNG
9580,303,1908050,SMAS BARINDO BINAMU,60728922,S,20,77.3,79.87,55.63,76.11,55.75,87.68,0.0,19,8,50,2015,SULAWESI SELATAN,KABUPATEN JENEPONTO
10454,43,2203001,SMA NEGERI 1 BANGLI,50102568,N,149,90.01,89.01,87.13,89.76,87.25,87.67,0.0,22,3,1,2015,BALI,KABUPATEN BANGLI
10459,48,2204001,SMA NEGERI 1 SEMARAPURA,50102366,N,203,89.09,89.54,88.35,90.65,87.73,87.61,0.0,22,4,1,2015,BALI,KABUPATEN KLUNGKUNG
4560,5,601005,SMA NEGERI 10 FAJAR HARAPAN,10107194,N,85,88.27,80.76,89.04,88.97,86.09,87.6,0.0,6,1,5,2015,ACEH,KOTA BANDA ACEH
