,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
15870,126,501177,SMA SURABAYA TAIPEI SCHOOL,20577828,S,1,76.0,86.0,40.0,45.0,70.0,70.0,0.0,5,1,177,2016,JAWA TIMUR,KOTA SURABAYA
12738,130,102231,SMA BUNDA MULIA SCHOOL,69888992,S,2,67.0,84.0,51.25,38.75,58.75,65.0,0.0,1,2,231,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
16159,415,511061,SMA SINGAPORE NATIONAL ACADEMY,69873961,S,1,80.0,82.0,47.5,55.0,67.5,62.5,0.0,5,11,61,2016,JAWA TIMUR,KABUPATEN SIDOARJO
13047,439,105147,SMA ACS JAKARTA,20107232,S,19,58.95,81.05,48.42,26.32,18.95,16.97,0.0,1,5,147,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
12745,137,103008,SMA KRISTEN 1 BPK PENABUR,20101306,S,215,79.09,80.99,94.65,89.73,85.94,84.2,0.0,1,3,8,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
22524,365,1910039,SMA NEGERI 1 BONTOCANI,40310707,N,22,72.91,80.91,81.25,82.39,75.0,82.39,0.0,19,10,39,2016,SULAWESI SELATAN,KABUPATEN BONE
13572,505,210110,"SMA BINA BANGSA SCHOOL, KABUPATEN BANDUNG",20270262,S,5,63.2,80.8,43.0,40.5,0.0,0.0,0.0,2,10,110,2016,JAWA BARAT,KABUPATEN BANDUNG
12736,128,102208,SMA PELANGI KASIH,69755458,S,15,71.87,80.67,64.17,65.67,63.67,65.83,0.0,1,2,208,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
16782,1038,527053,SMA ISLAM AN-NUURU TIRTOYUDO,20517833,S,12,67.33,80.67,56.25,61.88,68.54,71.46,0.0,5,27,53,2016,JAWA TIMUR,KABUPATEN MALANG
22505,346,1910018,SMA NEGERI 1 KAHU,40302663,N,225,82.28,80.51,81.48,77.26,90.97,85.93,0.0,19,10,18,2016,SULAWESI SELATAN,KABUPATEN BONE
22527,368,1910044,SMA DARUL ABRAR,40310713,S,28,74.43,80.36,81.25,77.41,88.04,81.79,0.0,19,10,44,2016,SULAWESI SELATAN,KABUPATEN BONE
12936,328,104119,RAFLES CHRISTIAN SCHOOL,69904250,S,8,64.0,80.25,50.0,36.25,5.31,8.13,0.0,1,4,119,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
22519,360,1910033,SMAN 1 PATIMPENG,40310710,N,71,74.48,80.11,80.32,85.04,79.37,82.46,0.0,19,10,33,2016,SULAWESI SELATAN,KABUPATEN BONE
12926,318,104104,SMA LABSCHOOL KEBAYORAN,20107313,S,145,79.37,80.01,88.62,83.55,82.88,81.69,0.0,1,4,104,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
23584,72,2303083,SMA NUSA ALAM,50220626,S,2,66.0,80.0,50.0,42.5,50.0,60.0,0.0,23,3,83,2016,NUSA TENGGARA BARAT,KABUPATEN LOMBOK BARAT
25109,169,3004053,SMA MENTARI BINTARO,20614004,S,7,76.0,80.0,57.14,63.57,63.93,62.86,0.0,30,4,53,2016,BANTEN,KOTA TANGERANG SELATAN
12739,131,102232,SMA SIS PIK,20109561,S,4,64.0,80.0,47.5,33.75,50.0,47.5,0.0,1,2,232,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
15862,118,501168,SMA KRISTEN CITA HATI WEST CAMPUS,60725637,S,5,74.4,80.0,73.0,74.0,58.5,75.0,0.0,5,1,168,2016,JAWA TIMUR,KOTA SURABAYA
12891,283,104053,SMA NEGERI 8,20102568,N,324,79.41,79.93,87.04,82.31,79.61,82.58,0.0,1,4,53,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
18999,1087,731042,MA SWASTA PONPES USWATUN HASANAH,10261707,S,9,65.11,79.78,78.61,79.44,71.39,72.22,0.0,7,31,42,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU SELATAN
15867,123,501174,SMA KRISTEN ELYON SURABAYA,69874373,S,6,75.33,79.67,60.42,52.92,54.17,59.58,0.0,5,1,174,2016,JAWA TIMUR,KOTA SURABAYA
12620,12,101015,SMA NEGERI 77,20100201,N,108,78.52,79.56,90.09,86.67,78.4,83.5,0.0,1,1,15,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
21847,95,1707002,SMA NEGERI 2 TONDANO,40100899,N,21,62.19,79.52,72.5,62.38,54.76,57.14,0.0,17,7,2,2016,SULAWESI UTARA,KABUPATEN MINAHASA
12643,35,101060,SMA KANISIUS,20100170,S,187,78.68,79.45,86.62,85.94,81.24,80.64,0.0,1,1,60,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
25083,143,3004021,SMA SANTA URSULA BSD,20603376,S,86,78.95,79.44,88.78,87.59,82.65,81.66,0.0,30,4,21,2016,BANTEN,KOTA TANGERANG SELATAN
15868,124,501175,SMA KRISTEN IPH 2 SURABAYA,69863307,S,7,73.14,79.43,55.36,51.07,53.93,55.71,0.0,5,1,175,2016,JAWA TIMUR,KOTA SURABAYA
18614,702,715004,SMA NEGERI 1 BILAH HULU,10205363,N,108,77.07,79.37,78.38,78.75,82.96,75.05,0.0,7,15,4,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
18620,708,715011,SMA NEGERI 1 PANAI HULU,10205387,N,112,77.36,79.32,72.7,80.36,83.95,74.71,0.0,7,15,11,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
18972,1060,731003,SMA NEGERI 1 SILANGKITANG,10259651,N,53,75.66,79.25,72.45,78.3,82.88,72.59,0.0,7,31,3,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU SELATAN
18615,703,715005,SMA NEGERI 1 BILAH HILIR,10205364,N,108,77.28,79.24,72.89,80.44,86.25,75.35,0.0,7,15,5,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
18636,724,715039,MA SWASTA AL-IKHLAS  AJAMU,10220859,S,13,77.38,79.23,75.0,79.62,83.46,75.96,0.0,7,15,39,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
22544,385,1910070,MAS NURUL BIRRI,69849496,S,23,71.65,79.22,84.67,78.59,65.87,78.48,0.0,19,10,70,2016,SULAWESI SELATAN,KABUPATEN BONE
18984,1072,731023,MA SWASTA DAR AL-MAARIF BASILAM BARU,69727813,S,28,59.5,79.21,74.38,77.77,82.05,74.55,0.0,7,31,23,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU SELATAN
22555,396,1911008,SMA NEGERI 1 MAJAULENG,40303176,N,124,64.84,79.19,81.59,61.03,65.46,73.25,0.0,19,11,8,2016,SULAWESI SELATAN,KABUPATEN WAJO
12855,247,104003,SMA NEGERI 47,20102193,N,144,78.11,79.06,82.12,80.64,80.24,82.33,0.0,1,4,3,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
18997,1085,731040,MA SWASTA DARUSSALAM,69725469,S,38,76.74,79.05,67.5,78.55,82.11,74.54,0.0,7,31,40,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU SELATAN
13033,425,105111,SMA LABSCHOOL JAKARTA,20103223,S,181,77.76,79.01,80.5,76.12,72.35,79.78,0.0,1,5,111,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
12838,230,103216,SMA KRISTEN 8 PENABUR,20177805,S,16,71.75,79.0,77.97,82.34,73.91,65.47,0.0,1,3,216,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
23386,11,2201014,SMA TAMAN RAMA DENPASAR,50103149,S,40,74.5,78.95,77.31,73.0,76.81,77.69,0.0,22,1,14,2016,BALI,KOTA DENPASAR
12904,296,104077,SMA NEGERI 28,20107319,N,179,80.04,78.94,87.51,84.82,80.84,79.57,0.0,1,4,77,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
18978,1066,731011,SMA SWASTA WIDIYA DHARMA PT. ASAM JAWA,10259155,S,37,77.84,78.92,74.73,80.0,87.03,76.22,0.0,7,31,11,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU SELATAN
18940,1028,729008,MA NEGERI BARUMUN TENGAH,10263567,N,54,75.0,78.89,69.58,77.69,77.04,70.37,0.0,7,29,8,2016,SUMATERA UTARA,KABUPATEN PADANGLAWAS
18629,717,715021,SMA SWASTA KARYA TANI TANJUNG SARANG ELANG,10205396,S,34,76.18,78.88,72.57,78.53,80.66,73.09,0.0,7,15,21,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
15820,76,501114,SMA KRISTEN PETRA 2 SURABAYA,20532136,S,201,75.66,78.82,78.98,80.21,75.7,79.07,0.0,5,1,114,2016,JAWA TIMUR,KOTA SURABAYA
12813,205,103104,SMA BINA BANGSA,20104408,S,17,61.41,78.82,44.41,45.59,0.0,0.0,0.0,1,3,104,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
18621,709,715012,SMA NEGERI 1 PANAI HILIR,10205388,N,74,74.32,78.81,70.51,79.56,80.34,71.72,0.0,7,15,12,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
21915,163,1710019,SMA MIS KOLONGAN,40102411,S,72,70.5,78.72,71.98,71.25,74.44,66.18,0.0,17,10,19,2016,SULAWESI UTARA,KABUPATEN MINAHASA UTARA
17271,1527,538017,SMA NEGERI 1 BANGKALAN,20531146,N,172,81.17,78.7,90.57,84.56,92.03,88.34,0.0,5,38,17,2016,JAWA TIMUR,KABUPATEN BANGKALAN
25078,138,3004016,SMA SANTA LAURENSIA,20613520,S,146,74.95,78.67,81.54,76.03,77.11,78.08,0.0,30,4,16,2016,BANTEN,KOTA TANGERANG SELATAN
12953,345,104214,SMA PELITA HARAPAN KEMANG,69874086,S,3,66.67,78.67,36.67,36.67,50.0,57.5,0.0,1,4,214,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
18635,723,715033,MA SWASTA DAARUL MUHSININ,10261219,S,61,68.85,78.59,73.93,78.24,77.83,73.32,0.0,7,15,33,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
12935,327,104118,SMA GARUDA CENDEKIA,69883506,S,7,70.86,78.57,54.64,56.07,48.21,60.71,0.0,1,4,118,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
18628,716,715020,SMA SWASTA YPKK AJAMU,10205366,S,48,75.63,78.54,74.17,75.63,83.02,73.65,0.0,7,15,20,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
19606,243,907020,SMA SWASTA MUTIARA HARAPAN,69787182,S,19,80.63,78.53,55.26,56.32,61.32,51.45,0.0,9,7,20,2016,RIAU,KABUPATEN PELALAWAN
18632,720,715028,MA SWASTA PP. AL-IRSYAD AL-ISLAMY,60728344,S,28,73.64,78.5,74.91,78.39,82.77,70.89,0.0,7,15,28,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
25118,178,3004180,SMA ANDERSON SCHOOL,20616379,S,8,78.0,78.5,57.81,54.69,55.0,48.13,0.0,30,4,180,2016,BANTEN,KOTA TANGERANG SELATAN
12852,244,103234,SMA KAIROS GRACIA,NP683661,S,8,78.75,78.5,56.25,56.56,68.13,56.25,0.0,1,3,234,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
18988,1076,731028,MA SWASTA DARUL IHSAN,69752244,S,16,79.75,78.5,79.22,78.59,81.25,73.91,0.0,7,31,28,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU SELATAN
18616,704,715006,SMA NEGERI 1 PANAI TENGAH,10205386,N,108,76.0,78.48,79.26,77.96,83.01,74.31,0.0,7,15,6,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
18994,1082,731037,MA SWASTA PPM AR-RASYID PINANG AWAN,10264818,S,31,76.0,78.39,68.39,78.06,82.02,74.19,0.0,7,31,37,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU SELATAN
18639,727,715052,SMA NEGERI 1 PANGKATAN,10261004,N,70,76.94,78.37,75.64,79.32,86.64,73.29,0.0,7,15,52,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
18647,735,715159,SMA NEGERI 1 BILAH BARAT,10264858,N,29,74.76,78.34,76.9,77.16,80.52,73.79,0.0,7,15,159,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
18633,721,715031,MA SWASTA PP. AMIRUDDINIYAH PURBA SARI,60728345,S,31,76.32,78.32,75.4,77.82,82.26,75.89,0.0,7,15,31,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
18985,1073,731025,MA SWASTA ISLAMIYAH BATU AJO,10264800,S,19,76.84,78.32,66.84,79.34,83.95,75.66,0.0,7,31,25,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU SELATAN
25077,137,3004015,SMA ISLAM AL AZHAR BUMI SERPONG DAMAI,20603342,S,100,74.44,78.32,82.63,77.6,74.8,80.63,0.0,30,4,15,2016,BANTEN,KOTA TANGERANG SELATAN
12867,259,104022,SMA NEGERI 34,20102214,N,178,78.75,78.26,85.18,79.42,75.46,82.19,0.0,1,4,22,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
18443,531,710108,SMA SWASTA TUNAS BARU BABALAN,10259617,S,17,80.71,78.24,70.0,86.62,93.38,80.0,0.0,7,10,108,2016,SUMATERA UTARA,KABUPATEN LANGKAT
19001,1089,731044,SMA NEGERI 2 SEI KANAN,69728737,N,31,76.19,78.19,70.81,79.44,80.97,72.74,0.0,7,31,44,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU SELATAN
12933,325,104116,SMA HIGH SCOPE INDONESIA,20109513,S,31,67.16,78.13,46.69,44.27,45.89,63.95,0.0,1,4,116,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
19004,1092,731047,SMA NEGERI 2 TORGAMBA,69761850,N,34,75.41,78.06,69.85,78.09,76.76,69.56,0.0,7,31,47,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU SELATAN
12884,276,104044,SMA ISLAM AL-AZHAR 1,20107304,S,104,76.98,78.04,88.51,86.75,76.66,77.96,0.0,1,4,44,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
12892,284,104054,SMA NEGERI 26,20102218,N,144,78.58,78.03,80.95,74.51,73.52,83.0,0.0,1,4,54,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
18992,1080,731035,MA SWASTA AL-AMIN AEK BATU,10205626,S,7,76.86,78.0,78.21,78.57,75.71,74.29,0.0,7,31,35,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU SELATAN
12680,72,102023,SMA KRISTEN 5 BPK PENABUR,20100601,S,155,76.93,77.96,85.24,85.45,81.05,77.58,0.0,1,2,23,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
18886,974,727001,SMA NEGERI 1 LIMAPULUH,10204063,N,98,74.29,77.92,71.07,77.58,83.72,76.1,0.0,7,27,1,2016,SUMATERA UTARA,KABUPATEN BATUBARA
12821,213,103123,SMA TUNAS MUDA,20104439,S,10,66.2,77.8,43.0,16.0,6.5,33.5,0.0,1,3,123,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
13635,568,211041,SMA CAHAYA BANGSA CLASSICAL SCHOOL,20274847,S,8,74.5,77.75,65.94,60.0,66.56,63.13,0.0,2,11,41,2016,JAWA BARAT,KABUPATEN BANDUNG BARAT
25086,146,3004025,SMA BINA NUSANTARA,20614920,S,95,78.93,77.66,66.89,66.5,79.32,67.84,0.0,30,4,25,2016,BANTEN,KOTA TANGERANG SELATAN
25379,439,3008182,SMA STELLA MARIS,69883655,S,16,72.88,77.63,40.78,36.41,40.0,42.66,0.0,30,8,182,2016,BANTEN,KABUPATEN TANGERANG
12609,1,101001,SMA NEGERI 68,20100199,N,180,78.66,77.63,84.1,81.42,80.36,83.96,0.0,1,1,1,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
19003,1091,731046,MA SWASTA DARUL HIKMAH,69849527,S,5,79.2,77.6,78.0,77.0,83.0,77.0,0.0,7,31,46,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU SELATAN
22288,129,1901164,SMA CELEBES GLOBAL SCHOOL,69824086,S,5,76.0,77.6,48.5,25.5,35.5,40.0,0.0,19,1,164,2016,SULAWESI SELATAN,KOTA MAKASSAR
17537,242,610001,SMA NEGERI 1 TAKENGON,10102285,N,133,74.47,77.56,77.09,72.39,70.55,78.25,0.0,6,10,1,2016,ACEH,KABUPATEN ACEH TENGAH
13048,440,105151,SMA SEVILLA,20112284,S,9,68.0,77.56,43.61,47.5,47.22,55.28,0.0,1,5,151,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
18987,1075,731027,MA SWASTA ALLIFUL IKHWAN SAA SILANGKITANG,10205648,S,36,76.72,77.56,69.79,77.99,82.64,73.13,0.0,7,31,27,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU SELATAN
15869,125,501176,SMA SURABAYA INTERCULTURAL SCHOOL,69849923,S,13,49.08,77.54,35.58,0.0,0.0,35.96,0.0,5,1,176,2016,JAWA TIMUR,KOTA SURABAYA
18611,699,715001,SMA NEGERI 1 RANTAU SELATAN,10205385,N,300,76.52,77.52,81.45,83.24,87.0,76.66,0.0,7,15,1,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
18990,1078,731031,MA SWASTA BUSTANUL ILMI LANGGA PAYUNG,69725465,S,27,75.41,77.48,74.35,77.96,81.02,72.69,0.0,7,31,31,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU SELATAN
25132,192,3004196,SMA SINARMAS WORLD ACADEMY,20616411,S,11,64.91,77.45,33.18,32.73,9.55,15.0,0.0,30,4,196,2016,BANTEN,KOTA TANGERANG SELATAN
17557,262,610026,SMA NEGERI 15 TAKENGON,10112861,N,49,75.47,77.43,77.76,77.76,71.33,78.72,0.0,6,10,26,2016,ACEH,KABUPATEN ACEH TENGAH
12685,77,102029,SMA ISLAM AL-AZHAR KELAPA GADING,20100600,S,31,74.77,77.42,77.34,75.32,64.92,81.53,0.0,1,2,29,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
