,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
34717,2583,537553,MA  AL-ISHLAH,20584689.0,S,10,70.0,75.6,97.0,77.75,61.2,94.4,0.0,5,37,553,2016,JAWA TIMUR,JAWA TIMUR,KABUPATEN SUMENEP
31246,1882,531540,MA AN NUR,69812115,S,7,47.71,59.71,30.0,59.29,58.0,94.0,0.0,5,31,540,2016,JAWA TIMUR,JAWA TIMUR,KABUPATEN BONDOWOSO
34677,2543,537513,MA AN-NAWARI,20584696.0,S,34,71.47,73.47,93.38,76.03,61.71,93.47,0.0,5,37,513,2016,JAWA TIMUR,JAWA TIMUR,KABUPATEN SUMENEP
34630,2496,537029,SMA AL IFTITAHIYAH,20551897.0,S,40,86.35,74.85,94.13,78.06,62.05,93.3,0.0,5,37,29,2016,JAWA TIMUR,JAWA TIMUR,KABUPATEN SUMENEP
34695,2561,537531,MA DARUL IHSAN,20579585.0,S,15,75.33,74.53,98.5,82.17,61.87,92.67,0.0,5,37,531,2016,JAWA TIMUR,JAWA TIMUR,KABUPATEN SUMENEP
42805,874,724013,SMA NEGERI 1 LAHUSA,10258260.0,N,98,63.06,69.06,53.21,77.5,39.94,92.61,0.0,7,24,13,2016,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN NIAS SELATAN
34696,2562,537532,MA AL HUDA LENTENG,20584683.0,S,22,62.64,56.55,82.84,77.5,58.18,92.55,0.0,5,37,532,2016,JAWA TIMUR,JAWA TIMUR,KABUPATEN SUMENEP
34742,2608,537581,MA AL HIDAYAH,60728153.0,S,9,67.11,76.44,93.33,75.83,62.89,92.44,0.0,5,37,581,2016,JAWA TIMUR,JAWA TIMUR,KABUPATEN SUMENEP
34726,2592,537564,MA AT TARBIYAH,20584705.0,S,15,87.73,75.73,94.0,77.83,71.47,92.4,0.0,5,37,564,2016,JAWA TIMUR,JAWA TIMUR,KABUPATEN SUMENEP
34721,2587,537557,MA MAHWIL UMMIYAH,20577779.0,S,23,82.96,54.87,77.28,87.17,62.78,92.35,0.0,5,37,557,2016,JAWA TIMUR,JAWA TIMUR,KABUPATEN SUMENEP
34749,2615,537588,MA AS SAADAH,20584702.0,S,9,86.89,73.56,87.5,75.83,62.89,92.22,0.0,5,37,588,2016,JAWA TIMUR,JAWA TIMUR,KABUPATEN SUMENEP
