,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
44247,747,7240105,SMK NEGERI 1 GOMO,10258243,N,24,53.92,65.25,91.77,34.58,"61,38",7,24,10,2019,SUMATERA UTARA,KABUPATEN NIAS SELATAN
73313,48,33100003,SMK BISNIS DAN MANAJEMEN KEBAR,69899945,N,20,55.3,32.2,83.75,25.0,"49,06",33,10,0,2019,PAPUA BARAT,KABUPATEN TAMBRAUW
67578,114,27100002,SMK NEGERI 1 TALIABU UTARA,60202482,N,32,69.81,77.63,83.59,38.52,"67,39",27,10,0,2019,MALUKU UTARA,KABUPATEN PULAU TALIABU
20991,411,3110002,SMK NEGERI 1 KARANGANYAR,20330331,N,422,89.98,64.42,83.12,67.77,"76,32",3,11,0,2019,JAWA TENGAH,KABUPATEN KEBUMEN
44289,789,7240147,SMK NEGERI 1 HILISALAWAAHE,69947911,N,18,56.78,80.11,82.78,14.17,"58,46",7,24,14,2019,SUMATERA UTARA,KABUPATEN NIAS SELATAN
3531,578,1050902,SMK CARAKA NUSANTARA,0,S,53,86.98,73.77,82.59,57.69,"75,26",1,5,90,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
66185,75,25080003,SMK NEGERI 1 PANIAI,69888882,N,41,62.93,56.73,81.52,50.67,"62,96",25,8,0,2019,PAPUA,KABUPATEN PANIAI
44264,764,7240122,SMK NEGERI 1 SUSUA,10260682,N,33,53.21,62.18,80.68,26.89,"55,74",7,24,12,2019,SUMATERA UTARA,KABUPATEN NIAS SELATAN
44284,784,7240142,SMK NEGERI 2 HURUNA,10261288,N,22,49.0,68.91,80.23,14.43,"53,14",7,24,14,2019,SUMATERA UTARA,KABUPATEN NIAS SELATAN
66418,127,25200001,SMK NEGERI TOLIKARA,60302282,N,45,69.16,48.67,79.44,62.61,"64,97",25,20,0,2019,PAPUA,KABUPATEN TOLIKARA
2227,266,1040020,SMK NEGERI 8,20102597,N,345,86.8,69.58,79.28,68.12,"75,95",1,4,2,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
19553,192,3060002,SMK NEGERI 2 MAGELANG,20327586,N,347,88.43,66.49,78.2,67.51,"75,16",3,6,0,2019,JAWA TENGAH,KOTA MAGELANG
20992,412,3110003,SMK NEGERI 1 KEBUMEN,20330332,N,541,89.57,66.77,77.69,64.84,"74,72",3,11,0,2019,JAWA TENGAH,KABUPATEN KEBUMEN
67363,66,27050010,SMK PEDULI BANGSA,60205824,S,38,60.89,81.0,77.37,36.18,"63,86",27,5,1,2019,MALUKU UTARA,KABUPATEN HALMAHERA SELATAN
67365,68,27050012,SMK BPD TOMARA,60205826,S,18,75.67,79.22,77.08,28.06,"65,01",27,5,1,2019,MALUKU UTARA,KABUPATEN HALMAHERA SELATAN
1513,224,1030124,SMK NEGERI 60,20101497,N,171,81.85,65.84,76.93,70.98,"73,90",1,3,12,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
367,52,1010070,SMK ST.THERESIA,20100300,S,69,86.64,84.03,76.2,60.69,"76,89",1,1,7,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
1440,151,1030022,SMK NEGERI 9,20101496,N,205,84.54,63.56,75.98,65.32,"72,35",1,3,2,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
18763,12,3010012,SMK NEGERI JAWA TENGAH,69859366,N,117,88.77,69.04,75.68,70.66,"76,04",3,1,1,2019,JAWA TENGAH,KOTA SEMARANG
73261,35,33070001,SMK NEGERI 1 RAJA AMPAT,60402058,N,23,75.3,70.61,75.0,58.7,"69,90",33,7,0,2019,PAPUA BARAT,KABUPATEN RAJA AMPAT
44263,763,7240121,SMK NEGERI 1 SIDUA ORI,10260681,N,34,45.76,39.82,74.71,39.12,"49,85",7,24,12,2019,SUMATERA UTARA,KABUPATEN NIAS SELATAN
67366,69,27050013,SMK CERDAS BANGSA,69786552,S,36,64.72,76.06,74.31,33.54,"62,16",27,5,1,2019,MALUKU UTARA,KABUPATEN HALMAHERA SELATAN
351,36,1010048,SMK SAINT JOHN,20100298,S,12,87.67,81.83,74.17,56.67,"75,09",1,1,4,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
44251,751,7240109,SMK SWASTA NUSANTARA TERPADU,10258238,S,70,54.09,77.69,74.0,28.79,"58,64",7,24,10,2019,SUMATERA UTARA,KABUPATEN NIAS SELATAN
66096,54,25060005,SMK NEGERI 1 WAMENA,60302993,N,15,60.13,50.0,74.0,43.0,"56,78",25,6,0,2019,PAPUA,KABUPATEN JAYAWIJAYA
352,37,1010049,SMK STRADA I,20100303,S,142,81.59,72.04,73.43,66.11,"73,29",1,1,4,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
24302,1009,3250005,SMK NEGERI JAWA TENGAH,69859763,N,48,87.58,65.79,73.33,70.31,"74,25",3,25,0,2019,JAWA TENGAH,KABUPATEN PATI
27663,80,4030101,SMK NEGERI 1 PENGASIH,20402788,N,317,88.38,64.11,73.19,64.21,"72,47",4,3,10,2019,DI YOGYAKARTA,KABUPATEN KULON PROGO
28264,172,4050101,SMK NEGERI 1 WONOSARI,20402128,N,406,88.51,65.93,72.7,66.83,"73,49",4,5,10,2019,DI YOGYAKARTA,KABUPATEN GUNUNGKIDUL
44273,773,7240131,SMK NEGERI 1 HURUNA,10261294,N,48,75.58,49.79,72.66,45.63,"60,92",7,24,13,2019,SUMATERA UTARA,KABUPATEN NIAS SELATAN
3391,438,1050068,SMK NEGERI 48,20103784,N,271,85.62,67.11,71.85,66.3,"72,72",1,5,6,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
37806,1699,5350125,SMK AL ANWAR PALENGAAN,20555382,S,30,58.27,67.47,71.83,53.58,"62,79",5,35,12,2019,JAWA TIMUR,KABUPATEN PAMEKASAN
3393,440,1050070,SMK NEGERI 51,20103781,N,262,84.15,65.98,71.59,63.07,"71,20",1,5,7,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
3502,549,1050256,SMK CARAKA NUSANTARA,20103769,S,43,84.98,66.74,71.4,63.72,"71,71",1,5,25,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
44261,761,7240119,SMK NEGERI 1 LOLOMATUA,10260462,N,114,65.91,57.47,71.34,47.79,"60,63",7,24,11,2019,SUMATERA UTARA,KABUPATEN NIAS SELATAN
44272,772,7240130,SMK NEGERI 1 OOU,10261293,N,38,76.05,43.16,70.66,32.17,"55,51",7,24,13,2019,SUMATERA UTARA,KABUPATEN NIAS SELATAN
44266,766,7240124,SMK NEGERI 1 MAZO,10260684,N,22,55.0,59.91,70.57,14.89,"50,09",7,24,12,2019,SUMATERA UTARA,KABUPATEN NIAS SELATAN
27173,3,4010105,SMK NEGERI 1 YOGYAKARTA,20404180,N,181,86.93,62.28,70.32,64.74,"71,07",4,1,10,2019,DI YOGYAKARTA,KOTA YOGYAKARTA
5764,392,2040908,SMK SMAK BOGOR (4 TH KELAS 3),2023x,N,275,89.01,80.97,70.15,60.47,"75,15",2,4,90,2019,JAWA BARAT,KOTA BOGOR
54532,30,15020010,SMK BORNEO LESTARI,30312523,S,66,76.52,67.39,70.11,72.61,"71,66",15,2,1,2019,KALIMANTAN SELATAN,KOTA BANJARBARU
67367,70,27050014,SMK BHINEKA TUNGGAL IKA GANE TIMUR,60205823,S,22,75.0,78.09,69.89,63.41,"71,60",27,5,1,2019,MALUKU UTARA,KABUPATEN HALMAHERA SELATAN
782,78,1020023,SMK NEGERI 23 JAKARTA,20107433,N,199,84.46,60.77,69.82,62.22,"69,32",1,2,2,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
28012,143,4040131,SMK NEGERI 1 DEPOK,20401193,N,280,87.54,65.9,69.58,66.54,"72,39",4,4,13,2019,DI YOGYAKARTA,KABUPATEN SLEMAN
66324,103,25110002,SMK NEGERI 2 KEEROM,69725912,N,17,61.76,66.47,69.56,46.32,"61,03",25,11,0,2019,PAPUA,KABUPATEN KEEROM
1439,150,1030021,SMK NEGERI 42,20101500,N,244,85.84,67.79,69.51,67.47,"72,65",1,3,2,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
27993,124,4040110,SMK NEGERI 1 TEMPEL,20401136,N,285,87.24,62.17,69.3,62.59,"70,33",4,4,11,2019,DI YOGYAKARTA,KABUPATEN SLEMAN
20652,379,3100003,SMK NEGERI 1 PURBALINGGA,20303240,N,491,86.55,62.61,69.02,63.4,"70,40",3,10,0,2019,JAWA TENGAH,KABUPATEN PURBALINGGA
1458,169,1030047,SMK DHAMMASAVANA,20101660,S,20,78.8,69.3,69.0,66.38,"70,87",1,3,4,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
55936,159,16050020,SMK NEGERI 1 SANGKULIRANG,69762783,N,24,54.25,52.67,68.96,66.88,"60,69",16,5,2,2019,KALIMANTAN TIMUR,KABUPATEN KUTAI TIMUR
61927,96,21100106,SMK NEGERI SIMI,60103991,N,25,58.08,43.04,68.8,40.8,"52,68",21,10,10,2019,MALUKU,BURU SELATAN
780,76,1020021,SMK NEGERI 12 JAKARTA,20100783,N,176,85.14,66.01,68.79,66.95,"71,72",1,2,2,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
28004,135,4040121,SMK NEGERI 1 GODEAN,20401137,N,315,87.59,65.57,68.79,61.83,"70,95",4,4,12,2019,DI YOGYAKARTA,KABUPATEN SLEMAN
73263,37,33070003,SMK NEGERI 3 RAJA AMPAT,69942219,N,15,53.07,59.2,68.67,64.17,"61,28",33,7,0,2019,PAPUA BARAT,KABUPATEN RAJA AMPAT
20436,312,3090001,SMK NEGERI 1 CILACAP,20300744,N,550,87.69,64.97,68.34,60.86,"70,47",3,9,0,2019,JAWA TENGAH,KABUPATEN CILACAP
40708,160,7010279,SMK SWASTA AL RAZI SINAR HARAPAN,69925844,S,9,71.33,63.11,68.06,54.44,"64,24",7,1,27,2019,SUMATERA UTARA,KOTA MEDAN
4203,34,2010134,"SMK BPK PENABUR BANDUNG, KOTA BANDUNG",20269309,S,63,88.35,75.33,68.02,93.13,"81,21",2,1,13,2019,JAWA BARAT,KOTA BANDUNG
