,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
5949,797,718024,MA SWASTA DARUL MURSYID,10263672,S,47,87.89,86.21,95.14,93.73,85.0,74.44,0.0,7,18,24,2015,SUMATERA UTARA,KABUPATEN TAPANULI SELATAN
7299,119,1102016,SMA MUHAMMADIYAH 1 LUBUK LINGGAU,10609766,S,22,77.08,76.32,93.45,85.4,83.75,70.26,0.0,11,2,16,2015,SUMATERA SELATAN,KOTA LUBUK LINGGAU
4487,1442,537015,SMA NEGERI 1 LENTENG,20529964,N,36,89.07,86.83,93.4,76.5,73.96,75.15,0.0,5,37,15,2015,JAWA TIMUR,KABUPATEN SUMENEP
10412,1,2201001,SMA NEGERI 1 DENPASAR,50103127,N,383,90.23,92.25,92.71,93.26,89.64,90.31,0.0,22,1,1,2015,BALI,KOTA DENPASAR
9911,9,2001009,SMA OIKUMENE KENDARI,40402622,S,20,60.07,74.0,92.25,76.36,81.75,84.33,0.0,20,1,9,2015,SULAWESI TENGGARA,KOTA KENDARI
7230,50,1101063,SMA MUHAMMADIYAH 3 PALEMBANG,10609660,S,11,84.25,87.11,92.17,89.84,88.41,82.52,0.0,11,1,63,2015,SUMATERA SELATAN,KOTA PALEMBANG
9924,22,2001025,MA PESRI KENDARI,60729400,S,15,87.36,70.21,91.83,68.06,80.17,82.79,0.0,20,1,25,2015,SULAWESI TENGGARA,KOTA KENDARI
9903,1,2001001,SMA  NEGERI  1  KENDARI,40402619,N,265,84.55,78.58,91.8,85.51,85.42,87.89,0.0,20,1,1,2015,SULAWESI TENGGARA,KOTA KENDARI
10420,9,2201011,SMA NEGERI 4 DENPASAR,50103124,N,221,94.39,93.68,91.58,94.51,92.62,91.8,0.0,22,1,11,2015,BALI,KOTA DENPASAR
10165,263,2017006,SMAN 1 SAWERIGADI,40405271,N,16,76.18,68.46,91.41,85.57,88.75,53.43,0.0,20,17,6,2015,SULAWESI TENGGARA,KABUPATEN MUNA BARAT
89,90,102053,SMA KRISTEN YUSUF,20100603,S,31,84.88,80.42,91.21,79.98,80.56,76.84,0.0,1,2,53,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
6819,249,908011,SMA NEGERI 2 ROKAN IV KOTO,10495639,N,27,89.05,79.25,91.12,90.02,92.41,72.41,0.0,9,8,11,2015,RIAU,KABUPATEN ROKAN HULU
9658,381,1911015,MAS ASADIYAH PUTRI SENGKANG,40319642,S,48,79.59,67.28,90.99,83.0,53.49,82.81,0.0,19,11,15,2015,SULAWESI SELATAN,KABUPATEN WAJO
7183,3,1101003,SMAN 3 PALEMBANG,10603844,N,145,87.21,84.88,90.87,90.2,86.64,83.01,0.0,11,1,3,2015,SUMATERA SELATAN,KOTA PALEMBANG
7228,48,1101061,SMA MUHAMMADIYAH 1 PALEMBANG,10604065,S,209,88.04,85.19,90.76,89.41,87.17,81.76,0.0,11,1,61,2015,SUMATERA SELATAN,KOTA PALEMBANG
9965,63,2003037,MA BAHRUL MUBARAK TORONIPA,60730190,S,18,80.78,65.88,90.69,75.88,75.14,80.95,0.0,20,3,37,2015,SULAWESI TENGGARA,KABUPATEN KONAWE
5912,760,717002,SMA NEGERI 1 MATAULI PANDAN,10206580,N,172,81.64,84.33,90.67,91.88,91.8,87.34,0.0,7,17,2,2015,SUMATERA UTARA,KABUPATEN TAPANULI TENGAH
4557,2,601002,SMA NEGERI 6 BANDA ACEH,10105397,N,92,86.7,73.67,90.65,90.86,75.9,88.47,0.0,6,1,2,2015,ACEH,KOTA BANDA ACEH
10107,205,2012001,SMAN 1 KULISUSU,40404132,N,123,78.04,74.95,90.61,90.78,78.9,74.17,0.0,20,12,1,2015,SULAWESI TENGGARA,KABUPATEN BUTON UTARA
7288,108,1102002,SMAN 2 LUBUK LINGGAU,10604402,N,98,82.44,80.02,90.54,81.12,81.84,72.57,0.0,11,2,2,2015,SUMATERA SELATAN,KOTA LUBUK LINGGAU
9659,382,1911018,SMA NEGERI 1 PAMMANA,40303163,N,83,83.57,82.26,90.42,83.26,72.11,83.45,0.0,19,11,18,2015,SULAWESI SELATAN,KABUPATEN WAJO
10136,234,2015005,SMAN 2 GU,60726158,N,10,69.19,76.01,90.25,71.79,67.75,60.02,0.0,20,15,5,2015,SULAWESI TENGGARA,KABUPATEN BUTON TENGAH
4477,1432,537003,SMA NEGERI 2 SUMENEP,20529955,N,203,76.47,87.91,90.17,81.11,79.13,67.32,0.0,5,37,3,2015,JAWA TIMUR,KABUPATEN SUMENEP
7393,213,1107001,SMAN 1 UNGGULAN MUARA ENIM,10600905,N,122,87.64,84.5,90.15,89.06,84.8,83.36,0.0,11,7,1,2015,SUMATERA SELATAN,KABUPATEN MUARA ENIM
7269,89,1101113,SMA BINA KARYA SU II PALEMBANG,10609631,S,12,84.45,82.4,90.14,85.88,85.63,79.78,0.0,11,1,113,2015,SUMATERA SELATAN,KOTA PALEMBANG
10056,154,2007035,MA AL ANBAWI MEKAR SARI,40405897,S,22,72.18,72.0,90.11,74.2,88.3,80.74,0.0,20,7,35,2015,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN
7201,21,1101021,SMAN 21 PALEMBANG,10609668,N,193,86.16,85.39,90.01,89.55,87.68,81.08,0.0,11,1,21,2015,SUMATERA SELATAN,KOTA PALEMBANG
4508,1463,537525,MA AL AMIEN II PRAGAAN,20584671,S,14,89.69,81.01,90.0,88.8,72.32,65.47,0.0,5,37,525,2015,JAWA TIMUR,KABUPATEN SUMENEP
7281,101,1101503,MA AL FATAH,10648906,S,73,81.59,68.03,89.95,81.89,80.96,80.58,0.0,11,1,503,2015,SUMATERA SELATAN,KOTA PALEMBANG
9979,77,2004011,SMA SWASTA MAARIF RAHA,40404081,S,28,68.29,62.01,89.91,63.06,53.48,57.38,0.0,20,4,11,2015,SULAWESI TENGGARA,KABUPATEN MUNA
10416,5,2201007,SMA NEGERI 3 DENPASAR,50103125,N,234,91.25,91.68,89.76,93.31,89.56,89.67,0.0,22,1,7,2015,BALI,KOTA DENPASAR
10039,137,2007005,SMA NEGERI 13 KONAWE SELATAN,40405048,N,17,80.95,72.89,89.71,78.16,39.41,63.37,0.0,20,7,5,2015,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN
9917,15,2001017,SMA ALJABAR KENDARI,69822768,S,8,58.55,54.08,89.69,70.68,77.19,80.21,0.0,20,1,17,2015,SULAWESI TENGGARA,KOTA KENDARI
7226,46,1101059,SMA METHODIST 2 PALEMBANG,10609656,S,58,87.06,85.28,89.58,87.61,86.42,81.98,0.0,11,1,59,2015,SUMATERA SELATAN,KOTA PALEMBANG
2990,114,404014,SMA MUHAMMADIYAH 1 PRAMBANAN,20401152,S,16,75.76,58.08,89.58,74.94,71.56,82.38,0.0,4,4,14,2015,DI YOGYAKARTA,KABUPATEN SLEMAN
9984,82,2004021,SMA NEGERI 2 TONGKUNO,40403875,N,22,67.23,84.01,89.32,81.55,53.98,77.55,0.0,20,4,21,2015,SULAWESI TENGGARA,KABUPATEN MUNA
4560,5,601005,SMA NEGERI 10 FAJAR HARAPAN,10107194,N,85,88.27,80.76,89.04,88.97,86.09,87.6,0.0,6,1,5,2015,ACEH,KOTA BANDA ACEH
10429,18,2201023,SMA NEGERI 7 DENPASAR,50103120,N,360,89.43,90.65,89.01,90.94,88.56,87.74,0.0,22,1,23,2015,BALI,KOTA DENPASAR
10100,198,2011002,SMA NEGERI 1 SAWA,40403971,N,14,83.34,85.08,88.93,88.58,80.18,87.19,0.0,20,11,2,2015,SULAWESI TENGGARA,KABUPATEN KONAWE UTARA
4987,432,616004,SMA NEGERI 1 TEUNOM,10105042,N,38,68.45,58.05,88.84,77.14,56.38,58.76,0.0,6,16,4,2015,ACEH,KABUPATEN ACEH JAYA
