,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
3293,537,105179,SMK ANALIS KESEHATAN DITKESAD,20109930,S,122,80.0,62.3,60.43,92.68,"73,85",1,5,179,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
4078,34,201134,"SMK BPK PENABUR BANDUNG, KOTA BANDUNG",20269309,S,47,85.49,73.74,65.69,92.39,"79,33",2,1,134,2018,JAWA BARAT,KOTA BANDUNG
55268,47,1601057,SMK KEHUTANAN NEGERI SAMARINDA,30407651,N,101,79.66,72.48,68.29,88.07,"77,13",16,1,57,2018,KALIMANTAN TIMUR,KOTA SAMARINDA
2204,377,104160,SMK MUSIK PERGURUAN CIKINI,20107257,S,17,77.53,73.76,50.44,85.44,"71,79",1,4,160,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
62116,5,2201007,SMK FARMASI SARASWATI 3 DENPASAR,50103633,S,108,77.24,61.15,46.06,84.61,"67,27",22,1,7,2018,BALI,KOTA DENPASAR
3294,538,105181,SMK ANKES TUNAS HARAPAN,20103276,S,93,75.42,53.7,42.18,84.27,"63,89",1,5,181,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
309,55,101071,SMK F. DITKESAD,20107254,S,89,84.47,70.65,80.98,82.25,"79,59",1,1,71,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
61764,67,2107104,SMK NEGERI 1 SERAM TIMUR,60103634,N,49,87.55,77.27,63.42,79.64,"76,97",21,7,104,2018,MALUKU,SERAM BAGIAN TIMUR
15389,2135,221128,SMK KEHUTANAN NEGERI KADIPATEN,20263963,N,106,75.75,55.08,45.75,79.34,"63,98",2,21,128,2018,JAWA BARAT,KABUPATEN MAJALENGKA
29149,120,502116,SMK BHAKTI LUHUR MALANG,20533646,S,40,66.95,37.45,35.63,78.94,"54,74",5,2,116,2018,JAWA TIMUR,KOTA MALANG
61584,31,2103106,SMK NEGERI 1 LEIHITU,60102251,N,80,67.55,76.6,76.13,78.91,"74,80",21,3,106,2018,MALUKU,MALUKU TENGAH
61586,33,2103108,SMK NEGERI 1 SERAM UTARA TIMUR SETI,60103508,N,14,75.71,72.29,66.25,78.39,"73,16",21,3,108,2018,MALUKU,MALUKU TENGAH
61913,91,2110102,SMK NEGERI WAESAMA,60103374,N,27,81.19,68.81,78.98,78.24,"76,81",21,10,102,2018,MALUKU,BURU SELATAN
61829,78,2108107,SMK NEGERI 3 SERAM BARAT,60103905,N,61,74.36,54.13,69.8,78.03,"69,08",21,8,107,2018,MALUKU,SERAM BAGIAN BARAT
61592,39,2103114,SMK NEGERI NUSA LAUT,69770334,N,15,83.07,68.93,71.67,77.5,"75,29",21,3,114,2018,MALUKU,MALUKU TENGAH
72487,13,3201013,SMK BUDI MULIA KALUKKU,40604360,S,36,58.44,31.28,24.44,77.5,"47,92",32,1,13,2018,SULAWESI BARAT,KABUPATEN MAMUJU
56008,168,1606011,SMK NEGERI 1 BONGAN,30409920,N,73,80.52,69.01,64.9,76.75,"72,80",16,6,11,2018,KALIMANTAN TIMUR,KABUPATEN KUTAI BARAT
61765,68,2107106,SMK NEGERI WERINAMA,60103637,S,16,78.13,73.13,23.59,76.41,"62,82",21,7,106,2018,MALUKU,SERAM BAGIAN TIMUR
25509,1228,330007,SPMA NEGERI H. MOENADI,20360638,N,129,76.95,58.25,44.65,76.36,"64,05",3,30,7,2018,JAWA TENGAH,KABUPATEN SEMARANG
46987,129,905119,SMKS NUSANTARA TANAH MERAH,69944703,S,35,61.66,67.2,57.43,76.29,"65,65",9,5,119,2018,RIAU,KABUPATEN INDRAGIRI HILIR
7829,757,210216,SMK AROFAH,69883648,S,26,65.0,44.15,43.75,76.15,"57,26",2,10,216,2018,JAWA BARAT,KABUPATEN BANDUNG
21226,473,312002,SMK NEGERI 1 SALAM,20307681,N,394,77.43,46.86,42.01,76.05,"60,59",3,12,2,2018,JAWA TENGAH,KABUPATEN MAGELANG
40484,93,701203,SMK SWASTA YPF SUMATERA UTARA MEDAN,10259241,S,84,72.93,62.05,52.89,75.98,"65,96",7,1,203,2018,SUMATERA UTARA,KOTA MEDAN
61825,74,2108103,SMK KRISTEN SERAM BARAT,60102761,S,48,69.42,60.21,68.65,75.83,"68,53",21,8,103,2018,MALUKU,SERAM BAGIAN BARAT
61833,82,2108112,SMK NEGERI 4 KAIRATU,69857916,N,84,89.76,66.93,67.83,75.8,"75,08",21,8,112,2018,MALUKU,SERAM BAGIAN BARAT
61827,76,2108105,SMK NEGERI TANIWEL,60102762,N,42,70.62,59.86,62.32,75.12,"66,98",21,8,105,2018,MALUKU,SERAM BAGIAN BARAT
38834,22,603013,SMK KESEHATAN YAYASAN HARAPAN BANGSA,69822677,S,1,66.0,40.0,32.5,75.0,"53,38",6,3,13,2018,ACEH,KOTA LHOKSEUMAWE
45140,925,733112,SMK NEGERI 1 MOROO,69753310,N,15,65.73,71.33,65.83,74.83,"69,43",7,33,112,2018,SUMATERA UTARA,KABUPATEN NIAS BARAT
40520,129,701246,SMK SWASTA METHODIST CHARLES WESLEY,10262326,S,10,79.2,85.0,61.5,74.75,"75,11",7,1,246,2018,SUMATERA UTARA,KOTA MEDAN
72486,12,3201012,SMKS DARUL QURAN WAL-HADITS,69774921,S,25,56.32,28.24,21.0,74.7,"45,07",32,1,12,2018,SULAWESI BARAT,KABUPATEN MAMUJU
61824,73,2108102,SMK NEGERI 2 KAIRATU,60102719,N,23,79.83,72.7,60.54,74.57,"71,91",21,8,102,2018,MALUKU,SERAM BAGIAN BARAT
4168,124,201913,SMK NEGERI 13 BANDUNG (4 TH KELAS 3),20219161,N,178,81.39,67.91,53.68,74.55,"69,38",2,1,913,2018,JAWA BARAT,KOTA BANDUNG
61967,101,2111102,SMK NEGERI PERTANIAN DAN PETERNAKAN PP. BABAR,60103080,N,17,55.88,45.76,62.21,74.12,"59,49",21,11,102,2018,MALUKU,MALUKU BARAT DAYA
24258,1001,325005,SMK NEGERI JAWA TENGAH,69859763,N,48,83.96,65.92,77.19,74.11,"75,30",3,25,5,2018,JAWA TENGAH,KABUPATEN PATI
56012,172,1606019,SMK KESEHATAN BUDI BAKTI TERING,69815417,S,12,64.67,35.33,22.92,73.75,"49,17",16,6,19,2018,KALIMANTAN TIMUR,KABUPATEN KUTAI BARAT
61834,83,2108113,SMK NEGERI 5 SERAM BARAT,69854818,N,31,56.65,47.1,61.69,73.15,"59,65",21,8,113,2018,MALUKU,SERAM BAGIAN BARAT
61914,92,2110103,SMK NEGERI NAMROLE,60103929,N,39,84.56,75.49,67.69,73.08,"75,21",21,10,103,2018,MALUKU,BURU SELATAN
19044,100,302200,SMK ANALIS KESEHATAN NASIONAL SURAKARTA,20331829,S,119,81.6,64.55,62.48,72.98,"70,40",3,2,200,2018,JAWA TENGAH,KOTA SURAKARTA
2103,276,104027,SMK NEGERI 47,20102599,N,233,78.76,58.92,52.99,72.95,"65,91",1,4,27,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
6655,549,207217,"SMK GHAMA CARAKA, KOTA DEPOK",69888519,S,46,70.0,58.43,32.61,72.72,"58,44",2,7,217,2018,JAWA BARAT,KOTA DEPOK
58622,65,1901186,SMK NEGERI KEHUTANAN MAKASSAR,40314239,N,90,78.47,61.96,67.33,72.72,"70,12",19,1,186,2018,SULAWESI SELATAN,KOTA MAKASSAR
61579,26,2103101,SMK NEGERI 1 AMAHAI,60100352,N,15,64.4,75.47,52.67,72.67,"66,30",21,3,101,2018,MALUKU,MALUKU TENGAH
27400,44,402114,SMK NEGERI 2 KASIHAN,20400419,N,130,74.97,61.54,42.35,72.5,"62,84",4,2,114,2018,DI YOGYAKARTA,KABUPATEN BANTUL
5659,383,204908,SMK SMAK BOGOR (4 TH KELAS 3),20238524,N,308,83.25,82.77,71.51,72.48,"77,50",2,4,908,2018,JAWA BARAT,KOTA BOGOR
19533,194,306002,SMK NEGERI 2 MAGELANG,20327586,N,353,86.05,69.12,74.26,72.4,"75,46",3,6,2,2018,JAWA TENGAH,KOTA MAGELANG
6612,506,207173,SMK CEMPAKA NUSANTARA,20254669,S,16,69.63,56.5,28.91,72.34,"56,85",2,7,173,2018,JAWA BARAT,KOTA DEPOK
38633,1853,538120,SMK BRAJAGUNA,20549768,S,58,60.17,52.93,31.42,72.33,"54,21",5,38,120,2018,JAWA TIMUR,KABUPATEN BANGKALAN
6562,456,207120,"SMK BROADCAST CAKRA BUANA, KOTA DEPOK",20232536,S,36,70.61,65.78,31.39,72.22,"60,00",2,7,120,2018,JAWA BARAT,KOTA DEPOK
64800,53,2403006,SMK NEGERI POLEN,50307310,N,24,52.08,35.5,22.29,72.19,"45,52",24,3,6,2018,NUSA TENGGARA TIMUR,KABUPATEN TTS
