,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
40057,266,701246,SMK SWASTA METHODIST CHARLES WESLEY,10262326,S,6,79.47,93.98,88.75,82.88,"86,27",7,1,246,2015,SUMATERA UTARA,KOTA MEDAN
49854,346,1112108,SMK AZ-ZAWIYAH TANJUNG BATU,10647978,S,71,70.05,92.93,81.83,86.45,"82,82",11,12,108,2015,SUMATERA SELATAN,KABUPATEN OGAN ILIR
117,118,101071,SMK F. DITKESAD,20107254,S,86,84.28,92.82,89.53,95.86,"90,62",1,1,71,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
47785,450,912106,SMKS BINA MERANTI,69830088,S,32,75.22,91.74,94.84,77.48,"84,82",9,12,106,2015,RIAU,KABUPATEN KEPULAUAN MERANTI
59267,370,1908115,SMK TUT WURI HANDAYANI PGRI BONTORAMBA,69786983,S,7,85.89,91.14,92.86,79.04,"87,23",19,8,115,2015,SULAWESI SELATAN,KABUPATEN JENEPONTO
66073,98,2506004,SMK YASORES WAMENA,60301601,S,48,82.96,91.04,79.17,76.13,"82,33",25,6,4,2015,PAPUA,KABUPATEN JAYAWIJAYA
59181,324,1907102,SMK LABBIRI TAKALAR,40320560,S,12,87.73,90.83,92.71,67.71,"84,75",19,7,102,2015,SULAWESI SELATAN,KABUPATEN TAKALAR
42261,888,710159,SMK SWASTA NAFSIAH,69861116,S,22,84.01,90.47,80.57,79.16,"83,55",7,10,159,2015,SUMATERA UTARA,KABUPATEN LANGKAT
62855,296,2209009,SMK PRSHANTI NILAYAM KUTA,50101620,S,359,87.22,90.25,77.33,83.24,"84,51",22,9,9,2015,BALI,KABUPATEN BADUNG
59251,354,1908107,SMK NEGERI 6 JENEPONTO,40312509,N,24,86.3,90.25,90.31,82.46,"87,33",19,8,107,2015,SULAWESI SELATAN,KABUPATEN JENEPONTO
59185,328,1907104,SMK NEGERI 2 TAKALAR,40308585,N,263,87.33,90.22,91.56,83.3,"88,10",19,7,104,2015,SULAWESI SELATAN,KABUPATEN TAKALAR
59507,422,1911103,SMK NEGERI 1 MAJAULENG,40303153,N,35,84.8,90.0,90.79,82.33,"86,98",19,11,103,2015,SULAWESI SELATAN,KABUPATEN WAJO
59263,366,1908113,SMK MASAGENA HUSADA JENEPONTO,60728935,S,8,79.3,90.0,89.69,81.2,"85,05",19,8,113,2015,SULAWESI SELATAN,KABUPATEN JENEPONTO
31546,1100,514147,SMK SABILUL MUTTAQIN MARGOAGUNG,20577762,S,8,84.39,90.0,81.56,76.76,"83,18",5,14,147,2015,JAWA TIMUR,KABUPATEN BOJONEGORO
31524,1078,514135,SMK MUHAMMADIYAH 3 KEPOH,20554940,S,19,90.47,89.92,82.76,73.59,"84,19",5,14,135,2015,JAWA TIMUR,KABUPATEN BOJONEGORO
59261,364,1908112,SMK TUTWURI HANDAYANI PGRI JENEPONTO,60728925,S,16,84.01,89.88,90.0,75.4,"84,82",19,8,112,2015,SULAWESI SELATAN,KABUPATEN JENEPONTO
44995,1680,732116,SMK SWASTA KRISTEN BNKP LUZAMANU,69786329,S,34,78.3,89.84,79.34,82.09,"82,39",7,32,116,2015,SUMATERA UTARA,KABUPATEN NIAS UTARA
39414,210,615003,SMK NEGERI 1 KUALA BARU,10107801,N,12,69.08,89.83,65.83,70.17,"73,73",6,15,3,2015,ACEH,KABUPATEN ACEH SINGKIL
62843,284,2209003,SMK PANDAWA ABIANSEMAL,50101693,S,13,81.47,89.69,81.54,85.35,"84,51",22,9,3,2015,BALI,KABUPATEN BADUNG
59241,344,1908102,SMK NEGERI 2 JENEPONTO,40312505,N,140,64.61,89.56,87.23,79.62,"80,26",19,8,102,2015,SULAWESI SELATAN,KABUPATEN JENEPONTO
61995,12,2201007,SMK FARMASI SARASWATI 3 DENPASAR,50103633,S,99,89.81,89.41,86.74,83.68,"87,41",22,1,7,2015,BALI,KOTA DENPASAR
62879,320,2209022,SMK TIARA NIRWANA,69766967,S,18,83.13,89.33,84.44,89.23,"86,53",22,9,22,2015,BALI,KABUPATEN BADUNG
71001,906,3008019,SMK PRIMA BAKTI,20607842,S,115,59.62,89.17,60.46,83.97,"73,31",30,8,19,2015,BANTEN,KABUPATEN TANGERANG
59648,468,1913104,SMK NEGERI 2 BANTAENG,40303981,N,58,83.99,89.14,91.38,76.74,"85,31",19,13,104,2015,SULAWESI SELATAN,KABUPATEN BANTAENG
59193,336,1907108,SMK NEGERI 6 TAKALAR,40314271,N,106,84.33,89.13,90.99,82.93,"86,85",19,7,108,2015,SULAWESI SELATAN,KABUPATEN TAKALAR
59112,316,1906112,SMK YPKK LIMBUNG,40301032,S,172,81.83,89.12,71.45,82.83,"81,31",19,6,112,2015,SULAWESI SELATAN,KABUPATEN GOWA
59515,430,1911107,SMK KESEHATAN PERSADA,40314178,S,83,82.57,89.04,90.6,80.26,"85,62",19,11,107,2015,SULAWESI SELATAN,KABUPATEN WAJO
59257,360,1908110,SMK PRIMANEGARA JENEPONTO,40318401,S,67,83.76,89.04,91.08,83.74,"86,91",19,8,110,2015,SULAWESI SELATAN,KABUPATEN JENEPONTO
62550,196,2206009,SMK TRIATMA JAYA,50103731,S,163,66.26,88.83,83.8,85.45,"81,09",22,6,9,2015,BALI,KABUPATEN BULELENG
59197,340,1907110,SMK SAWAKUNG PUTRA PERSADA,40320558,S,14,46.36,88.71,91.96,83.21,"77,56",19,7,110,2015,SULAWESI SELATAN,KABUPATEN TAKALAR
31476,1030,514110,SMK DARUL ULUM BAURENO,20504485,S,20,86.89,88.58,79.88,80.6,"83,99",5,14,110,2015,JAWA TIMUR,KABUPATEN BOJONEGORO
59187,330,1907105,SMK NEGERI 3 TAKALAR,40308586,N,225,48.53,88.57,89.83,84.03,"77,74",19,7,105,2015,SULAWESI SELATAN,KABUPATEN TAKALAR
31486,1040,514115,SMK DHARMA WIRAWAN,20504486,S,31,79.19,88.57,64.52,77.56,"77,46",5,14,115,2015,JAWA TIMUR,KABUPATEN BOJONEGORO
58330,120,1901177,SMK NUR KARYA TIDUNG MAKASSAR,40312920,S,35,84.57,88.51,91.64,93.04,"89,44",19,1,177,2015,SULAWESI SELATAN,KOTA MAKASSAR
59588,454,1912109,SMK LAMARIO WATANSOPPENG,69756420,S,67,83.81,88.48,89.85,76.61,"84,69",19,12,109,2015,SULAWESI SELATAN,KABUPATEN SOPPENG
59179,322,1907101,SMK NEGERI 1 GALESONG SELATAN TAKALAR,40301565,N,211,82.25,88.44,87.62,83.06,"85,34",19,7,101,2015,SULAWESI SELATAN,KABUPATEN TAKALAR
6285,1022,207209,SMK INSAN MEDIKA,69827638,S,9,61.3,88.39,59.72,83.57,"73,25",2,7,209,2015,JAWA BARAT,KOTA DEPOK
59249,352,1908106,SMK NEGERI 5 JENEPONTO,40312508,N,84,81.15,88.17,90.6,80.19,"85,03",19,8,106,2015,SULAWESI SELATAN,KABUPATEN JENEPONTO
62839,280,2209001,SMK NEGERI 1 KUTA SELATAN,50101688,N,371,77.68,88.15,83.24,81.42,"82,62",22,9,1,2015,BALI,KABUPATEN BADUNG
31528,1082,514137,SMK GAMA BOJONEGORO,20577590,S,116,83.59,88.13,79.22,73.21,"81,04",5,14,137,2015,JAWA TIMUR,KABUPATEN BOJONEGORO
59814,520,1915103,SMK NEGERI 2 SINJAI,40310372,N,99,78.74,88.1,88.43,84.64,"84,98",19,15,103,2015,SULAWESI SELATAN,KABUPATEN SINJAI
38241,3020,537124,SMK AR-RAUDLAH,20572249,S,10,86.68,88.01,94.0,73.78,"85,62",5,37,124,2015,JAWA TIMUR,KABUPATEN SUMENEP
59255,358,1908109,SMK NEGERI 8 JENEPONTO,40314662,N,114,77.56,88.0,75.24,81.99,"80,70",19,8,109,2015,SULAWESI SELATAN,KABUPATEN JENEPONTO
58853,230,1903112,SMK AL BADAR DDI PAREPARE,40314691,S,3,81.2,88.0,91.67,80.2,"85,27",19,3,112,2015,SULAWESI SELATAN,KOTA PAREPARE
58218,8,1901106,SMK YPLP PGRI 2 MAKASSAR,40311982,S,21,85.31,87.9,87.98,80.04,"85,31",19,1,106,2015,SULAWESI SELATAN,KOTA MAKASSAR
44362,1496,726122,SMK SWASTA YAPIM SEI BAMBAN,10209283,S,109,72.3,87.87,85.73,88.01,"83,48",7,26,122,2015,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI
62576,222,2206023,SMK KESEHATAN BHAKTIYASA SINGARAJA,50105533,S,10,65.64,87.8,76.5,81.41,"77,84",22,6,23,2015,BALI,KABUPATEN BULELENG
38227,3006,537117,SMK AL-HIDAYAH KANGEAN,20564455,S,43,74.43,87.71,88.14,70.86,"80,29",5,37,117,2015,JAWA TIMUR,KABUPATEN SUMENEP
58354,144,1901190,SMK DARUL ARQAM GOMBARA MAKASSAR,40319983,S,33,83.59,87.7,75.23,74.25,"80,19",19,1,190,2015,SULAWESI SELATAN,KOTA MAKASSAR
59106,310,1906109,SMK NEGERI 1 LIMBUNG,40301040,N,536,76.9,87.66,75.12,82.78,"80,62",19,6,109,2015,SULAWESI SELATAN,KABUPATEN GOWA
44105,1446,724140,SMK NEGERI 1 UMBUNASI,10262391,N,66,58.45,87.65,52.01,69.85,"66,99",7,24,140,2015,SUMATERA UTARA,KABUPATEN NIAS SELATAN
59265,368,1908114,SMK ISLAM AR-RITHAH JENEPONTO,60728937,S,9,79.1,87.56,86.94,79.86,"83,37",19,8,114,2015,SULAWESI SELATAN,KABUPATEN JENEPONTO
