,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
39990,117,201148,SMA KUNTUM CEMERLANG,69895412,S,5,88.8,83.2,66.5,82.5,60.0,77.5,0.0,2,1,148,2018,JAWA BARAT,KOTA BANDUNG
39750,358,104221,SMA HERITAGE SCHOOL JAKARTA,NP774214,S,1,88.0,82.0,57.5,0.0,62.5,0.0,0.0,1,4,221,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
46278,1,801001,SMA NEGERI 1 PADANG,10303461,N,297,87.56,79.69,80.64,77.18,80.13,81.89,0.0,8,1,1,2018,SUMATERA BARAT,KOTA PADANG
41712,143,306001,SMA NEGERI 1 MAGELANG,20327563,N,176,87.0,81.44,78.64,76.61,77.54,82.44,0.0,3,6,1,2018,JAWA TENGAH,KOTA MAGELANG
39642,250,104003,SMA NEGERI 47,20102193,N,142,86.89,83.21,76.9,66.32,81.78,74.17,0.0,1,4,3,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
42628,14,401015,SMA NEGERI 1 YOGYAKARTA,20403174,N,275,86.84,80.55,75.15,71.54,77.9,78.4,0.0,4,1,15,2018,DI YOGYAKARTA,KOTA YOGYAKARTA
40768,895,213194,SMA IC MAGNETSCHOOL,69901004,S,9,86.67,75.78,57.78,46.25,68.75,71.67,0.0,2,13,194,2018,JAWA BARAT,KABUPATEN BOGOR
42473,904,330210,SMA SEDES SAPIENTIAE JAMBU,20320392,S,19,86.63,77.05,76.05,71.14,73.75,0.0,0.0,3,30,210,2018,JAWA TENGAH,KABUPATEN SEMARANG
39561,169,103049,SMA NEGERI 33,20101620,N,108,86.61,83.83,65.35,68.02,71.09,74.92,0.0,1,3,49,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
41695,126,304502,MA NEGERI INSAN CENDEKIA PEKALONGAN,69941723,N,53,86.42,73.28,77.74,77.68,87.22,81.41,0.0,3,4,502,2018,JAWA TENGAH,KOTA PEKALONGAN
42615,1,401001,SMA NEGERI 3 YOGYAKARTA,20403178,N,210,86.15,82.43,75.18,67.66,78.96,80.31,0.0,4,1,1,2018,DI YOGYAKARTA,KOTA YOGYAKARTA
39852,460,105155,SMA NEGERI UNGGULAN MOHAMMAD HUSNI THAMRIN,20109933,N,76,86.08,85.66,86.74,89.56,92.17,85.0,0.0,1,5,155,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
40696,823,213077,"SMA SMART EKSELENSIA INDONESIA, KABUPATEN BOGOR",20231356,S,33,86.06,68.0,73.86,64.17,77.25,71.36,0.0,2,13,77,2018,JAWA BARAT,KABUPATEN BOGOR
43348,560,514001,SMA NEGERI 1 BOJONEGORO,20504500,N,209,86.0,82.12,74.5,59.08,82.38,82.09,0.0,5,14,1,2018,JAWA TIMUR,KABUPATEN BOJONEGORO
43412,624,515001,SMA NEGERI 1 TUBAN,20505009,N,274,85.96,79.31,73.46,69.54,66.32,86.16,0.0,5,15,1,2018,JAWA TIMUR,KABUPATEN TUBAN
42989,201,504007,SMA NEGERI 2 KOTA KEDIRI,20534388,N,296,85.94,81.55,78.76,66.16,75.22,85.23,0.0,5,4,7,2018,JAWA TIMUR,KOTA KEDIRI
