,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
21052,14,401015,SMA NEGERI 1 YOGYAKARTA,20403174,N,13,89.23,77.85,73.46,84.58,84.0,79.0,0.0,4,1,15,2018,DI YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA
75036,5,2201007,SMA NEGERI 3 DENPASAR,50103125,N,30,88.33,79.07,69.33,0.0,81.07,0.0,0.0,22,1,7,2018,BALI,BALI,KOTA DENPASAR
44250,1,801001,SMA NEGERI 1 PADANG,10303461.0,N,27,87.41,68.89,73.7,92.5,75.39,91.33,0.0,8,1,1,2018,SUMATERA BARAT,SUMATERA BARAT,KOTA PADANG
14839,163,306001,SMA NEGERI 1 MAGELANG,20327563,N,118,87.2,81.59,86.61,78.52,80.53,86.55,0.0,3,6,1,2018,JAWA TENGAH,JAWA TENGAH,KOTA MAGELANG
12796,2025,224059,"SMA UNGGULAN AR-RAHMAN, KABUPATEN SUKABUMI",20258335,S,15,86.93,80.67,65.0,73.33,68.4,78.86,0.0,2,24,59,2018,JAWA BARAT,JAWA BARAT,KABUPATEN SUKABUMI
15848,349,311004,SMA NEGERI 1 KEBUMEN,20305010,N,60,86.9,77.9,69.75,78.07,82.75,85.71,0.0,3,11,4,2018,JAWA TENGAH,JAWA TENGAH,KABUPATEN KEBUMEN
21039,1,401001,SMA NEGERI 3 YOGYAKARTA,20403178,N,13,86.77,76.31,79.42,77.86,82.33,0.0,0.0,4,1,1,2018,DI YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA
21042,4,401004,SMA NEGERI 9 YOGYAKARTA,20403162,N,48,86.13,80.63,68.18,81.25,77.45,81.47,0.0,4,1,4,2018,DI YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA
21073,35,401042,SMA NEGERI 8 YOGYAKARTA,20403161,N,25,86.0,81.68,82.1,78.64,83.5,90.0,0.0,4,1,42,2018,DI YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA
24261,442,511030,SMA NEGERI 1 KRIAN,20501784,N,55,86.0,75.27,71.86,67.5,64.0,86.17,0.0,5,11,30,2018,JAWA TIMUR,JAWA TIMUR,KABUPATEN SIDOARJO
6679,787,211061,SMA AL AZHAR SYIFA BUDI PARAHYANGAN,69968020,S,4,86.0,78.5,61.88,0.0,74.0,80.0,0.0,2,11,61,2018,JAWA BARAT,JAWA BARAT,KABUPATEN BANDUNG BARAT
22944,204,503003,SMA NEGERI 2 MADIUN,20534124,N,44,85.91,69.45,52.67,64.17,75.14,85.0,0.0,5,3,3,2018,JAWA TIMUR,JAWA TIMUR,KOTA MADIUN
8164,1026,213077,"SMA SMART EKSELENSIA INDONESIA, KABUPATEN BOGOR",20231356,S,20,85.9,62.9,64.75,72.95,77.67,74.67,0.0,2,13,77,2018,JAWA BARAT,JAWA BARAT,KABUPATEN BOGOR
74503,213,2107108,MAS LKMD SIRITAUN SURU,69733853,S,20,85.9,70.5,57.63,0.0,73.3,0.0,0.0,21,7,108,2018,MALUKU,MALUKU,SERAM BAGIAN TIMUR
14253,3,301003,SMA NEGERI 3 SEMARANG,20328895,N,59,85.8,76.78,70.68,80.1,79.71,87.08,0.0,3,1,3,2018,JAWA TENGAH,JAWA TENGAH,KOTA SEMARANG
21041,3,401003,SMA NEGERI 6 YOGYAKARTA,20403171,N,49,85.76,79.39,67.96,76.19,82.31,85.47,0.0,4,1,3,2018,DI YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA
21825,170,405001,SMA 2 WONOSARI,20402137,N,64,85.75,62.78,59.77,64.92,77.0,81.33,0.0,4,5,1,2018,DI YOGYAKARTA,DI YOGYAKARTA,KABUPATEN GUNUNGKIDUL
17242,642,320006,SMA NEGERI 1 SUKOHARJO,20310417,N,137,85.72,76.99,75.91,80.58,79.91,85.87,0.0,3,20,6,2018,JAWA TENGAH,JAWA TENGAH,KABUPATEN SUKOHARJO
21630,127,404023,SMA NEGERI 1 GODEAN,20401146,N,62,85.52,77.87,74.4,80.0,82.63,83.52,0.0,4,4,23,2018,DI YOGYAKARTA,DI YOGYAKARTA,KABUPATEN SLEMAN
14540,89,302001,SMA NEGERI 1 SURAKARTA,20327966,N,43,85.49,81.3,73.78,78.97,80.46,80.31,0.0,3,2,1,2018,JAWA TENGAH,JAWA TENGAH,KOTA SURAKARTA
16297,454,313007,SMA NEGERI 7 PURWOREJO,20306171,N,94,85.45,78.17,67.69,70.76,80.56,82.42,0.0,3,13,7,2018,JAWA TENGAH,JAWA TENGAH,KABUPATEN PURWOREJO
21071,33,401039,SMA NEGERI 5 YOGYAKARTA,20403180,N,73,85.34,73.75,71.51,76.83,81.55,87.52,0.0,4,1,39,2018,DI YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA
87619,484,3006075,SMA NEGERI CAHAYA MADANI BANTEN BOARDING  SCHOOL,20607805,N,23,85.3,75.91,53.37,72.5,75.78,83.0,0.0,30,6,75,2018,BANTEN,BANTEN,KABUPATEN PANDEGLANG
221,30,101048,SMA SANTA URSULA,20108383,S,68,85.21,84.0,83.6,83.78,76.5,85.05,0.0,1,1,48,2018,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
73975,60,2103011,SMA NEGERI 3 LEIHITU,69822771,N,45,85.16,66.18,65.28,64.38,58.0,78.0,0.0,21,3,11,2018,MALUKU,MALUKU,MALUKU TENGAH
