,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
91070,77,3307010,SMA NEGERI 8 RAJA AMPAT,60403786,N,14,80.96,68.74,86.31,75.71,93.43,63.86,0.0,33,7,10,2015,PAPUA BARAT,PAPUA BARAT,KABUPATEN RAJA AMPAT
74946,9,2201011,SMA NEGERI 4 DENPASAR,50103124,N,36,94.89,93.44,90.33,88.2,89.01,82.94,0.0,22,1,11,2015,BALI,BALI,KOTA DENPASAR
91071,78,3307011,SMA NEGERI 9 RAJA AMPAT,60403787,N,7,68.46,83.19,74.56,52.5,87.71,71.71,0.0,33,7,11,2015,PAPUA BARAT,PAPUA BARAT,KABUPATEN RAJA AMPAT
73813,105,2103107,MA NURUL HUDA PASAHARI,60105614,S,26,87.91,56.5,68.46,68.37,86.92,66.15,0.0,21,3,107,2015,MALUKU,MALUKU,MALUKU TENGAH
74942,5,2201007,SMA NEGERI 3 DENPASAR,50103125,N,32,88.25,89.23,85.65,82.01,86.91,78.56,0.0,22,1,7,2015,BALI,BALI,KOTA DENPASAR
74415,184,2107108,MAS LKMD SIRITAUN SURU,69733853,S,24,76.5,76.44,78.54,63.65,86.83,62.0,0.0,21,7,108,2015,MALUKU,MALUKU,SERAM BAGIAN TIMUR
90860,35,3303003,SMA NEGERI 1 KABUPATEN SORONG,60401367,N,40,77.2,59.39,68.45,60.81,86.65,55.6,0.0,33,3,3,2015,PAPUA BARAT,PAPUA BARAT,KABUPATEN SORONG
69794,398,1910035,SMA NEGERI 1 AMALI,40310705,N,66,88.28,71.08,79.95,71.65,86.42,74.91,0.0,19,10,35,2015,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN BONE
32580,2057,534017,SMA NEGERI 1 GENTENG,20525854,N,104,85.74,83.39,88.6,78.5,86.24,70.27,0.0,5,34,17,2015,JAWA TIMUR,JAWA TIMUR,KABUPATEN BANYUWANGI
74956,19,2201023,SMA NEGERI 7 DENPASAR,50103120,N,104,84.2,88.28,83.4,79.87,86.14,77.06,0.0,22,1,23,2015,BALI,BALI,KOTA DENPASAR
42049,705,717002,SMA NEGERI 1 MATAULI PANDAN,10206580.0,N,95,76.74,81.01,86.13,80.84,85.96,71.49,0.0,7,17,2,2015,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN TAPANULI TENGAH
73117,265,2012002,SMAN 2 KULISUSU,40404131,N,66,79.63,69.54,72.16,75.8,85.89,70.58,0.0,20,12,2,2015,SULAWESI TENGGARA,SULAWESI TENGGARA,KABUPATEN BUTON UTARA
74390,159,2107002,SMA NEGERI 1 SERAM TIMUR,60101667,N,84,73.95,75.32,62.1,63.33,85.33,61.86,0.0,21,7,2,2015,MALUKU,MALUKU,SERAM BAGIAN TIMUR
75100,33,2202001,SMA NEGERI 1 GIANYAR,50102079,N,38,87.47,88.29,83.56,80.28,85.14,76.26,0.0,22,2,1,2015,BALI,BALI,KABUPATEN GIANYAR
74404,173,2107016,SMA NEGERI KILMURI,69878241,N,13,75.15,71.15,60.11,64.42,85.08,62.62,0.0,21,7,16,2015,MALUKU,MALUKU,SERAM BAGIAN TIMUR
69805,409,1910050,SMA NEGERI 1 BENGO,40318190,N,25,50.14,71.93,68.84,75.51,85.04,63.76,0.0,19,10,50,2015,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN BONE
52848,318,1107518,MA SABILUL HUDA,10647748.0,S,22,76.79,64.04,59.26,63.64,84.94,59.36,0.0,11,7,518,2015,SUMATERA SELATAN,SUMATERA SELATAN,KABUPATEN MUARA ENIM
