,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
36900,258,2110001,SMA NEGERI NAMROLE,60101019,N,119,76.72,57.58,40.23,67.5,56.28,89.72,0.0,21,10,1,2017,MALUKU,BURU SELATAN
35648,212,1812005,SMA NEGERI 1 LABOBO,40204015,N,13,72.0,69.54,55.38,51.79,0.0,87.92,0.0,18,12,5,2017,SULAWESI TENGAH,KABUPATEN BANGGAI LAUT
29097,123,501176,SMA SURABAYA INTERCULTURAL SCHOOL,69849923,S,1,90.0,92.0,67.5,0.0,0.0,87.5,0.0,5,1,176,2017,JAWA TIMUR,KOTA SURABAYA
25731,27,101044,SMA KRISTEN KARUNIA,20100190,S,8,84.5,84.75,94.38,83.33,89.38,87.5,0.0,1,1,44,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
38719,146,3004021,SMA SANTA URSULA BSD,20603376,S,64,87.0,86.69,90.59,80.37,91.79,86.74,0.0,30,4,21,2017,BANTEN,KOTA TANGERANG SELATAN
38318,102,2705005,SMA NEGERI 17 HALMAHERA SELATAN,60201665,N,39,70.87,70.31,53.01,68.5,80.5,86.46,0.0,27,5,5,2017,MALUKU UTARA,KABUPATEN HALMAHERA SELATAN
31759,528,710083,MA SWASTA AL-JAMIYATUL WASHLIYAH,10264837,S,6,72.67,68.33,76.67,0.0,0.0,85.83,0.0,7,10,83,2017,SUMATERA UTARA,KABUPATEN LANGKAT
36624,288,2016007,SMAN 2 LAPANDEWA,60725217,N,26,75.38,76.69,92.02,69.29,91.67,85.75,0.0,20,16,7,2017,SULAWESI TENGGARA,KABUPATEN BUTON SELATAN
31695,464,709193,MA SWASTA ISTIQOMAH SRI SUNTING,69941578,S,10,69.8,77.0,90.0,0.0,0.0,85.25,0.0,7,9,193,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
32767,50,901053,SMA SWASTA EDUCATION,69790716,S,5,84.8,85.2,88.5,71.67,85.0,85.0,0.0,9,1,53,2017,RIAU,KOTA PEKANBARU
32049,818,718024,MA SWASTA DARUL MURSYID,10263672,S,71,79.66,82.28,93.59,76.39,82.5,85.0,0.0,7,18,24,2017,SUMATERA UTARA,KABUPATEN TAPANULI SELATAN
27543,1372,221518,"MA PUTRI PUI MAJALENGKA, KABUPATEN MAJALENGKA",20277249,S,16,79.5,65.63,89.06,0.0,0.0,84.84,0.0,2,21,518,2017,JAWA BARAT,KABUPATEN MAJALENGKA
35410,175,1711004,SMA NEGERI 2 SIAU BARAT,40104643,N,11,65.82,72.73,86.14,0.0,0.0,84.32,0.0,17,11,4,2017,SULAWESI UTARA,KABUPATEN KEP. SITARO
34567,264,1312011,SMA PGRI ELLA HILIR,30104901,S,25,68.48,44.88,46.9,0.0,0.0,84.2,0.0,13,12,11,2017,KALIMANTAN BARAT,KABUPATEN MELAWI
36835,193,2107008,SMA NEGERI 1 TUTUK TOLU,60102520,N,38,73.89,72.37,73.68,60.19,48.75,84.17,0.0,21,7,8,2017,MALUKU,SERAM BAGIAN TIMUR
37779,355,2416019,SMA NEGERI 1 KUWUS,50308981,N,19,70.32,50.11,48.16,65.0,72.5,83.82,0.0,24,16,19,2017,NUSA TENGGARA TIMUR,KABUPATEN MANGGARAI BARAT
