,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
2264,511,105147,SMA ACS JAKARTA,20107232,S,10,61.4,82.4,48.25,32.5,9.6,21.6,0.0,1,5,147,2016,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
69863,430,1910056,SMA AL JAMEAH PATTUKU,40319179,S,15,75.2,81.07,86.67,82.67,76.13,82.8,0.0,19,10,56,2016,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN BONE
3622,157,203001,"SMA NEGERI 1 BEKASI, KOTA BEKASI",20223020,N,31,81.35,80.9,90.08,89.35,77.48,86.19,0.0,2,3,1,2016,JAWA BARAT,JAWA BARAT,KOTA BEKASI
69846,413,1910033,SMAN 1 PATIMPENG,40310710,N,41,77.85,80.88,88.41,79.63,74.59,66.78,0.0,19,10,33,2016,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN BONE
69835,402,1910018,SMA NEGERI 1 KAHU,40302663,N,139,76.82,79.87,85.54,73.92,74.91,55.42,0.0,19,10,18,2016,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN BONE
41756,660,715004,SMA NEGERI 1 BILAH HULU,10205363.0,N,110,75.15,79.44,83.66,70.75,66.09,82.11,0.0,7,15,4,2016,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN LABUHANBATU
43893,1081,731011,SMA SWASTA WIDIYA DHARMA PT. ASAM JAWA,10259155.0,S,38,76.42,79.42,81.38,70.33,72.0,82.74,0.0,7,31,11,2016,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN LABUHANBATU SELATAN
41763,667,715012,SMA NEGERI 1 PANAI HILIR,10205388.0,N,119,74.39,79.16,82.39,72.14,67.88,82.62,0.0,7,15,12,2016,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN LABUHANBATU
41762,666,715011,SMA NEGERI 1 PANAI HULU,10205387.0,N,84,76.02,79.07,82.38,73.04,70.17,83.86,0.0,7,15,11,2016,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN LABUHANBATU
41770,674,715020,SMA SWASTA YPKK AJAMU,10205366.0,S,29,73.52,79.03,77.59,73.1,68.34,79.93,0.0,7,15,20,2016,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN LABUHANBATU
41758,662,715006,SMA NEGERI 1 PANAI TENGAH,10205386.0,N,77,73.32,78.86,80.97,71.66,70.34,82.73,0.0,7,15,6,2016,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN LABUHANBATU
43895,1083,731017,MA SWASTA PERG. RIDHO ALLAH,10261531.0,S,26,76.23,78.85,83.27,66.73,68.77,84.15,0.0,7,31,17,2016,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN LABUHANBATU SELATAN
6454,737,211041,SMA CAHAYA BANGSA CLASSICAL SCHOOL,20274847,S,5,80.4,78.8,81.0,75.0,67.6,68.0,0.0,2,11,41,2016,JAWA BARAT,JAWA BARAT,KABUPATEN BANDUNG BARAT
41757,661,715005,SMA NEGERI 1 BILAH HILIR,10205364.0,N,140,73.66,78.73,81.61,73.75,69.76,83.13,0.0,7,15,5,2016,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN LABUHANBATU
