,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
50842,147,2104009,SMA NEGERI 4 BURU,60100979,N,32,66.0,63.5,91.02,83.33,85.83,56.73,0.0,21,4,9,2018,MALUKU,BURU
39534,142,103008,SMA KRISTEN 1 BPK PENABUR,20101306,S,285,84.16,81.87,88.78,86.79,88.12,85.49,0.0,1,3,8,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
50612,234,2011005,SMA NEGERI 1 WIWIRANO,40403972,N,42,71.9,63.0,88.1,75.5,81.14,81.31,0.0,20,11,5,2018,SULAWESI TENGGARA,KABUPATEN KONAWE UTARA
53491,84,3307009,SMA NEGERI 6 RAJA AMPAT,60403784,N,5,56.4,73.2,88.0,86.25,0.0,65.0,0.0,33,7,9,2018,PAPUA BARAT,KABUPATEN RAJA AMPAT
52848,144,3004021,SMA SANTA URSULA BSD,20603376,S,64,84.0,85.25,86.8,85.53,90.0,88.52,0.0,30,4,21,2018,BANTEN,KOTA TANGERANG SELATAN
39852,460,105155,SMA NEGERI UNGGULAN MOHAMMAD HUSNI THAMRIN,20109933,N,76,86.08,85.66,86.74,89.56,92.17,85.0,0.0,1,5,155,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
52883,179,3004174,MA NEGERI INSAN CENDEKIA SERPONG,20623314,N,141,85.66,80.64,86.72,87.88,92.31,88.19,0.0,30,4,174,2018,BANTEN,KOTA TANGERANG SELATAN
50647,269,2014003,SMAN 1 WAWONII TIMUR,40402859,N,24,74.75,51.0,85.42,79.0,65.0,59.42,0.0,20,14,3,2018,SULAWESI TENGGARA,KABUPATEN KONAWE KEPULAUAN
50997,9,2201011,SMA NEGERI 4 DENPASAR,50103124,N,297,85.69,84.28,84.78,90.0,75.45,84.02,0.0,22,1,11,2018,BALI,KOTA DENPASAR
51578,82,2403002,SMA NEGERI 1 MOLLO SELATAN,50300585,N,54,64.52,72.26,84.63,72.5,63.75,83.06,0.0,24,3,2,2018,NUSA TENGGARA TIMUR,KABUPATEN TTS
53208,504,3008230,SMA TERBUKA GENIUS,69895488,S,4,83.0,85.0,84.38,82.5,0.0,82.5,0.0,30,8,230,2018,BANTEN,KABUPATEN TANGERANG
50971,276,2110007,SMA NEGERI BILORO,60100980,N,15,61.47,52.4,84.33,0.0,64.17,52.5,0.0,21,10,7,2018,MALUKU,BURU SELATAN
39510,118,102096,SMA KRISTEN 6 BPK PENABUR,20110335,S,129,82.53,80.02,84.22,77.26,78.18,81.25,0.0,1,2,96,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
50989,1,2201001,SMA NEGERI 1 DENPASAR,50103127,N,441,80.64,84.62,83.5,83.75,86.43,87.7,0.0,22,1,1,2018,BALI,KOTA DENPASAR
50833,138,2103121,MA NURUL TSAQALAIN HILA,69955804,S,15,73.33,80.27,83.17,67.5,0.0,69.64,0.0,21,3,121,2018,MALUKU,MALUKU TENGAH
52186,192,2522001,SMA NEGERI KELILA,60304512,N,15,68.67,57.2,83.17,50.0,55.63,37.5,0.0,25,22,1,2018,PAPUA,KABUPATEN MAMBERAMO TENGAH
39407,15,101022,SMA KRISTEN 3 BPK PENABUR,20100187,S,137,83.87,79.75,82.97,77.92,85.96,77.99,0.0,1,1,22,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
50830,135,2103118,MA SERAM UTARA TIMUR SETI,69827808,S,27,79.93,74.15,82.96,0.0,0.0,67.41,0.0,21,3,118,2018,MALUKU,MALUKU TENGAH
39623,231,103216,SMA KRISTEN 8 PENABUR,20177805,S,34,79.94,79.59,82.94,77.69,80.63,61.67,0.0,1,3,216,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
45181,63,701077,SMA SWASTA W.R. SUPRATMAN 1 MEDAN,10210829,S,69,74.96,77.28,82.64,66.21,74.79,76.16,0.0,7,1,77,2018,SUMATERA UTARA,KOTA MEDAN
50805,110,2103062,SMA NEGERI 5 SALAHUTU,69774666,N,23,68.87,81.57,82.61,0.0,95.33,0.0,0.0,21,3,62,2018,MALUKU,MALUKU TENGAH
39420,28,101048,SMA SANTA URSULA,20108383,S,102,85.41,84.27,82.23,76.86,82.7,88.17,0.0,1,1,48,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
39679,287,104053,SMA NEGERI 8,20102568,N,324,84.62,81.78,82.18,73.2,82.66,80.24,0.0,1,4,53,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
50684,306,2016016,SMA NEGERI 3 LAPANDEWA,69900401,N,20,67.3,33.6,82.13,0.0,0.0,55.25,0.0,20,16,16,2018,SULAWESI TENGGARA,KABUPATEN BUTON SELATAN
42915,127,501181,SMA XIN ZHONG,69919595,S,24,83.0,81.75,81.98,68.21,77.08,80.5,0.0,5,1,181,2018,JAWA TIMUR,KOTA SURABAYA
52383,49,2702304,MA SWASTA DOWORA,60205626,S,17,71.88,70.0,81.76,0.0,0.0,72.21,0.0,27,2,304,2018,MALUKU UTARA,KOTA TIDORE KEPULAUAN
50926,231,2108016,SMA MUHAMMADIYAH LUHU,60101537,S,38,78.58,79.21,81.71,0.0,0.0,69.47,0.0,21,8,16,2018,MALUKU,SERAM BAGIAN BARAT
53180,476,3008174,SMA PAHOA,20616061,S,109,84.17,84.66,81.65,85.63,82.06,86.95,0.0,30,8,174,2018,BANTEN,KABUPATEN TANGERANG
39518,126,102205,SMA KRISTEN PENABUR KELAPA GADING,20177804,S,30,82.0,84.67,81.58,71.81,89.77,85.0,0.0,1,2,205,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
50492,114,2005002,SMA NEGERI 1 WABULA,40403034,N,14,75.71,50.71,81.43,61.25,72.5,58.61,0.0,20,5,2,2018,SULAWESI TENGGARA,KABUPATEN BUTON
39428,36,101060,SMA KANISIUS,20100170,S,155,83.88,85.41,81.37,79.76,88.24,85.0,0.0,1,1,60,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
50574,196,2008017,SMAN 3 BINONGKO,40404881,N,42,67.38,58.67,81.31,82.08,77.5,64.43,0.0,20,8,17,2018,SULAWESI TENGGARA,KABUPATEN WAKATOBI
39908,35,201037,"SMA KRISTEN 1 BPK PENABUR, KOTA BANDUNG",20219730,S,270,85.3,80.98,81.3,80.86,84.0,82.69,0.0,2,1,37,2018,JAWA BARAT,KOTA BANDUNG
50748,53,2103005,SMA NEGERI 1 SALAHUTU,60100164,N,82,59.78,54.51,81.28,0.0,91.94,66.09,0.0,21,3,5,2018,MALUKU,MALUKU TENGAH
50905,210,2107021,SMA NEGERI TEOR,69872005,N,12,70.17,69.67,81.04,75.0,87.5,54.25,0.0,21,7,21,2018,MALUKU,SERAM BAGIAN TIMUR
39495,103,102072,SMA METHODIST,20100605,S,26,83.15,80.38,80.87,77.5,79.04,73.0,0.0,1,2,72,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
46278,1,801001,SMA NEGERI 1 PADANG,10303461,N,297,87.56,79.69,80.64,77.18,80.13,81.89,0.0,8,1,1,2018,SUMATERA BARAT,KOTA PADANG
