,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
74946,9,2201011,SMA NEGERI 4 DENPASAR,50103124,N,36,94.89,93.44,90.33,88.2,89.01,82.94,0.0,22,1,11,2015,BALI,BALI,KOTA DENPASAR
82019,79,2506007,SMA NEGERI 1 ASOLOGAIMA,60301590,N,23,92.96,71.08,85.49,51.3,78.96,53.04,0.0,25,6,7,2015,PAPUA,PAPUA,KABUPATEN JAYAWIJAYA
38540,116,701130,SMA SWASTA DHARMA SAKTI MEDAN,10210716.0,S,6,92.23,86.38,88.23,81.25,80.08,63.97,0.0,7,1,130,2015,SUMATERA UTARA,SUMATERA UTARA,KOTA MEDAN
54972,701,1117001,SMAN BINGIN TELUK,10643901.0,N,92,92.05,72.92,72.01,76.22,72.28,77.33,0.0,11,17,1,2015,SUMATERA SELATAN,SUMATERA SELATAN,KABUPATEN MUSI RAWAS UTARA
42053,709,717006,MA NEGERI SORKAM,10263683.0,N,39,92.0,85.74,89.55,80.96,78.12,64.66,0.0,7,17,6,2015,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN TAPANULI TENGAH
38459,35,701035,SMA SWASTA AL-AZHAR MEDAN,10259130.0,S,40,91.94,83.8,88.0,80.19,76.81,67.16,0.0,7,1,35,2015,SUMATERA UTARA,SUMATERA UTARA,KOTA MEDAN
38550,126,701147,SMA SWASTA LETJEN HARYONO MT MEDAN,10210880.0,S,26,91.93,82.71,87.72,80.19,75.26,66.17,0.0,7,1,147,2015,SUMATERA UTARA,SUMATERA UTARA,KOTA MEDAN
40180,417,709172,SMA SWASTA NASIONAL PLUS CINTA BUDAYA - CHON WEN,10263528.0,S,30,91.91,85.66,88.93,80.17,78.58,67.95,0.0,7,9,172,2015,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN DELISERDANG
40941,538,711074,MA SWASTA SURYA AGUNG,60728369.0,S,2,91.9,91.0,87.5,85.0,76.75,65.65,0.0,7,11,74,2015,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN SIMALUNGUN
40943,540,711076,MA SWASTA AL-HIKMAH MARIHAT BANDAR,10263636.0,S,48,91.89,86.52,89.25,80.83,78.44,66.05,0.0,7,11,76,2015,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN SIMALUNGUN
39799,281,705014,SMA SWASTA METHODIST II TANJUNG BALAI,10258062.0,S,36,91.89,83.87,87.15,81.11,78.51,66.41,0.0,7,5,14,2015,SUMATERA UTARA,SUMATERA UTARA,KOTA TANJUNG BALAI
40924,521,711049,MA SWASTA PROYEK DEPAG SERBELAWAN,10263643.0,S,20,91.84,83.92,88.8,80.5,77.65,65.57,0.0,7,11,49,2015,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN SIMALUNGUN
39447,219,702026,SMA SWASTA MARIA GORETTI PEMATANGSIANTAR,10211682.0,S,28,91.77,84.57,88.48,79.29,77.92,65.2,0.0,7,2,26,2015,SUMATERA UTARA,SUMATERA UTARA,KOTA PEMATANGSIANTAR
40920,517,711044,MA SWASTA AL-WASHLIYAH BAH GUNUNG,10263639.0,S,39,91.74,82.61,84.73,80.77,77.92,66.0,0.0,7,11,44,2015,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN SIMALUNGUN
40175,412,709156,SMA SWASTA YAPIM BIRU BIRU,10220225.0,S,27,91.69,82.9,87.06,80.28,77.64,65.62,0.0,7,9,156,2015,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN DELISERDANG
40907,504,711027,SMA SWASTA METHODIST PERDAGANGAN,10202679.0,S,15,91.68,87.32,90.42,80.0,78.99,64.0,0.0,7,11,27,2015,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN SIMALUNGUN
40944,541,711077,MA SWASTA PEMBINA MALIGAS HULU,10263650.0,S,14,91.67,89.44,87.05,81.79,78.49,63.95,0.0,7,11,77,2015,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN SIMALUNGUN
69477,340,1908039,MA DARUL ITISHAM EMBO,60729386,S,75,91.66,80.34,77.79,39.54,64.47,61.09,0.0,19,8,39,2015,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN JENEPONTO
40949,546,711087,MA SWASTA ISLAMIYAH GAJING,10263647.0,S,20,91.65,83.38,89.43,80.5,77.9,66.0,0.0,7,11,87,2015,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN SIMALUNGUN
38577,153,701186,MA SWASTA ZENDING ISLAM INDONESIA,60728331.0,S,11,91.64,83.01,89.01,79.09,79.08,66.14,0.0,7,1,186,2015,SUMATERA UTARA,SUMATERA UTARA,KOTA MEDAN
39451,223,702031,SMA SWASTA SULTAN AGUNG PEMATANGSIANTAR,10211711.0,S,155,91.61,83.29,88.14,80.69,77.76,66.13,0.0,7,2,31,2015,SUMATERA UTARA,SUMATERA UTARA,KOTA PEMATANGSIANTAR
38578,154,701187,MA SWASTA MUALLIMIN UNIVA MEDAN,60728318.0,S,27,91.61,82.93,87.05,81.02,75.3,65.67,0.0,7,1,187,2015,SUMATERA UTARA,SUMATERA UTARA,KOTA MEDAN
38494,70,701078,SMA SWASTA W.R. SUPRATMAN 2 MEDAN,10210832.0,S,69,91.58,83.94,87.92,80.76,76.52,65.94,0.0,7,1,78,2015,SUMATERA UTARA,SUMATERA UTARA,KOTA MEDAN
40153,390,709117,SMA SWASTA MASEHI SIBIRU-BIRU,10214172.0,S,16,91.58,80.52,88.35,79.06,76.9,66.79,0.0,7,9,117,2015,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN DELISERDANG
40922,519,711047,MA SWASTA AL-IKHLAS BAH JAMBI,10263651.0,S,14,91.56,81.93,90.29,81.43,78.22,65.39,0.0,7,11,47,2015,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN SIMALUNGUN
