,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
1232,232,103101,SMA KRISTEN IPEKA TOMANG,20104424,S,58,83.52,75.72,65.82,71.69,90.0,77.8,0.0,1,3,101,2018,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
86393,245,3004174,MA NEGERI INSAN CENDEKIA SERPONG,20623314,N,15,82.27,83.87,70.33,87.5,89.33,90.86,0.0,30,4,174,2018,BANTEN,BANTEN,KOTA TANGERANG SELATAN
75466,112,2206044,SMA NEGERI BALI MANDARA,50105492,N,34,82.0,74.71,66.69,82.88,86.67,76.0,0.0,22,6,44,2018,BALI,BALI,KABUPATEN BULELENG
1806,318,104044,SMA ISLAM AL-AZHAR 1,20107304,S,27,81.19,75.7,68.7,77.5,84.92,84.0,0.0,1,4,44,2018,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
14779,154,305001,SMA NEGERI 1 SALATIGA,20328447,N,68,84.18,82.03,65.33,75.24,84.77,83.82,0.0,3,5,1,2018,JAWA TENGAH,JAWA TENGAH,KOTA SALATIGA
21057,19,401021,SMA NEGERI 10 YOGYAKARTA,20403175,N,33,84.61,70.0,68.41,68.57,84.5,81.18,0.0,4,1,21,2018,DI YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA
25639,699,514001,SMA NEGERI 1 BOJONEGORO,20504500,N,41,83.51,82.44,75.67,77.73,84.19,91.33,0.0,5,14,1,2018,JAWA TIMUR,JAWA TIMUR,KABUPATEN BOJONEGORO
21053,15,401017,SMA NEGERI 2 YOGYAKARTA,20403177,N,30,82.27,82.87,73.58,78.33,84.18,88.0,0.0,4,1,17,2018,DI YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA
11168,1731,219024,"SMA IGN SLAMET RIYADI, KABUPATEN KARAWANG",20252842,S,19,70.84,60.53,47.5,74.17,84.0,59.47,0.0,2,19,24,2018,JAWA BARAT,JAWA BARAT,KABUPATEN KARAWANG
88913,684,3008041,SMA AL - AZHARIYAH,20603182,S,19,55.58,31.47,27.5,42.5,84.0,35.0,0.0,30,8,41,2018,BANTEN,BANTEN,KABUPATEN TANGERANG
