,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
51583,87,2403007,SMA NEGERI AYOTUPAS,50300586,N,42,61.43,59.9,59.4,96.59,0.0,39.13,0.0,24,3,7,2018,NUSA TENGGARA TIMUR,KABUPATEN TTS
50535,157,2007005,SMA NEGERI 13 KONAWE SELATAN,40405048,N,51,75.61,60.43,60.29,96.25,0.0,61.63,0.0,20,7,5,2018,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN
39856,464,105159,SMA HIGHFIELD,69948835,S,8,80.5,88.75,73.13,94.17,86.25,73.33,0.0,1,5,159,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
50542,164,2007015,SMA NEGERI 12 KONAWE SELATAN,40403349,N,31,63.42,43.87,73.23,93.13,74.69,73.64,0.0,20,7,15,2018,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN
51948,452,2420033,SMAN 4 POCO RANAKA,50310691,N,16,61.88,63.25,39.84,92.73,77.5,42.5,0.0,24,20,33,2018,NUSA TENGGARA TIMUR,KABUPATEN MANGGARAI TIMUR
50480,102,2004046,SMAN 1 MAROBO,60730202,N,12,63.17,39.17,32.71,92.5,75.0,28.5,0.0,20,4,46,2018,SULAWESI TENGGARA,KABUPATEN MUNA
50619,241,2012003,SMAN 1 KULISUSU BARAT,40404133,N,32,61.69,49.81,71.64,91.25,75.63,78.27,0.0,20,12,3,2018,SULAWESI TENGGARA,KABUPATEN BUTON UTARA
45935,817,718024,MA SWASTA DARUL MURSYID,10263672,S,74,78.97,64.57,77.03,91.03,89.79,86.14,0.0,7,18,24,2018,SUMATERA UTARA,KABUPATEN TAPANULI SELATAN
50766,71,2103023,SMA NEGERI 2 SERAM UTARA,69770333,N,22,64.73,61.0,70.11,90.0,47.0,57.5,0.0,21,3,23,2018,MALUKU,MALUKU TENGAH
50997,9,2201011,SMA NEGERI 4 DENPASAR,50103124,N,297,85.69,84.28,84.78,90.0,75.45,84.02,0.0,22,1,11,2018,BALI,KOTA DENPASAR
49407,171,1710019,SMA MIS KOLONGAN,40102411,S,94,75.94,84.53,55.0,89.6,70.97,68.0,0.0,17,10,19,2018,SULAWESI UTARA,KABUPATEN MINAHASA UTARA
39852,460,105155,SMA NEGERI UNGGULAN MOHAMMAD HUSNI THAMRIN,20109933,N,76,86.08,85.66,86.74,89.56,92.17,85.0,0.0,1,5,155,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
52883,179,3004174,MA NEGERI INSAN CENDEKIA SERPONG,20623314,N,141,85.66,80.64,86.72,87.88,92.31,88.19,0.0,30,4,174,2018,BANTEN,KOTA TANGERANG SELATAN
39440,48,101080,SMA HATI SUCI,20108501,S,9,78.44,70.44,50.56,87.5,62.5,65.83,0.0,1,1,80,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
48903,98,1504043,SMAN BANUA KALSEL,30315142,N,73,83.1,82.27,75.89,87.03,83.37,83.55,0.0,15,4,43,2018,KALIMANTAN SELATAN,KABUPATEN BANJAR
53460,53,3303020,SMA NEGERI 7 KABUPATEN SORONG,60403581,N,8,74.75,68.25,74.69,86.88,0.0,0.0,0.0,33,3,20,2018,PAPUA BARAT,KABUPATEN SORONG
39534,142,103008,SMA KRISTEN 1 BPK PENABUR,20101306,S,285,84.16,81.87,88.78,86.79,88.12,85.49,0.0,1,3,8,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
50730,35,2101103,MA NURUL IKHLAS,60105602,S,14,79.43,67.14,67.14,86.25,57.5,62.75,0.0,21,1,103,2018,MALUKU,AMBON
53491,84,3307009,SMA NEGERI 6 RAJA AMPAT,60403784,N,5,56.4,73.2,88.0,86.25,0.0,65.0,0.0,33,7,9,2018,PAPUA BARAT,KABUPATEN RAJA AMPAT
51938,442,2420023,SMAN 3 POCO RANAKA,50309283,N,17,67.18,64.35,62.35,86.11,80.0,63.75,0.0,24,20,23,2018,NUSA TENGGARA TIMUR,KABUPATEN MANGGARAI TIMUR
53180,476,3008174,SMA PAHOA,20616061,S,109,84.17,84.66,81.65,85.63,82.06,86.95,0.0,30,8,174,2018,BANTEN,KABUPATEN TANGERANG
52848,144,3004021,SMA SANTA URSULA BSD,20603376,S,64,84.0,85.25,86.8,85.53,90.0,88.52,0.0,30,4,21,2018,BANTEN,KOTA TANGERANG SELATAN
39576,184,103066,SMA ABDI SISWA,20104421,S,20,83.8,81.2,70.0,85.5,77.27,76.88,0.0,1,3,66,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
52686,62,2905007,MAN INSAN CENDEKIA GORONTALO,60728785,N,90,82.71,76.71,78.83,84.89,87.93,81.67,0.0,29,5,7,2018,GORONTALO,KABUPATEN BONE BOLANGO
50565,187,2008007,SMA NEGERI 1 BINONGKO,40402335,N,40,78.15,60.8,70.5,84.69,67.5,83.04,0.0,20,8,7,2018,SULAWESI TENGGARA,KABUPATEN WAKATOBI
50633,255,2013003,SMAN 1 POLI-POLIA,40403596,N,47,67.06,46.3,49.1,84.42,48.13,72.92,0.0,20,13,3,2018,SULAWESI TENGGARA,KABUPATEN KOLAKA TIMUR
