,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
32170,939,725003,SMA NEGERI 1 SIMANINDO,10208948,N,115,75.76,73.58,80.11,92.5,57.5,75.68,0.0,7,25,3,2017,SUMATERA UTARA,KABUPATEN SAMOSIR
32122,891,723006,SMA NEGERI 1 TINADA,10261298,N,22,70.55,68.18,72.16,91.25,73.0,65.0,0.0,7,23,6,2017,SUMATERA UTARA,KABUPATEN PAKPAK BHARAT
31813,582,711039,SMA NEGERI 1 PANOMBEIAN PANEI,10202761,N,55,70.87,69.27,67.64,90.0,52.5,69.64,0.0,7,11,39,2017,SUMATERA UTARA,KABUPATEN SIMALUNGUN
31456,225,702036,MA SWASTA AL-WASHLIYAH 67,10264763,S,16,72.5,76.0,66.09,90.0,43.75,67.29,0.0,7,2,36,2017,SUMATERA UTARA,KOTA PEMATANGSIANTAR
39078,17,3102010,SMAN 10 BATAM,11002194,N,28,67.5,53.36,50.71,90.0,45.0,39.78,0.0,31,2,10,2017,KEPULAUAN RIAU,KOTA BATAM
31697,466,710001,SMA NEGERI 1 BAHOROK,10201329,N,131,73.54,71.62,86.34,89.17,70.38,70.71,0.0,7,10,1,2017,SUMATERA UTARA,KABUPATEN LANGKAT
32161,930,724050,SMA NEGERI 2 ONOHAZUMBA,69877337,N,24,75.5,77.92,73.44,87.78,0.0,74.67,0.0,7,24,50,2017,SUMATERA UTARA,KABUPATEN NIAS SELATAN
31436,205,702009,SMA SWASTA HARAPAN PEMATANGSIANTAR,10211689,S,18,72.67,72.22,60.56,87.5,0.0,72.33,0.0,7,2,9,2017,SUMATERA UTARA,KOTA PEMATANGSIANTAR
32002,771,716024,SMA NEGERI 2 TARUTUNG,10220297,N,154,68.82,68.01,73.25,87.5,49.17,73.34,0.0,7,16,24,2017,SUMATERA UTARA,KABUPATEN TAPANULI UTARA
31287,56,701065,SMA SWASTA ADVENT MEDAN,10210815,S,15,74.67,74.93,66.67,87.5,27.5,60.83,0.0,7,1,65,2017,SUMATERA UTARA,KOTA MEDAN
31793,562,711010,MA NEGERI PEMATANG BANDAR,10263653,N,153,69.91,69.79,66.68,87.25,67.14,75.44,0.0,7,11,10,2017,SUMATERA UTARA,KABUPATEN SIMALUNGUN
26153,449,105155,SMA NEGERI UNGGULAN MOHAMMAD HUSNI THAMRIN,20109933,N,75,88.13,84.21,88.77,87.04,86.57,80.48,0.0,1,5,155,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
31830,599,711080,SMA NEGERI 1 PEMATANG BANDAR,10259823,N,25,62.96,70.96,73.6,86.79,55.83,69.83,0.0,7,11,80,2017,SUMATERA UTARA,KABUPATEN SIMALUNGUN
25844,140,103008,SMA KRISTEN 1 BPK PENABUR,20101306,S,187,85.8,87.12,93.65,86.75,90.09,83.01,0.0,1,3,8,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
32190,959,726010,SMA SWASTA DHARMA UTAMA PERBAUNGAN,10209388,S,26,56.0,71.85,20.19,86.25,17.5,55.92,0.0,7,26,10,2017,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI
31899,668,714018,SMA SWASTA MUHAMMADIYAH 8 KISARAN,10204256,S,136,72.26,72.03,76.67,86.25,59.93,73.24,0.0,7,14,18,2017,SUMATERA UTARA,KABUPATEN ASAHAN
31807,576,711030,SMA SWASTA BINA GUNA TANAH JAWA,10202658,S,33,70.79,68.73,73.71,86.0,73.93,79.64,0.0,7,11,30,2017,SUMATERA UTARA,KABUPATEN SIMALUNGUN
31827,596,711073,MA SWASTA NURUL ISLAM SERAPUH,10263646,S,29,70.21,69.17,86.21,85.71,74.44,75.77,0.0,7,11,73,2017,SUMATERA UTARA,KABUPATEN SIMALUNGUN
