No,Kode,Kabupaten,JumlahSekolah,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,Tahun,KdProv,Provinsi
87.0, 0514,KABUPATEN BOJONEGORO,25,2796,74.93,53.52,41.36,45.38,56.47,54.34,55.79,2019,5,JAWA TIMUR
88.0, 0515,KABUPATEN TUBAN,22,2322,75.91,56.44,43.38,48.76,56.09,57.07,57.96,2019,5,JAWA TIMUR
89.0, 0516,KABUPATEN LAMONGAN,15,2846,73.68,53.72,42.41,42.15,52.05,56.17,55.83,2019,5,JAWA TIMUR
90.0, 0517,KABUPATEN MADIUN,14,1699,76.4,55.65,41.63,47.57,54.0,56.1,57.0,2019,5,JAWA TIMUR
91.0, 0518,KABUPATEN NGAWI,14,1941,76.98,55.46,40.32,44.92,50.62,56.5,56.68,2019,5,JAWA TIMUR
92.0, 0519,KABUPATEN MAGETAN,13,1910,77.65,58.9,41.67,45.84,55.05,58.81,58.72,2019,5,JAWA TIMUR
93.0, 0520,KABUPATEN PONOROGO,18,2225,77.63,58.28,41.34,43.7,51.25,56.5,57.72,2019,5,JAWA TIMUR
94.0, 0521,KABUPATEN PACITAN,9,856,78.0,57.84,41.24,47.62,53.01,57.25,58.16,2019,5,JAWA TIMUR
95.0, 0522,KABUPATEN KEDIRI,19,2856,76.63,53.99,40.14,45.91,50.21,53.58,55.62,2019,5,JAWA TIMUR
96.0, 0523,KABUPATEN NGANJUK,17,2724,75.06,54.92,40.57,47.05,54.46,56.72,56.3,2019,5,JAWA TIMUR
97.0, 0524,KABUPATEN BLITAR,10,1784,80.38,60.69,42.93,46.69,54.17,59.11,59.86,2019,5,JAWA TIMUR
98.0, 0525,KABUPATEN TULUNGAGUNG,14,2818,78.06,62.75,46.97,49.22,56.11,62.18,61.95,2019,5,JAWA TIMUR
99.0, 0526,KABUPATEN TRENGGALEK,14,1605,77.34,58.23,41.63,50.61,56.68,59.79,58.93,2019,5,JAWA TIMUR
100.0, 0527,KABUPATEN MALANG,16,2367,80.84,62.52,45.3,48.38,56.68,61.34,61.6,2019,5,JAWA TIMUR
101.0, 0528,KABUPATEN PASURUAN,10,1751,78.07,59.36,44.6,47.04,48.92,59.22,59.51,2019,5,JAWA TIMUR
102.0, 0529,KABUPATEN PROBOLINGGO,17,1376,67.84,47.26,35.37,41.86,45.41,48.5,49.51,2019,5,JAWA TIMUR
103.0, 0530,KABUPATEN LUMAJANG,13,1785,75.68,55.68,42.87,50.5,60.71,54.23,57.22,2019,5,JAWA TIMUR
104.0, 0531,KABUPATEN BONDOWOSO,11,1370,70.67,52.39,36.9,41.67,47.58,52.73,52.71,2019,5,JAWA TIMUR
105.0, 0532,KABUPATEN SITUBONDO,11,1430,71.0,53.12,40.86,43.38,49.71,52.68,53.96,2019,5,JAWA TIMUR
106.0, 0533,KABUPATEN JEMBER,21,3872,75.17,58.39,43.47,46.11,57.33,56.87,58.11,2019,5,JAWA TIMUR
107.0, 0534,KABUPATEN BANYUWANGI,21,3710,75.87,58.36,44.24,44.6,55.04,59.31,58.69,2019,5,JAWA TIMUR
108.0, 0535,KABUPATEN PAMEKASAN,11,1797,66.55,48.71,39.24,45.86,52.88,49.92,51.06,2019,5,JAWA TIMUR
109.0, 0536,KABUPATEN SAMPANG,11,1009,60.09,44.32,37.3,48.15,49.48,47.06,47.27,2019,5,JAWA TIMUR
110.0, 0537,KABUPATEN SUMENEP,13,1655,64.74,46.41,35.95,40.58,51.15,47.19,48.48,2019,5,JAWA TIMUR
111.0, 0538,KABUPATEN BANGKALAN,10,1808,65.4,49.94,41.45,49.25,50.48,52.64,52.23,2019,5,JAWA TIMUR
112.0, 0601,KOTA BANDA ACEH,19,1951,82.87,77.67,70.08,84.47,81.43,76.3,78.8,2015,6,ACEH
113.0, 0602,KOTA SABANG,3,172,76.25,76.87,46.79,76.53,77.02,66.46,69.99,2015,6,ACEH
114.0, 0603,KOTA LHOKSEUMAWE,9,1113,72.03,68.09,65.44,67.02,71.83,68.94,68.89,2015,6,ACEH
115.0, 0604,KOTA LANGSA,7,1218,79.97,69.59,69.56,64.79,81.08,72.47,72.91,2015,6,ACEH
116.0, 0605,KOTA SUBULUSSALAM,7,404,79.46,71.99,79.16,77.11,62.0,59.39,71.52,2015,6,ACEH
117.0, 0606,KABUPATEN ACEH BESAR,34,1614,70.41,74.47,61.11,74.78,72.4,69.3,70.41,2015,6,ACEH
118.0, 0607,KABUPATEN PIDIE,30,2754,81.74,74.09,72.59,74.78,73.77,69.32,74.38,2015,6,ACEH
119.0, 0608,KABUPATEN PIDIE JAYA,14,1269,75.96,65.67,71.58,78.71,87.96,72.49,75.4,2015,6,ACEH
120.0, 0609,KABUPATEN BIREUEN,30,2296,62.93,63.68,57.87,61.85,62.77,59.94,61.51,2015,6,ACEH
121.0, 0610,KABUPATEN ACEH TENGAH,20,1075,74.73,74.48,77.64,74.85,73.86,79.58,75.86,2015,6,ACEH
122.0, 0611,KABUPATEN BENER MERIAH,14,710,74.26,74.49,77.37,74.11,73.57,78.89,75.45,2015,6,ACEH
123.0, 0612,KABUPATEN ACEH UTARA,42,3202,68.46,65.99,59.82,61.87,70.11,69.3,65.93,2015,6,ACEH
124.0, 0613,KABUPATEN ACEH TIMUR,26,1699,71.75,71.04,65.35,64.14,68.77,55.1,66.03,2015,6,ACEH
125.0, 0614,KABUPATEN ACEH TAMIANG,17,1447,79.41,69.84,63.51,67.43,78.44,71.79,71.74,2015,6,ACEH
126.0, 0615,KABUPATEN ACEH SINGKIL,11,591,74.29,68.12,60.68,71.95,65.35,60.74,66.86,2015,6,ACEH
127.0, 0616,KABUPATEN ACEH JAYA,10,293,63.4,68.35,71.14,80.5,54.08,73.74,68.54,2015,6,ACEH
128.0, 0617,KABUPATEN ACEH BARAT,18,1030,76.76,72.24,50.11,68.53,71.58,58.69,66.32,2015,6,ACEH
129.0, 0618,KABUPATEN NAGAN RAYA,17,860,74.99,68.18,69.59,61.81,66.4,58.14,66.52,2015,6,ACEH
130.0, 0619,KABUPATEN SIMEULUE,17,625,73.61,74.13,65.32,70.15,71.67,72.56,71.24,2015,6,ACEH
131.0, 0620,KABUPATEN ACEH BARAT DAYA,12,977,56.54,56.07,39.83,54.81,44.55,48.43,50.04,2015,6,ACEH
132.0, 0621,KABUPATEN ACEH SELATAN,25,1407,79.45,71.69,59.32,72.78,67.0,63.41,68.94,2015,6,ACEH
133.0, 0622,KABUPATEN ACEH TENGGARA,19,1427,72.3,74.54,76.86,74.27,73.66,78.7,75.06,2015,6,ACEH
134.0, 0623,KABUPATEN GAYO LUES,13,601,72.31,73.95,76.49,76.54,72.59,78.2,75.01,2015,6,ACEH
112.0, 0601,KOTA BANDA ACEH,19,1880,64.79,58.92,55.04,55.21,53.82,60.96,58.12,2016,6,ACEH
113.0, 0602,KOTA SABANG,3,227,58.48,53.86,46.72,58.25,46.78,58.58,53.78,2016,6,ACEH
114.0, 0603,KOTA LHOKSEUMAWE,9,1020,57.35,44.62,34.5,39.58,37.1,48.8,43.66,2016,6,ACEH
115.0, 0604,KOTA LANGSA,7,974,57.59,52.67,46.85,51.03,45.67,58.15,51.99,2016,6,ACEH
116.0, 0605,KOTA SUBULUSSALAM,8,451,64.74,57.33,78.82,72.92,65.87,62.93,67.1,2016,6,ACEH
117.0, 0606,KABUPATEN ACEH BESAR,34,1598,55.45,51.07,47.36,54.48,46.83,55.35,51.76,2016,6,ACEH
118.0, 0607,KABUPATEN PIDIE,31,2540,52.75,37.64,27.94,33.99,29.16,38.25,36.62,2016,6,ACEH
119.0, 0608,KABUPATEN PIDIE JAYA,14,1092,49.3,51.16,45.39,53.78,36.25,49.74,47.6,2016,6,ACEH
120.0, 0609,KABUPATEN BIREUEN,29,2280,53.82,39.35,32.07,39.09,33.83,41.78,39.99,2016,6,ACEH
121.0, 0610,KABUPATEN ACEH TENGAH,20,1109,70.46,72.18,73.16,70.82,66.89,74.96,71.41,2016,6,ACEH
122.0, 0611,KABUPATEN BENER MERIAH,18,793,56.63,46.44,34.25,40.84,35.81,45.26,43.21,2016,6,ACEH
123.0, 0612,KABUPATEN ACEH UTARA,40,2633,53.91,47.4,37.58,50.7,36.76,48.7,45.84,2016,6,ACEH
124.0, 0613,KABUPATEN ACEH TIMUR,25,1673,51.94,46.18,34.8,43.7,31.04,45.48,42.19,2016,6,ACEH
125.0, 0614,KABUPATEN ACEH TAMIANG,17,1442,60.85,48.3,42.42,44.8,45.82,53.44,49.27,2016,6,ACEH
126.0, 0615,KABUPATEN ACEH SINGKIL,12,577,58.82,42.78,44.55,41.17,41.93,43.8,45.51,2016,6,ACEH
127.0, 0616,KABUPATEN ACEH JAYA,10,347,68.43,59.54,66.69,62.57,59.31,60.84,62.9,2016,6,ACEH
128.0, 0617,KABUPATEN ACEH BARAT,19,1028,59.32,50.0,50.89,54.55,49.96,51.68,52.73,2016,6,ACEH
129.0, 0618,KABUPATEN NAGAN RAYA,18,870,69.51,50.61,69.52,57.37,67.95,56.88,61.97,2016,6,ACEH
130.0, 0619,KABUPATEN SIMEULUE,19,633,55.0,53.29,47.78,41.66,38.05,46.67,47.08,2016,6,ACEH
131.0, 0620,KABUPATEN ACEH BARAT DAYA,14,934,54.74,39.22,33.14,37.77,39.01,45.02,41.48,2016,6,ACEH
132.0, 0621,KABUPATEN ACEH SELATAN,25,1333,63.76,50.76,63.49,62.56,59.04,54.66,59.05,2016,6,ACEH
133.0, 0622,KABUPATEN ACEH TENGGARA,21,1296,65.95,68.92,68.83,67.02,65.89,70.08,67.78,2016,6,ACEH
134.0, 0623,KABUPATEN GAYO LUES,13,512,53.91,38.81,31.97,37.0,28.98,39.79,38.41,2016,6,ACEH
112.0, 0601,KOTA BANDA ACEH,19,2011,71.75,56.97,49.99,38.32,49.58,50.75,56.77,2017,6,ACEH
113.0, 0602,KOTA SABANG,3,189,58.92,38.68,28.61,34.17,31.25,39.81,41.06,2017,6,ACEH
114.0, 0603,KOTA LHOKSEUMAWE,9,1024,62.91,40.75,32.88,39.46,39.01,40.54,44.2,2017,6,ACEH
115.0, 0604,KOTA LANGSA,7,1016,63.42,49.17,44.6,35.04,46.55,37.07,48.89,2017,6,ACEH
116.0, 0605,KOTA SUBULUSSALAM,8,435,59.17,42.52,34.31,39.62,43.8,44.44,44.83,2017,6,ACEH
117.0, 0606,KABUPATEN ACEH BESAR,34,1365,59.01,36.18,31.12,41.92,46.09,38.87,41.51,2017,6,ACEH
118.0, 0607,KABUPATEN PIDIE,30,2678,54.16,31.33,27.88,36.53,39.39,33.49,36.81,2017,6,ACEH
119.0, 0608,KABUPATEN PIDIE JAYA,14,1129,56.91,47.92,48.92,28.15,36.06,38.82,47.91,2017,6,ACEH
120.0, 0609,KABUPATEN BIREUEN,31,2399,57.82,32.31,28.67,34.61,35.87,36.23,38.73,2017,6,ACEH
121.0, 0610,KABUPATEN ACEH TENGAH,21,1109,58.55,42.1,31.61,34.05,38.96,41.68,43.32,2017,6,ACEH
122.0, 0611,KABUPATEN BENER MERIAH,18,793,60.51,32.22,29.27,32.84,36.85,37.93,39.88,2017,6,ACEH
123.0, 0612,KABUPATEN ACEH UTARA,40,3011,54.49,32.77,29.46,31.95,39.62,36.32,38.19,2017,6,ACEH
124.0, 0613,KABUPATEN ACEH TIMUR,27,1890,54.97,34.37,30.06,30.3,32.16,31.41,37.69,2017,6,ACEH
125.0, 0614,KABUPATEN ACEH TAMIANG,17,1563,64.03,36.66,31.53,38.33,44.55,42.21,43.6,2017,6,ACEH
126.0, 0615,KABUPATEN ACEH SINGKIL,11,589,59.69,38.33,33.85,35.59,42.5,42.0,43.33,2017,6,ACEH
127.0, 0616,KABUPATEN ACEH JAYA,11,349,59.75,53.29,40.4,29.42,42.5,41.09,48.4,2017,6,ACEH
128.0, 0617,KABUPATEN ACEH BARAT,19,993,62.21,46.93,40.8,38.78,37.96,35.89,46.62,2017,6,ACEH
129.0, 0618,KABUPATEN NAGAN RAYA,18,995,53.85,31.22,29.13,34.18,39.1,35.07,37.37,2017,6,ACEH
130.0, 0619,KABUPATEN SIMEULUE,21,701,56.24,45.92,32.99,30.79,49.26,42.79,44.4,2017,6,ACEH
131.0, 0620,KABUPATEN ACEH BARAT DAYA,14,932,60.47,32.65,30.29,34.89,42.12,38.3,40.43,2017,6,ACEH
132.0, 0621,KABUPATEN ACEH SELATAN,30,1513,61.63,36.69,31.33,40.31,44.04,40.6,42.65,2017,6,ACEH
133.0, 0622,KABUPATEN ACEH TENGGARA,22,1289,48.32,35.9,27.73,29.58,34.35,32.89,36.15,2017,6,ACEH
134.0, 0623,KABUPATEN GAYO LUES,13,567,54.03,34.82,30.48,38.0,35.67,32.08,38.07,2017,6,ACEH
112.0, 0601,KOTA BANDA ACEH,19,2177,66.82,54.28,34.42,36.48,47.79,47.79,50.34,2018,6,ACEH
113.0, 0602,KOTA SABANG,3,231,57.68,46.34,28.04,31.25,33.58,40.5,42.83,2018,6,ACEH
114.0, 0603,KOTA LHOKSEUMAWE,9,1106,61.22,47.22,30.97,39.39,41.54,40.36,44.96,2018,6,ACEH
115.0, 0604,KOTA LANGSA,7,1035,62.6,45.79,30.9,34.47,44.58,42.18,45.25,2018,6,ACEH
116.0, 0605,KOTA SUBULUSSALAM,8,500,60.63,42.51,28.64,55.44,46.88,40.92,43.78,2018,6,ACEH
117.0, 0606,KABUPATEN ACEH BESAR,33,1346,57.68,41.07,29.44,43.21,48.96,40.51,42.45,2018,6,ACEH
118.0, 0607,KABUPATEN PIDIE,32,2843,54.05,35.34,25.61,34.75,44.01,36.28,37.91,2018,6,ACEH
119.0, 0608,KABUPATEN PIDIE JAYA,14,1178,52.17,34.2,25.91,33.12,37.33,35.58,36.99,2018,6,ACEH
120.0, 0609,KABUPATEN BIREUEN,31,2479,55.13,34.96,24.73,30.96,35.69,35.59,37.53,2018,6,ACEH
121.0, 0610,KABUPATEN ACEH TENGAH,21,1125,59.67,42.06,28.62,39.11,42.15,45.62,43.76,2018,6,ACEH
122.0, 0611,KABUPATEN BENER MERIAH,18,703,58.71,38.55,25.76,32.74,40.74,40.32,40.57,2018,6,ACEH
123.0, 0612,KABUPATEN ACEH UTARA,40,2781,53.48,37.21,25.23,30.98,40.08,37.78,38.3,2018,6,ACEH
124.0, 0613,KABUPATEN ACEH TIMUR,28,1709,53.67,34.77,24.86,31.89,38.48,34.65,36.97,2018,6,ACEH
125.0, 0614,KABUPATEN ACEH TAMIANG,17,1592,60.84,39.83,27.24,32.41,42.9,40.75,42.03,2018,6,ACEH
126.0, 0615,KABUPATEN ACEH SINGKIL,11,661,55.64,39.05,26.05,34.13,37.39,38.25,39.63,2018,6,ACEH
127.0, 0616,KABUPATEN ACEH JAYA,11,351,55.42,43.16,27.71,33.0,50.0,43.07,42.4,2018,6,ACEH
128.0, 0617,KABUPATEN ACEH BARAT,19,1099,58.89,41.84,26.6,38.8,39.66,40.91,41.96,2018,6,ACEH
129.0, 0618,KABUPATEN NAGAN RAYA,18,1011,52.66,33.8,23.41,30.85,41.42,33.87,36.04,2018,6,ACEH
130.0, 0619,KABUPATEN SIMEULUE,21,700,51.56,41.63,26.66,31.89,36.32,36.62,38.97,2018,6,ACEH
131.0, 0620,KABUPATEN ACEH BARAT DAYA,14,1076,57.33,36.45,25.25,35.62,39.63,37.4,39.13,2018,6,ACEH
132.0, 0621,KABUPATEN ACEH SELATAN,30,1531,59.89,40.03,26.5,36.89,42.84,40.79,41.74,2018,6,ACEH
133.0, 0622,KABUPATEN ACEH TENGGARA,23,1484,48.6,35.31,25.97,32.41,36.02,34.47,36.02,2018,6,ACEH
134.0, 0623,KABUPATEN GAYO LUES,13,588,53.24,32.11,23.95,37.22,44.08,33.23,35.9,2018,6,ACEH
112.0, 0601,KOTA BANDA ACEH,19,2060,68.17,53.86,37.21,39.74,48.16,48.53,51.58,2019,6,ACEH
113.0, 0602,KOTA SABANG,3,221,61.29,46.25,29.91,35.25,43.5,42.84,44.91,2019,6,ACEH
114.0, 0603,KOTA LHOKSEUMAWE,9,1081,62.54,47.85,33.74,38.83,39.62,43.88,46.74,2019,6,ACEH
115.0, 0604,KOTA LANGSA,7,1103,61.13,45.05,34.13,37.34,41.47,44.59,45.87,2019,6,ACEH
116.0, 0605,KOTA SUBULUSSALAM,8,556,59.3,41.52,37.33,51.69,43.2,47.46,46.5,2019,6,ACEH
117.0, 0606,KABUPATEN ACEH BESAR,34,1567,57.87,43.28,33.67,41.61,45.05,42.75,44.42,2019,6,ACEH
118.0, 0607,KABUPATEN PIDIE,32,2747,54.1,38.72,31.39,34.41,41.42,40.08,40.94,2019,6,ACEH
119.0, 0608,KABUPATEN PIDIE JAYA,14,1205,48.92,38.11,31.34,37.02,40.25,40.59,39.66,2019,6,ACEH
120.0, 0609,KABUPATEN BIREUEN,31,2435,55.98,39.96,30.69,36.5,39.23,41.23,41.88,2019,6,ACEH
121.0, 0610,KABUPATEN ACEH TENGAH,21,1090,59.88,44.14,33.35,36.35,42.01,46.27,45.54,2019,6,ACEH
122.0, 0611,KABUPATEN BENER MERIAH,17,719,57.76,39.88,30.71,32.95,39.51,42.28,42.11,2019,6,ACEH
123.0, 0612,KABUPATEN ACEH UTARA,41,2951,51.69,39.18,32.51,35.47,39.43,41.7,41.06,2019,6,ACEH
124.0, 0613,KABUPATEN ACEH TIMUR,32,1976,51.98,38.56,30.65,34.26,37.52,40.77,40.21,2019,6,ACEH
125.0, 0614,KABUPATEN ACEH TAMIANG,22,1726,60.75,41.49,31.64,36.72,40.72,43.74,44.19,2019,6,ACEH
126.0, 0615,KABUPATEN ACEH SINGKIL,12,627,59.29,40.47,31.23,37.68,38.62,43.58,43.44,2019,6,ACEH
127.0, 0616,KABUPATEN ACEH JAYA,12,363,56.37,42.7,32.47,36.07,50.86,44.35,44.08,2019,6,ACEH
128.0, 0617,KABUPATEN ACEH BARAT,19,1070,58.66,42.61,31.39,40.72,40.35,45.3,44.2,2019,6,ACEH
129.0, 0618,KABUPATEN NAGAN RAYA,18,973,52.18,38.36,30.41,34.69,39.42,40.36,40.18,2019,6,ACEH
130.0, 0619,KABUPATEN SIMEULUE,22,693,51.77,40.29,31.7,36.42,40.36,41.92,41.22,2019,6,ACEH
131.0, 0620,KABUPATEN ACEH BARAT DAYA,14,1032,56.87,39.27,31.41,33.8,37.97,41.09,42.0,2019,6,ACEH
132.0, 0621,KABUPATEN ACEH SELATAN,32,1457,61.11,42.03,34.03,41.08,44.96,46.16,45.69,2019,6,ACEH
133.0, 0622,KABUPATEN ACEH TENGGARA,23,1427,48.72,39.73,34.7,43.85,38.96,40.64,40.99,2019,6,ACEH
134.0, 0623,KABUPATEN GAYO LUES,13,610,51.62,37.85,29.71,37.08,36.99,39.34,39.41,2019,6,ACEH
135.0, 0701,KOTA MEDAN,24,5377,88.85,82.51,80.67,88.93,88.95,79.74,84.94,2015,7,SUMATERA UTARA
136.0, 0702,KOTA PEMATANGSIANTAR,7,1355,86.57,82.91,80.98,89.52,90.84,81.29,85.35,2015,7,SUMATERA UTARA
137.0, 0703,KOTA BINJAI,8,1517,85.28,80.28,78.65,87.18,85.83,76.11,82.22,2015,7,SUMATERA UTARA
138.0, 0704,KOTA TEBING TINGGI,5,685,82.73,71.87,65.68,72.58,73.74,71.72,73.05,2015,7,SUMATERA UTARA
139.0, 0705,KOTA TANJUNG BALAI,8,985,75.36,74.67,69.97,81.47,72.82,74.79,74.85,2015,7,SUMATERA UTARA
140.0, 0706,KOTA SIBOLGA,5,626,74.72,67.68,65.45,78.17,67.99,70.24,70.71,2015,7,SUMATERA UTARA
141.0, 0707,KOTA PADANGSIDIMPUAN,10,1528,81.19,67.48,65.33,87.59,83.97,80.94,77.75,2015,7,SUMATERA UTARA
142.0, 0708,KOTA GUNUNGSITOLI,6,514,79.15,78.48,75.43,85.07,82.02,78.52,79.78,2015,7,SUMATERA UTARA
143.0, 0709,KABUPATEN DELISERDANG,17,1800,85.91,81.64,79.35,87.89,84.16,73.78,82.12,2015,7,SUMATERA UTARA
144.0, 0710,KABUPATEN LANGKAT,21,2083,85.89,77.89,72.27,82.46,81.45,74.81,79.13,2015,7,SUMATERA UTARA
145.0, 0711,KABUPATEN SIMALUNGUN,21,1954,87.01,81.75,79.55,87.4,90.17,80.33,84.37,2015,7,SUMATERA UTARA
146.0, 0712,KABUPATEN KARO,14,1218,82.88,75.98,79.06,80.2,84.25,74.67,79.51,2015,7,SUMATERA UTARA
147.0, 0713,KABUPATEN DAIRI,14,1443,78.93,67.66,61.99,74.55,69.98,67.1,70.04,2015,7,SUMATERA UTARA
148.0, 0714,KABUPATEN ASAHAN,18,1763,84.39,78.49,71.62,79.52,81.02,75.91,78.49,2015,7,SUMATERA UTARA
149.0, 0715,KABUPATEN LABUHANBATU,13,1654,83.78,76.71,81.36,75.34,79.35,66.96,77.25,2015,7,SUMATERA UTARA
150.0, 0716,KABUPATEN TAPANULI UTARA,16,1537,82.95,70.14,71.77,78.2,80.03,73.23,76.05,2015,7,SUMATERA UTARA
151.0, 0717,KABUPATEN TAPANULI TENGAH,16,1118,78.96,70.4,75.12,71.92,67.5,68.34,72.04,2015,7,SUMATERA UTARA
152.0, 0718,KABUPATEN TAPANULI SELATAN,11,813,64.49,47.39,30.94,43.06,38.09,34.78,43.13,2015,7,SUMATERA UTARA
153.0, 0719,KABUPATEN NIAS,5,249,56.85,40.04,32.12,34.96,29.77,37.6,38.56,2015,7,SUMATERA UTARA
154.0, 0720,KABUPATEN TOBA SAMOSIR,10,1050,81.89,66.96,77.46,80.25,80.24,75.6,77.07,2015,7,SUMATERA UTARA
155.0, 0721,KABUPATEN MANDAILING NATAL,24,1784,66.67,48.35,37.57,44.77,39.73,42.64,46.62,2015,7,SUMATERA UTARA
156.0, 0722,KABUPATEN HUMBANG HASUNDUTAN,13,929,75.88,62.86,61.87,67.01,57.9,57.54,63.84,2015,7,SUMATERA UTARA
157.0, 0723,KABUPATEN PAKPAK BHARAT,5,230,85.72,81.93,80.46,88.18,90.17,81.1,84.59,2015,7,SUMATERA UTARA
158.0, 0724,KABUPATEN NIAS SELATAN,30,1035,62.97,59.73,48.81,52.92,51.72,52.69,54.81,2015,7,SUMATERA UTARA
159.0, 0725,KABUPATEN SAMOSIR,8,586,86.1,79.64,73.47,78.71,89.35,73.08,80.06,2015,7,SUMATERA UTARA
160.0, 0726,KABUPATEN SERDANG BEDAGAI,19,1211,88.68,82.84,80.27,87.82,87.11,80.5,84.54,2015,7,SUMATERA UTARA
161.0, 0727,KABUPATEN BATUBARA,7,742,75.82,69.06,63.44,73.83,64.64,67.69,69.08,2015,7,SUMATERA UTARA
162.0, 0728,KABUPATEN PADANGLAWAS UTARA,10,544,61.11,51.9,37.45,56.43,40.93,44.15,48.66,2015,7,SUMATERA UTARA
163.0, 0729,KABUPATEN PADANGLAWAS,11,586,78.9,64.91,68.53,69.38,74.99,68.61,70.89,2015,7,SUMATERA UTARA
164.0, 0730,KABUPATEN LABUHANBATU UTARA,10,918,72.48,67.54,69.35,58.05,73.94,66.33,67.95,2015,7,SUMATERA UTARA
165.0, 0731,KABUPATEN LABUHANBATU SELATAN,8,560,78.34,71.17,66.21,68.13,64.4,61.39,68.27,2015,7,SUMATERA UTARA
166.0, 0732,KABUPATEN NIAS UTARA,6,280,79.81,73.54,66.99,72.56,47.62,62.19,67.12,2015,7,SUMATERA UTARA
167.0, 0733,KABUPATEN NIAS BARAT,9,483,63.48,62.68,51.09,59.07,58.25,51.34,57.65,2015,7,SUMATERA UTARA
135.0, 0701,KOTA MEDAN,24,5862,76.61,70.25,74.54,81.94,87.76,77.44,78.09,2016,7,SUMATERA UTARA
136.0, 0702,KOTA PEMATANGSIANTAR,7,1451,76.76,69.89,70.59,82.6,87.87,76.6,77.39,2016,7,SUMATERA UTARA
137.0, 0703,KOTA BINJAI,8,1368,72.1,66.87,65.91,74.57,79.9,73.98,72.22,2016,7,SUMATERA UTARA
138.0, 0704,KOTA TEBING TINGGI,5,778,71.12,59.45,51.28,59.32,64.92,67.81,62.32,2016,7,SUMATERA UTARA
139.0, 0705,KOTA TANJUNG BALAI,8,970,68.33,64.57,64.49,77.57,72.35,73.28,70.1,2016,7,SUMATERA UTARA
140.0, 0706,KOTA SIBOLGA,5,612,68.26,63.06,67.06,71.63,73.43,68.54,68.66,2016,7,SUMATERA UTARA
141.0, 0707,KOTA PADANGSIDIMPUAN,10,1541,69.52,54.53,75.71,77.48,79.76,72.47,71.58,2016,7,SUMATERA UTARA
142.0, 0708,KOTA GUNUNGSITOLI,7,518,70.2,66.89,67.86,76.35,78.8,72.48,72.1,2016,7,SUMATERA UTARA
143.0, 0709,KABUPATEN DELISERDANG,17,2039,73.05,64.44,62.93,72.57,78.39,75.38,71.13,2016,7,SUMATERA UTARA
144.0, 0710,KABUPATEN LANGKAT,21,1913,70.53,67.39,61.51,78.49,80.33,72.35,71.77,2016,7,SUMATERA UTARA
145.0, 0711,KABUPATEN SIMALUNGUN,21,2009,73.73,67.51,62.31,78.2,84.48,72.48,73.12,2016,7,SUMATERA UTARA
146.0, 0712,KABUPATEN KARO,14,1176,75.45,67.78,67.42,76.17,85.0,68.81,73.44,2016,7,SUMATERA UTARA
147.0, 0713,KABUPATEN DAIRI,14,1322,73.2,66.07,70.6,76.68,83.24,73.54,73.89,2016,7,SUMATERA UTARA
148.0, 0714,KABUPATEN ASAHAN,18,1842,65.13,59.95,51.56,64.47,62.64,64.49,61.37,2016,7,SUMATERA UTARA
149.0, 0715,KABUPATEN LABUHANBATU,15,1779,75.78,76.23,78.3,80.41,85.1,74.9,78.45,2016,7,SUMATERA UTARA
150.0, 0716,KABUPATEN TAPANULI UTARA,17,1656,64.76,47.84,38.48,50.9,38.8,51.13,48.65,2016,7,SUMATERA UTARA
151.0, 0717,KABUPATEN TAPANULI TENGAH,16,1280,65.73,51.99,50.69,54.35,54.2,57.84,55.8,2016,7,SUMATERA UTARA
152.0, 0718,KABUPATEN TAPANULI SELATAN,11,916,60.57,42.66,38.48,44.14,46.65,47.36,46.64,2016,7,SUMATERA UTARA
153.0, 0719,KABUPATEN NIAS,5,224,56.06,40.49,33.53,43.43,39.88,43.03,42.74,2016,7,SUMATERA UTARA
154.0, 0720,KABUPATEN TOBA SAMOSIR,12,1110,67.72,58.75,52.65,65.79,55.78,63.42,60.69,2016,7,SUMATERA UTARA
155.0, 0721,KABUPATEN MANDAILING NATAL,24,1671,61.57,43.41,38.85,45.1,40.69,46.5,46.02,2016,7,SUMATERA UTARA
156.0, 0722,KABUPATEN HUMBANG HASUNDUTAN,13,1061,65.47,43.8,36.98,46.87,41.62,49.7,47.41,2016,7,SUMATERA UTARA
157.0, 0723,KABUPATEN PAKPAK BHARAT,5,239,73.8,68.24,61.23,80.75,84.24,71.4,73.28,2016,7,SUMATERA UTARA
158.0, 0724,KABUPATEN NIAS SELATAN,30,1186,54.17,49.16,46.92,49.8,47.43,48.6,49.35,2016,7,SUMATERA UTARA
159.0, 0725,KABUPATEN SAMOSIR,8,664,75.61,67.74,68.14,81.61,86.93,75.21,75.87,2016,7,SUMATERA UTARA
160.0, 0726,KABUPATEN SERDANG BEDAGAI,19,1302,74.88,66.65,65.14,80.94,86.63,77.2,75.24,2016,7,SUMATERA UTARA
161.0, 0727,KABUPATEN BATUBARA,8,880,64.63,64.27,60.79,73.11,68.51,69.64,66.83,2016,7,SUMATERA UTARA
162.0, 0728,KABUPATEN PADANGLAWAS UTARA,10,509,59.0,46.8,55.17,59.41,60.88,53.94,55.87,2016,7,SUMATERA UTARA
163.0, 0729,KABUPATEN PADANGLAWAS,11,644,75.8,61.77,69.01,63.44,76.14,67.03,68.87,2016,7,SUMATERA UTARA
