No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
2,2901001,SMK NEGERI 1 GORONTALO,40501065,N,810,64.28,55.08,39.07,75.88,"58,58",29,1,1,2015,GORONTALO,KOTA GORONTALO
4,2901002,SMK NEGERI 2 GORONTALO,40501064,N,230,57.38,47.76,27.95,73.19,"51,57",29,1,2,2015,GORONTALO,KOTA GORONTALO
6,2901003,SMK NEGERI 3 GORONTALO,40501063,N,346,56.61,42.02,31.36,73.38,"50,84",29,1,3,2015,GORONTALO,KOTA GORONTALO
8,2901004,SMK NEGERI 4 GORONTALO,40501062,N,87,61.61,36.3,30.92,76.39,"51,31",29,1,4,2015,GORONTALO,KOTA GORONTALO
10,2901005,SMK BINA TARUNA GORONTALO,40501067,S,15,52.31,32.4,25.17,73.82,"45,93",29,1,5,2015,GORONTALO,KOTA GORONTALO
12,2901006,SMK TIRTAYASA,40501849,S,50,53.13,36.16,27.5,72.26,"47,26",29,1,6,2015,GORONTALO,KOTA GORONTALO
14,2901007,SMK PGRI KOTA GORONTALO,40503110,S,7,50.34,28.86,18.93,74.69,"43,21",29,1,7,2015,GORONTALO,KOTA GORONTALO
16,2901008,SMK NEGERI 5 GORONTALO,40502652,N,116,60.57,37.16,37.35,72.21,"51,82",29,1,8,2015,GORONTALO,KOTA GORONTALO
18,2901009,SMK KESEHATAN BAKTI NUSANTARA GORONTALO,40502737,S,72,63.8,41.22,28.68,75.84,"52,39",29,1,9,2015,GORONTALO,KOTA GORONTALO
20,2902001,SMK NEGERI 1 LIMBOTO,40500380,N,313,60.52,47.95,37.84,79.62,"56,48",29,2,1,2015,GORONTALO,KABUPATEN GORONTALO
22,2902002,SMK TEKNOLOGI MUHAMMADIYAH LIMBOTO,40500366,S,64,55.17,48.41,24.65,77.49,"51,43",29,2,2,2015,GORONTALO,KABUPATEN GORONTALO
24,2902003,SMK NEGERI 1 BATUDAA,40502460,N,277,59.27,68.32,73.2,86.78,"71,89",29,2,3,2015,GORONTALO,KABUPATEN GORONTALO
26,2902004,SMK NEGERI 2  LIMBOTO,40500473,N,114,63.96,77.25,74.14,83.54,"74,72",29,2,4,2015,GORONTALO,KABUPATEN GORONTALO
28,2902005,SMK NEGERI 1 MOOTILANGO,40501858,N,178,61.71,47.43,50.11,81.86,"60,28",29,2,5,2015,GORONTALO,KABUPATEN GORONTALO
30,2902006,SMK GOTONG ROYONG TELAGA,40501577,S,216,52.82,42.05,34.44,81.61,"52,73",29,2,6,2015,GORONTALO,KABUPATEN GORONTALO
32,2902007,SMK ALMAMATER TELAGA,40500459,S,71,47.33,46.54,26.48,75.59,"48,99",29,2,7,2015,GORONTALO,KABUPATEN GORONTALO
34,2902008,SMK NEGERI 1 PULUBALA,40501856,N,122,59.26,58.56,64.41,81.15,"65,85",29,2,8,2015,GORONTALO,KABUPATEN GORONTALO
36,2902009,SMK NEGERI 1 BATUDAA PANTAI,40502672,N,26,61.43,60.92,36.15,77.58,"59,02",29,2,9,2015,GORONTALO,KABUPATEN GORONTALO
38,2902010,SMK NEGERI 1 DUNGALIYO,40502673,N,74,57.61,56.95,68.45,75.09,"64,53",29,2,10,2015,GORONTALO,KABUPATEN GORONTALO
40,2902011,SMK PARIWISATA BUBOHU,40502706,S,27,60.32,51.04,30.46,73.15,"53,74",29,2,11,2015,GORONTALO,KABUPATEN GORONTALO
42,2902012,SMK CENDEKIA BOLIYOHUTO,69829540,S,12,77.53,38.17,46.04,69.58,"57,83",29,2,12,2015,GORONTALO,KABUPATEN GORONTALO
44,2903001,SMK NEGERI 1 BOALEMO,40500181,N,193,53.87,72.86,32.64,75.87,"58,81",29,3,1,2015,GORONTALO,KABUPATEN BOALEMO
46,2903002,SMK NEGERI 1 MANANGGU,40500164,N,65,61.66,50.43,45.5,76.87,"58,62",29,3,2,2015,GORONTALO,KABUPATEN BOALEMO
48,2903003,SMK NEGERI 1 PAGUYAMAN PANTAI,40500148,N,27,67.9,74.15,73.06,82.78,"74,47",29,3,3,2015,GORONTALO,KABUPATEN BOALEMO
50,2903004,SMK NEGERI 1 WONOSARI,40500149,N,96,55.28,41.27,49.3,79.09,"56,24",29,3,4,2015,GORONTALO,KABUPATEN BOALEMO
52,2903005,SMK NEGERI 1 PAGUYAMAN,40501682,N,60,52.11,46.33,32.29,82.13,"53,22",29,3,5,2015,GORONTALO,KABUPATEN BOALEMO
54,2903006,SMK NEGERI 2 PAGUYAMAN,40502732,N,116,72.8,57.55,44.61,82.29,"64,31",29,3,6,2015,GORONTALO,KABUPATEN BOALEMO
56,2903007,SMK NEGERI 2 WONOSARI,40502705,N,25,54.04,31.28,53.7,76.93,"53,99",29,3,7,2015,GORONTALO,KABUPATEN BOALEMO
58,2903008,SMK NEGERI 3 PAGUYAMAN,40503115,N,24,54.23,53.5,45.31,79.15,"58,05",29,3,8,2015,GORONTALO,KABUPATEN BOALEMO
60,2903009,SMK NEGERI 1 DULUPI,69755444,N,28,70.94,50.86,47.05,85.53,"63,60",29,3,9,2015,GORONTALO,KABUPATEN BOALEMO
62,2904001,SMK NEGERI 1 MARISA,40500744,N,164,70.58,51.71,58.54,77.55,"64,60",29,4,1,2015,GORONTALO,KABUPATEN POHUWATO
64,2904002,SMK SALAFIYAH SYAFIIYAH,40500743,S,24,63.55,57.17,70.21,78.79,"67,43",29,4,2,2015,GORONTALO,KABUPATEN POHUWATO
