No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
2,1901101,SMK NEGERI 2 MAKASSAR,40311966,N,286,54.86,39.73,32.79,70.91,"49,57",19,1,101,2015,SULAWESI SELATAN,KOTA MAKASSAR
4,1901102,SMK PERTIWI NUSANTARA MAKASSAR,40313227,S,25,83.36,82.56,91.2,76.49,"83,40",19,1,102,2015,SULAWESI SELATAN,KOTA MAKASSAR
6,1901103,SMK ILHAM MAKASSAR,40307401,S,26,29.29,79.08,74.04,78.37,"65,20",19,1,103,2015,SULAWESI SELATAN,KOTA MAKASSAR
8,1901106,SMK YPLP PGRI 2 MAKASSAR,40311982,S,21,85.31,87.9,87.98,80.04,"85,31",19,1,106,2015,SULAWESI SELATAN,KOTA MAKASSAR
10,1901107,SMK PERSADA 1 MAKASSAR,40307380,S,40,60.52,58.4,62.63,72.73,"63,57",19,1,107,2015,SULAWESI SELATAN,KOTA MAKASSAR
12,1901108,SMK GUNUNG SARI 1 MAKASSAR,40307399,S,70,65.79,78.23,81.21,77.83,"75,77",19,1,108,2015,SULAWESI SELATAN,KOTA MAKASSAR
14,1901109,SMK INFORMATIKA KOMPUTER MAHARDIKA MAKASSAR,40307385,S,41,51.23,40.29,20.55,71.68,"45,94",19,1,109,2015,SULAWESI SELATAN,KOTA MAKASSAR
16,1901110,SMK NEGERI 3 MAKASSAR,40311967,N,270,54.23,43.7,27.94,72.48,"49,59",19,1,110,2015,SULAWESI SELATAN,KOTA MAKASSAR
18,1901112,SMK TECHNO TERAPAN MAKASSAR,40311977,S,192,83.37,84.83,87.06,77.9,"83,29",19,1,112,2015,SULAWESI SELATAN,KOTA MAKASSAR
20,1901113,SMK TEKNOLOGI TRI TUNGGAL 45 MAKASSAR,40313576,S,87,77.84,77.2,70.75,84.62,"77,60",19,1,113,2015,SULAWESI SELATAN,KOTA MAKASSAR
22,1901115,SMK LPP YBW-UMI1 MAKASSAR,40313292,S,57,56.68,76.63,86.58,76.02,"73,98",19,1,115,2015,SULAWESI SELATAN,KOTA MAKASSAR
24,1901116,SMK WAHYU 2 MAKASSAR,40313461,S,45,78.1,82.49,87.83,63.95,"78,09",19,1,116,2015,SULAWESI SELATAN,KOTA MAKASSAR
26,1901117,SMK DH. PEPABRI MAKASSAR,40311960,S,29,69.72,79.79,89.57,75.1,"78,55",19,1,117,2015,SULAWESI SELATAN,KOTA MAKASSAR
28,1901118,SMK NASIONAL MAKASSAR,40311964,S,139,70.16,75.68,72.12,75.64,"73,40",19,1,118,2015,SULAWESI SELATAN,KOTA MAKASSAR
30,1901119,SMK NEGERI 5 MAKASSAR,40311969,N,373,68.23,80.72,92.12,77.67,"79,69",19,1,119,2015,SULAWESI SELATAN,KOTA MAKASSAR
32,1901120,SMK MUHAMMADIYAH 4 TALLO MAKASSAR,40307389,S,74,86.09,86.38,91.66,82.26,"86,60",19,1,120,2015,SULAWESI SELATAN,KOTA MAKASSAR
34,1901122,SMK KEBANGSAAN INDONESIA MAKASSAR,40307391,S,40,80.04,84.4,87.94,76.68,"82,27",19,1,122,2015,SULAWESI SELATAN,KOTA MAKASSAR
36,1901123,SMK KATANGKA MAKASSAR,40313196,S,337,82.75,78.36,81.49,81.24,"80,96",19,1,123,2015,SULAWESI SELATAN,KOTA MAKASSAR
38,1901124,SMK MUHAMMADIYAH 2 BONTOALA MAKASSAR,40311963,S,264,52.44,51.78,32.15,71.01,"51,85",19,1,124,2015,SULAWESI SELATAN,KOTA MAKASSAR
40,1901125,SMK NEGERI ANALIS KIMIA MAKASSAR,40314696,N,131,78.67,80.73,85.73,72.96,"79,52",19,1,125,2015,SULAWESI SELATAN,KOTA MAKASSAR
42,1901126,SMK NEGERI TEKNOLOGI INDUSTRI MAKASSAR,40313544,N,130,64.54,74.25,55.46,77.14,"67,85",19,1,126,2015,SULAWESI SELATAN,KOTA MAKASSAR
44,1901127,SMK NEGERI 4 MAKASSAR,40311968,N,445,57.47,43.7,34.24,72.53,"51,99",19,1,127,2015,SULAWESI SELATAN,KOTA MAKASSAR
46,1901129,SMK YAPMI 1 MAKASSAR,40307395,S,130,84.03,68.17,73.58,81.01,"76,70",19,1,129,2015,SULAWESI SELATAN,KOTA MAKASSAR
48,1901130,SMK WAHYU 1 MAKASSAR,40307394,S,51,73.3,79.76,25.15,79.3,"64,38",19,1,130,2015,SULAWESI SELATAN,KOTA MAKASSAR
50,1901131,SMK HAMRAWATI MAKASSAR,40311961,S,3,48.33,28.0,24.17,70.43,"42,73",19,1,131,2015,SULAWESI SELATAN,KOTA MAKASSAR
52,1901132,SMK MUHAMMADIYAH 1 BONTOALA MAKASSAR,40311962,S,43,85.97,82.84,68.08,77.63,"78,63",19,1,132,2015,SULAWESI SELATAN,KOTA MAKASSAR
54,1901133,SMK MUHAMMADIYAH 3 MAKASSAR,40307393,S,108,83.1,76.15,66.62,79.73,"76,40",19,1,133,2015,SULAWESI SELATAN,KOTA MAKASSAR
56,1901134,SMK NURUL QALAM MAKASSAR,40313796,S,19,74.98,55.79,66.58,80.72,"69,52",19,1,134,2015,SULAWESI SELATAN,KOTA MAKASSAR
58,1901135,SMK NEGERI 1 MAKASSAR,40311965,N,329,56.63,42.75,32.34,75.52,"51,81",19,1,135,2015,SULAWESI SELATAN,KOTA MAKASSAR
60,1901136,SMK GUNUNG SARI 2 MAKASSAR,40313133,S,14,70.61,80.29,79.29,76.84,"76,76",19,1,136,2015,SULAWESI SELATAN,KOTA MAKASSAR
62,1901137,SMK MAARIF MAKASSAR,69752254,S,22,37.6,36.18,55.91,71.3,"50,25",19,1,137,2015,SULAWESI SELATAN,KOTA MAKASSAR
64,1901138,SMK YPLP PGRI 1 MAKASSAR,40307382,S,121,86.52,75.29,70.68,77.95,"77,61",19,1,138,2015,SULAWESI SELATAN,KOTA MAKASSAR
66,1901139,SMK YPUP MAKASSAR,40307396,S,24,51.13,72.33,32.19,71.23,"56,72",19,1,139,2015,SULAWESI SELATAN,KOTA MAKASSAR
68,1901140,SMK TAMALATEA MAKASSAR,40311976,S,51,73.27,84.08,72.35,74.94,"76,16",19,1,140,2015,SULAWESI SELATAN,KOTA MAKASSAR
70,1901143,SMK NEGERI 7 MAKASSAR,40307386,N,284,65.7,46.56,39.25,75.33,"56,71",19,1,143,2015,SULAWESI SELATAN,KOTA MAKASSAR
72,1901145,SMK PANCA MARGA MAKASSAR,40311972,S,27,86.87,81.93,84.07,82.84,"83,93",19,1,145,2015,SULAWESI SELATAN,KOTA MAKASSAR
