No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,34010001,SMK NEGERI 1 TANJUNG SELOR,30402596,N,213,69.2,44.89,34.11,46.83,"48,76",34,1,0,2019,KALIMANTAN UTARA,KABUPATEN BULUNGAN
2,34010002,SMK NEGERI 2 TANJUNG SELOR,30402597,N,171,63.81,38.84,29.77,40.57,"43,25",34,1,0,2019,KALIMANTAN UTARA,KABUPATEN BULUNGAN
3,34010004,SMK NEGERI 3 TANJUNG SELOR,30405697,N,127,60.71,36.19,29.7,43.64,"42,56",34,1,0,2019,KALIMANTAN UTARA,KABUPATEN BULUNGAN
4,34010005,SMK NEGERI 1 TANJUNG PALAS,30407802,N,77,56.68,35.38,29.48,38.77,"40,08",34,1,0,2019,KALIMANTAN UTARA,KABUPATEN BULUNGAN
5,34010006,SMK NEGERI 1 TANJUNG PALAS UTARA,30407316,N,36,66.06,38.67,31.53,38.13,"43,60",34,1,0,2019,KALIMANTAN UTARA,KABUPATEN BULUNGAN
6,34010007,SMK TRIDAYA PRATAMA,69903627,S,61,73.21,42.66,40.94,47.66,"51,12",34,1,0,2019,KALIMANTAN UTARA,KABUPATEN BULUNGAN
7,34010008,SMKN 1 BUNYU,69911762,N,61,64.46,38.03,30.66,47.01,"45,04",34,1,0,2019,KALIMANTAN UTARA,KABUPATEN BULUNGAN
8,34010009,SMK STEMIK YMB TANJUNGBUKA,69929128,S,9,56.0,41.11,26.39,38.61,"40,53",34,1,0,2019,KALIMANTAN UTARA,KABUPATEN BULUNGAN
9,34020001,SMK NEGERI 1 TARAKAN,30401713,N,289,75.29,48.54,38.8,53.81,"54,11",34,2,0,2019,KALIMANTAN UTARA,KOTA TARAKAN
10,34020002,SMK NEGERI 2 TARAKAN,30401714,N,374,67.51,42.22,31.53,42.05,"45,83",34,2,0,2019,KALIMANTAN UTARA,KOTA TARAKAN
11,34020003,SMK NEGERI 3 TARAKAN,30401945,N,184,61.16,35.7,31.13,40.69,"42,17",34,2,0,2019,KALIMANTAN UTARA,KOTA TARAKAN
12,34020004,SMK PAGUNTAKA TARAKAN,30401716,S,17,59.88,39.76,30.88,38.53,"42,26",34,2,0,2019,KALIMANTAN UTARA,KOTA TARAKAN
13,34020005,SMK NUSANTARA TARAKAN,30401715,S,36,54.89,33.56,27.22,34.03,"37,43",34,2,0,2019,KALIMANTAN UTARA,KOTA TARAKAN
14,34020006,SMK MARITIM INDONESIA TARAKAN,30401712,S,29,58.69,35.86,31.81,43.36,"42,43",34,2,0,2019,KALIMANTAN UTARA,KOTA TARAKAN
15,34020007,SMK KESEHATAN KALTARA TARAKAN,30407339,S,72,66.94,41.03,32.05,42.36,"45,60",34,2,0,2019,KALIMANTAN UTARA,KOTA TARAKAN
16,34020008,SMK TERPADU CITRA BANGSA,69933671,S,25,62.08,39.28,28.7,38.0,"42,02",34,2,0,2019,KALIMANTAN UTARA,KOTA TARAKAN
17,34030001,SMK NEGERI 1 NUNUKAN,30402818,N,358,62.96,47.18,33.15,45.87,"47,29",34,3,0,2019,KALIMANTAN UTARA,KABUPATEN NUNUKAN
18,34030002,SMK NEGERI 1 SEBATIK BARAT,30405247,N,128,60.42,37.61,30.88,47.21,"44,03",34,3,0,2019,KALIMANTAN UTARA,KABUPATEN NUNUKAN
19,34030003,SMK NEGERI 1 TULIN ONSOI,30407284,N,68,63.65,37.56,31.21,40.92,"43,34",34,3,0,2019,KALIMANTAN UTARA,KABUPATEN NUNUKAN
20,34030004,SMK NEGERI 1 KRAYAN,30407283,N,18,56.89,38.89,30.42,41.94,"42,04",34,3,0,2019,KALIMANTAN UTARA,KABUPATEN NUNUKAN
21,34030005,SMK NURUL IMAN SEBATIK TIMUR,30407670,S,29,59.17,36.97,29.48,34.57,"40,05",34,3,0,2019,KALIMANTAN UTARA,KABUPATEN NUNUKAN
22,34030007,SMK MUTIARA BANGSA SEBATIK,69756883,S,59,62.81,43.46,30.51,37.42,"43,55",34,3,0,2019,KALIMANTAN UTARA,KABUPATEN NUNUKAN
23,34030008,SMKS KESEHATAN PUTRA BORNEO NUNUKAN,69753196,S,24,56.17,37.42,28.13,41.04,"40,69",34,3,0,2019,KALIMANTAN UTARA,KABUPATEN NUNUKAN
24,34030009,SMKN 1 SEI-MENGGARIS,69874360,N,45,67.33,41.87,32.0,48.56,"47,44",34,3,0,2019,KALIMANTAN UTARA,KABUPATEN NUNUKAN
25,34040001,SMK NEGERI 1 MALINAU,30402833,N,47,56.68,34.13,28.3,33.14,"38,06",34,4,0,2019,KALIMANTAN UTARA,KABUPATEN MALINAU
26,34040002,SMK NEGERI 2 MALINAU,30402834,N,130,57.75,37.54,28.04,36.25,"39,90",34,4,0,2019,KALIMANTAN UTARA,KABUPATEN MALINAU
27,34040003,SMK SEHATI TANJUNG LAPANG MALINAU,30400476,S,6,51.67,36.0,23.75,25.83,"34,31",34,4,0,2019,KALIMANTAN UTARA,KABUPATEN MALINAU
28,34040004,SMK-SPP NEGERI MALINAU,30407391,N,33,48.55,35.27,27.5,35.53,"36,71",34,4,0,2019,KALIMANTAN UTARA,KABUPATEN MALINAU
