No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,3301001,SMK NEGERI 1 MANOKWARI,60400194,N,150,51.08,36.96,23.25,69.92,"45,30",33,1,1,2016,PAPUA BARAT,KABUPATEN MANOKWARI
2,3301002,SMK NEGERI 2 MANOKWARI,60400193,N,290,44.39,35.57,22.05,64.43,"41,61",33,1,2,2016,PAPUA BARAT,KABUPATEN MANOKWARI
3,3301003,SMK NEGERI 3 MANOKWARI,60402066,N,30,42.13,32.27,19.17,65.84,"39,85",33,1,3,2016,PAPUA BARAT,KABUPATEN MANOKWARI
4,3301004,SMK NEGERI 4 PRAFI,60403528,N,119,74.22,70.18,73.72,76.05,"73,54",33,1,4,2016,PAPUA BARAT,KABUPATEN MANOKWARI
6,3301007,SMK KESEHATAN TERPADU,60403734,N,12,62.83,65.0,77.08,70.88,"68,95",33,1,7,2016,PAPUA BARAT,KABUPATEN MANOKWARI
7,3301008,SMK NEGERI 6 MASNI,69856677,N,9,67.56,71.78,76.11,83.01,"74,62",33,1,8,2016,PAPUA BARAT,KABUPATEN MANOKWARI
8,3301009,SMK NEGERI 5 SIDEY,60403524,N,18,73.22,59.78,56.81,69.27,"64,77",33,1,9,2016,PAPUA BARAT,KABUPATEN MANOKWARI
9,3301906,SMK KEHUTANAN MANOKWARI,60403809,N,62,55.61,53.48,46.41,77.98,"58,37",33,1,906,2016,PAPUA BARAT,KABUPATEN MANOKWARI
10,3302001,SMK NEGERI 1 SORONG,60403607,N,339,66.88,60.63,60.88,74.49,"65,72",33,2,1,2016,PAPUA BARAT,KOTA SORONG
11,3302002,SMK NEGERI 5 SORONG,60403476,N,15,74.67,54.27,50.5,76.2,"63,91",33,2,2,2016,PAPUA BARAT,KOTA SORONG
12,3302003,SMK NEGERI 2 SORONG,60403609,N,53,55.25,48.04,60.61,78.41,"60,58",33,2,3,2016,PAPUA BARAT,KOTA SORONG
13,3302004,SMK NEGERI 3 SORONG,60400380,N,387,57.26,58.39,36.63,73.64,"56,48",33,2,4,2016,PAPUA BARAT,KOTA SORONG
14,3302005,SMK PELAYARAN PUTRA SAMUDRA SORONG,60400389,S,46,63.78,57.78,89.84,72.54,"70,99",33,2,5,2016,PAPUA BARAT,KOTA SORONG
15,3302006,SMK PELAYARAN AMPARI SORONG,60400381,S,19,55.58,52.95,43.95,78.13,"57,65",33,2,6,2016,PAPUA BARAT,KOTA SORONG
16,3302007,SMKTI YATIS SORONG,60403614,S,20,69.8,59.1,63.88,79.39,"68,04",33,2,7,2016,PAPUA BARAT,KOTA SORONG
17,3302008,SMK NEGERI 4 SORONG,60403606,N,62,67.71,60.03,64.96,81.81,"68,63",33,2,8,2016,PAPUA BARAT,KOTA SORONG
18,3302009,SMK YPK IMANUEL SORONG,60400388,S,149,54.0,53.73,52.33,77.66,"59,43",33,2,9,2016,PAPUA BARAT,KOTA SORONG
19,3302011,SMK KESEHATAN NUSANTARA KOTA SORONG,60404132,S,112,77.29,75.32,88.79,77.84,"79,81",33,2,11,2016,PAPUA BARAT,KOTA SORONG
20,3302012,SMK JIMERO KOTA SORONG,60403916,S,20,67.7,58.6,63.5,80.29,"67,52",33,2,12,2016,PAPUA BARAT,KOTA SORONG
21,3302014,SUPM NEGERI SORONG,60404134,N,109,66.42,64.51,60.83,73.38,"66,29",33,2,14,2016,PAPUA BARAT,KOTA SORONG
22,3303001,SMK NEGERI 1 KABUPATEN SORONG,60402062,N,145,69.75,62.79,52.66,76.23,"65,36",33,3,1,2016,PAPUA BARAT,KABUPATEN SORONG
23,3303002,SMK MUHAMMADIYAH AIMAS KABUPATEN SORONG,60401368,S,18,54.11,78.67,56.94,78.08,"66,95",33,3,2,2016,PAPUA BARAT,KABUPATEN SORONG
24,3303003,SMK MODELLINK KABUPATEN SORONG,60403365,S,61,55.08,36.49,26.76,66.36,"46,17",33,3,3,2016,PAPUA BARAT,KABUPATEN SORONG
25,3303004,SMK YPK PENGHARAPAN KABUPATEN SORONG,60403598,S,23,78.87,87.57,64.67,81.07,"78,05",33,3,4,2016,PAPUA BARAT,KABUPATEN SORONG
26,3303005,SMK MUHAMMADIYAH SALAWATI KABUPATEN SORONG,60403850,S,7,75.71,72.57,73.57,78.29,"75,04",33,3,5,2016,PAPUA BARAT,KABUPATEN SORONG
27,3303006,SMK TUNAS RAJAWALI KABUPATEN SORONG,69728516,S,28,77.21,64.71,60.63,78.56,"70,28",33,3,6,2016,PAPUA BARAT,KABUPATEN SORONG
28,3303007,SMK NEGERI 2 KABUPATEN SORONG,69827810,N,26,75.0,58.23,63.56,76.16,"68,24",33,3,7,2016,PAPUA BARAT,KABUPATEN SORONG
29,3304001,SMK NEGERI 1 FAKFAK,60401128,N,69,58.03,56.49,60.98,73.52,"62,26",33,4,1,2016,PAPUA BARAT,KABUPATEN FAKFAK
30,3304002,SMK YAPIS FAKFAK,60401127,S,67,49.43,35.76,22.69,68.37,"44,06",33,4,2,2016,PAPUA BARAT,KABUPATEN FAKFAK
31,3304003,SMK NEGERI 2 FAKFAK,60403597,N,15,61.07,51.6,61.17,77.34,"62,80",33,4,3,2016,PAPUA BARAT,KABUPATEN FAKFAK
32,3305001,SMK PERIKANAN DAN KELAUTAN AITUMIERI,60403472,S,6,56.67,34.67,22.08,79.4,"48,21",33,5,1,2016,PAPUA BARAT,KABUPATEN TELUK WONDAMA
33,3305002,SMK NEGERI TANDIA,60402011,N,78,43.77,50.13,33.43,69.63,"49,24",33,5,2,2016,PAPUA BARAT,KABUPATEN TELUK WONDAMA
34,3306001,SMK NEGERI 1 BINTUNI,60403490,N,114,52.98,50.63,51.38,76.43,"57,86",33,6,1,2016,PAPUA BARAT,KABUPATEN TELUK BINTUNI
35,3307001,SMK NEGERI 1 RAJA AMPAT,60402058,N,18,55.33,77.56,80.28,81.12,"73,57",33,7,1,2016,PAPUA BARAT,KABUPATEN RAJA AMPAT
36,3307002,SMK NEGERI 2 RAJA AMPAT,60403788,N,68,73.62,71.41,45.15,70.75,"65,23",33,7,2,2016,PAPUA BARAT,KABUPATEN RAJA AMPAT
37,3308001,SMK NEGERI 1 MOSWAREN,60401778,N,27,54.74,45.11,42.22,67.44,"52,38",33,8,1,2016,PAPUA BARAT,KABUPATEN SORONG SELATAN
38,3308002,SMK NEGERI INANWATAN,69725941,N,13,66.62,61.38,73.65,70.08,"67,93",33,8,2,2016,PAPUA BARAT,KABUPATEN SORONG SELATAN
39,3308003,SMK YAPIS TEMINABUAN,69830536,S,86,55.86,67.81,56.83,71.46,"62,99",33,8,3,2016,PAPUA BARAT,KABUPATEN SORONG SELATAN
40,3309001,SMK NEGERI 2  KAIMANA,60401643,N,40,52.45,35.4,23.06,70.43,"45,34",33,9,1,2016,PAPUA BARAT,KABUPATEN KAIMANA
41,3309002,SMK YPK EFATA KAIMANA,60402077,S,83,43.73,30.14,20.81,63.0,"39,42",33,9,2,2016,PAPUA BARAT,KABUPATEN KAIMANA
42,3309003,SMK NEGERI 1 KAIMANA,60401644,N,13,43.69,38.77,20.58,67.55,"42,65",33,9,3,2016,PAPUA BARAT,KABUPATEN KAIMANA
43,3310001,SMK KESEHATAN TAMBRAUW,60404176,S,21,77.33,46.76,76.55,74.48,"68,78",33,10,1,2016,PAPUA BARAT,KABUPATEN TAMBRAUW
44,3310002,SMK NEGERI 1 YEMBUN,69899493,N,7,56.86,51.71,57.14,74.47,"60,05",33,10,2,2016,PAPUA BARAT,KABUPATEN TAMBRAUW
45,3311001,SMK NEGERI AYAMARU,60403824,N,15,52.67,62.8,69.83,68.01,"63,33",33,11,1,2016,PAPUA BARAT,KABUPATEN MAYBRAT
46,3312001,SMK YPK LACHAI ROI RANSIKI,60403906,S,27,65.41,48.07,73.61,69.03,"64,03",33,12,1,2016,PAPUA BARAT,KABUPATEN MANOKWARI SELATAN
