No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,25010001,SMK NEGERI 1 JAYAPURA,60301063,N,156,66.37,46.0,29.94,45.02,"46,83",25,1,0,2019,PAPUA,KOTA JAYAPURA
2,25010002,SMK NEGERI 2 JAYAPURA,60301059,N,353,63.19,39.69,33.11,42.4,"44,60",25,1,0,2019,PAPUA,KOTA JAYAPURA
3,25010003,SMK NEGERI 3 JAYAPURA,60301061,N,410,57.72,36.39,30.07,37.02,"40,30",25,1,0,2019,PAPUA,KOTA JAYAPURA
4,25010004,SMK NEGERI 4 JAYAPURA,60301064,N,39,61.85,36.62,29.42,43.97,"42,97",25,1,0,2019,PAPUA,KOTA JAYAPURA
5,25010005,SMK NEGERI 5 JAYAPURA,60301065,N,101,61.88,38.44,29.68,40.25,"42,56",25,1,0,2019,PAPUA,KOTA JAYAPURA
6,25010006,SMK HIKMAH YAPIS JAYAPURA,60301040,S,79,64.81,40.53,32.5,44.11,"45,49",25,1,0,2019,PAPUA,KOTA JAYAPURA
7,25010007,SMK AMPARI JAYAPURA,69892402,S,19,46.74,32.63,26.84,40.39,"36,65",25,1,0,2019,PAPUA,KOTA JAYAPURA
8,25010008,SMK NEGERI 6 JAYAPURA,60301060,N,77,47.56,32.26,28.47,36.01,"36,08",25,1,0,2019,PAPUA,KOTA JAYAPURA
9,25010009,SMK ANALIS KESEHATAN JAYAPURA,60304188,N,212,58.74,34.59,30.7,36.08,"40,03",25,1,0,2019,PAPUA,KOTA JAYAPURA
10,25010010,SMK NEGERI 7 JAYAPURA,60301670,N,24,53.25,47.25,33.65,45.31,"44,87",25,1,1,2019,PAPUA,KOTA JAYAPURA
11,25010011,SMK NEGERI 9 JAYAPURA,60303891,N,35,57.71,35.43,29.57,33.79,"39,13",25,1,1,2019,PAPUA,KOTA JAYAPURA
12,25010012,SMK YPK KOTARAJA,60304224,S,14,45.43,29.57,25.89,27.86,"32,19",25,1,1,2019,PAPUA,KOTA JAYAPURA
13,25010013,SMK NEGERI 8 JAYAPURA,60304878,N,17,41.65,30.24,28.09,32.94,"33,23",25,1,1,2019,PAPUA,KOTA JAYAPURA
14,25010014,SMK YPK PAULUS DOK V JAYAPURA,60304884,S,28,51.5,32.64,29.82,37.68,"37,91",25,1,1,2019,PAPUA,KOTA JAYAPURA
15,25010015,SMK NEGERI 10 JAYAPURA,60305302,N,59,46.04,32.48,28.55,29.62,"34,17",25,1,1,2019,PAPUA,KOTA JAYAPURA
16,25020001,SMK NEGERI 1 SENTANI,60300189,N,173,53.09,35.09,28.79,36.27,"38,31",25,2,0,2019,PAPUA,KABUPATEN JAYAPURA
17,25020002,SMK YPKP SENTANI,60300190,S,162,60.35,35.81,30.26,34.85,"40,32",25,2,0,2019,PAPUA,KABUPATEN JAYAPURA
18,25020003,SMK NEGERI 2 NIMBORAN,60303593,N,27,40.59,32.44,28.98,32.04,"33,51",25,2,0,2019,PAPUA,KABUPATEN JAYAPURA
19,25020004,SMK NEGERI 3 DEPAPRE,60303594,N,27,46.96,30.52,27.31,33.43,"34,56",25,2,0,2019,PAPUA,KABUPATEN JAYAPURA
20,25020005,SMK NEGERI 4 YAPSI TAJA,60303595,N,42,48.1,39.0,33.39,33.21,"38,43",25,2,0,2019,PAPUA,KABUPATEN JAYAPURA
21,25020006,SMK PERTANIAN PEMBANGUNAN NEGERI JAYAPURA,60304978,N,123,41.9,39.1,30.45,32.36,"35,95",25,2,0,2019,PAPUA,KABUPATEN JAYAPURA
22,25020007,SMK NEGERI 5 PENERBANGAN WAIBU,69970134,N,71,60.28,39.89,29.61,44.19,"43,49",25,2,0,2019,PAPUA,KABUPATEN JAYAPURA
23,25030001,SMK NEGERI 1 BIAK,60300368,N,130,43.95,29.89,27.17,34.0,"33,75",25,3,0,2019,PAPUA,KABUPATEN BIAK NUMFOR
24,25030002,SMK NEGERI 2 BIAK,60300367,N,33,29.03,37.7,39.09,41.44,"36,82",25,3,0,2019,PAPUA,KABUPATEN BIAK NUMFOR
25,25030003,SMK YPK 1 BIAK,60300365,S,171,52.44,32.21,29.39,34.44,"37,12",25,3,0,2019,PAPUA,KABUPATEN BIAK NUMFOR
26,25030004,SMK YAPIS BIAK,60300366,S,106,62.36,37.4,31.53,42.5,"43,45",25,3,0,2019,PAPUA,KABUPATEN BIAK NUMFOR
27,25030005,SMK YPK 2 BIAK,60300364,S,93,45.31,31.7,27.12,34.6,"34,68",25,3,0,2019,PAPUA,KABUPATEN BIAK NUMFOR
28,25030006,SMK NEGERI 1 NUMFOR,60301719,N,28,61.5,35.21,65.0,33.13,"48,71",25,3,0,2019,PAPUA,KABUPATEN BIAK NUMFOR
29,25030007,SMK KESEHATAN TERPADU,69820623,S,50,40.08,32.2,21.35,44.5,"34,53",25,3,0,2019,PAPUA,KABUPATEN BIAK NUMFOR
30,25040001,SMK NEGERI 1 KAINUI,60301374,N,89,42.9,30.47,27.98,32.84,"33,55",25,4,0,2019,PAPUA,KABUPATEN KEPULAUAN YAPEN
31,25040002,SMK YPK SERUI,60301375,S,189,53.14,33.56,29.1,34.87,"37,67",25,4,0,2019,PAPUA,KABUPATEN KEPULAUAN YAPEN
32,25040003,SMK MUHAMMADIYAH SERUI,60302701,S,55,43.53,32.07,27.41,30.59,"33,40",25,4,0,2019,PAPUA,KABUPATEN KEPULAUAN YAPEN
33,25040004,SMK NEGERI KELAUTAN ANSUS,60303597,N,22,39.27,41.18,27.73,36.7,"36,22",25,4,0,2019,PAPUA,KABUPATEN KEPULAUAN YAPEN
34,25040005,SMK NEGERI  INDUSTRI DAWAI,60304895,N,23,46.61,32.26,29.35,34.35,"35,64",25,4,0,2019,PAPUA,KABUPATEN KEPULAUAN YAPEN
35,25050001,SMK NEGERI 1 MERAUKE,60300653,N,228,61.94,32.72,31.69,40.13,"41,62",25,5,0,2019,PAPUA,KABUPATEN MERAUKE
