No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
2,3301001,SMK NEGERI 1 MANOKWARI,60400194,N,174,71.26,66.46,61.64,79.31,"69,67",33,1,1,2015,PAPUA BARAT,KABUPATEN MANOKWARI
4,3301002,SMK NEGERI 2 MANOKWARI,60400193,N,278,71.55,63.11,68.04,70.99,"68,42",33,1,2,2015,PAPUA BARAT,KABUPATEN MANOKWARI
6,3301003,SMK NEGERI 3 MANOKWARI,60402066,N,42,41.67,69.1,61.43,69.61,"60,45",33,1,3,2015,PAPUA BARAT,KABUPATEN MANOKWARI
8,3301004,SMK NEGERI 4 PRAFI,60403528,N,100,79.18,71.3,75.15,79.56,"76,30",33,1,4,2015,PAPUA BARAT,KABUPATEN MANOKWARI
10,3301005,SMK PERTANIAN PEMBANGUNAN NEGERI MANOKWARI,60403907,N,42,50.19,59.71,54.52,75.09,"59,88",33,1,5,2015,PAPUA BARAT,KABUPATEN MANOKWARI
14,3301007,SMK KESEHATAN TERPADU,60403734,N,25,69.52,57.12,72.6,68.97,"67,05",33,1,7,2015,PAPUA BARAT,KABUPATEN MANOKWARI
16,3301009,SMK NEGERI 5 SIDEY,60403524,N,14,54.14,50.57,59.29,64.0,"57,00",33,1,9,2015,PAPUA BARAT,KABUPATEN MANOKWARI
18,3301906,SMK KEHUTANAN MANOKWARI,60403809,N,59,48.51,64.81,28.43,0.0,"35,44",33,1,906,2015,PAPUA BARAT,KABUPATEN MANOKWARI
20,3302001,SMK NEGERI 1 SORONG,60403607,N,329,74.35,63.33,71.27,80.14,"72,27",33,2,1,2015,PAPUA BARAT,KOTA SORONG
22,3302002,SMK NEGERI 5 SORONG,60403476,N,33,70.12,55.27,50.3,72.54,"62,06",33,2,2,2015,PAPUA BARAT,KOTA SORONG
24,3302003,SMK NEGERI 2 SORONG,60403609,N,42,49.14,57.81,57.86,76.29,"60,28",33,2,3,2015,PAPUA BARAT,KOTA SORONG
26,3302004,SMK NEGERI 3 SORONG,60400380,N,330,61.12,58.77,58.33,82.76,"65,25",33,2,4,2015,PAPUA BARAT,KOTA SORONG
28,3302005,SMK PELAYARAN PUTRA SAMUDRA SORONG,60400389,S,24,64.42,63.83,70.0,76.04,"68,57",33,2,5,2015,PAPUA BARAT,KOTA SORONG
30,3302006,SMK PELAYARAN AMPARI SORONG,60400381,S,12,55.0,65.5,69.17,81.47,"67,79",33,2,6,2015,PAPUA BARAT,KOTA SORONG
32,3302007,SMKTI YATIS SORONG,60403614,S,10,62.4,65.4,75.25,85.36,"72,10",33,2,7,2015,PAPUA BARAT,KOTA SORONG
34,3302008,SMK NEGERI 4 SORONG,60403606,N,54,48.04,66.93,61.94,76.48,"63,35",33,2,8,2015,PAPUA BARAT,KOTA SORONG
36,3302009,SMK YPK IMANUEL SORONG,60400388,S,158,54.49,67.53,49.95,82.07,"63,51",33,2,9,2015,PAPUA BARAT,KOTA SORONG
38,3302011,SMK KESEHATAN NUSANTARA KOTA SORONG,60404132,S,193,65.51,62.98,69.65,77.9,"69,01",33,2,11,2015,PAPUA BARAT,KOTA SORONG
40,3302012,SMK JIMERO KOTA SORONG,60403916,S,20,54.3,62.1,74.25,73.11,"65,94",33,2,12,2015,PAPUA BARAT,KOTA SORONG
42,3303001,SMK NEGERI 1 KABUPATEN SORONG,60402062,N,162,68.63,54.86,53.8,79.51,"64,20",33,3,1,2015,PAPUA BARAT,KABUPATEN SORONG
