No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,1401101,SMK NEGERI 1 PALANGKA RAYA,30203494,N,338,62.02,38.71,30.41,69.42,"50,14",14,1,101,2017,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
2,1401102,SMK NEGERI 2 PALANGKA RAYA,30203492,N,241,67.06,39.48,32.58,74.18,"53,33",14,1,102,2017,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
3,1401103,SMK NEGERI 3 PALANGKA RAYA,30203497,N,266,65.34,39.47,31.19,69.71,"51,43",14,1,103,2017,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
4,1401104,SMK NEGERI 4 PALANGKA RAYA,30203491,N,96,58.56,33.75,28.31,66.86,"46,87",14,1,104,2017,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
5,1401105,SMK ISEN MULANG PALANGKARAYA,30203498,S,8,63.75,38.25,29.69,72.1,"50,95",14,1,105,2017,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
6,1401106,SMK YPSEI PALANGKARAYA,30203499,S,17,62.24,27.18,25.74,67.24,"45,60",14,1,106,2017,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
7,1401107,SMK BETHEL PALANGKA RAYA,30203495,S,6,58.67,30.67,26.25,73.0,"47,15",14,1,107,2017,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
8,1401109,SMK AL ISLAH PALANGKA RAYA,30203496,S,26,63.62,39.23,29.42,66.47,"49,69",14,1,109,2017,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
9,1401110,SMK KARSA MULYA PALANGKA RAYA,30203493,S,143,57.85,32.57,27.34,69.87,"46,91",14,1,110,2017,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
10,1401111,SMK KRISTEN PALANGKA RAYA,30203709,S,3,57.33,40.67,22.5,66.13,"46,66",14,1,111,2017,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
11,1401112,SMK NEGERI 5 PALANGKA RAYA,30204404,N,10,57.2,28.0,27.5,72.38,"46,27",14,1,112,2017,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
12,1401113,SMK NEGERI 7 PALANGKA RAYA,30203708,N,33,63.27,36.18,34.85,67.65,"50,49",14,1,113,2017,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
13,1401114,SMK NEGERI 8 PALANGKA RAYA,30203707,N,51,59.53,30.08,26.47,63.22,"44,83",14,1,114,2017,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
14,1401115,SMK NEGERI 6 PALANGKA RAYA,30204405,N,4,56.5,32.5,25.63,66.9,"45,38",14,1,115,2017,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
15,1401116,SMK BUDI MULIA PALANGKA RAYA,30208771,S,11,60.36,30.91,25.68,70.37,"46,83",14,1,116,2017,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
