No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,2901001,SMK NEGERI 1 GORONTALO,40501065,N,744,63.46,38.48,29.71,39.21,"42,72",29,1,1,2018,GORONTALO,KOTA GORONTALO
2,2901002,SMK NEGERI 2 GORONTALO,40501064,N,318,56.9,33.43,26.73,33.07,"37,53",29,1,2,2018,GORONTALO,KOTA GORONTALO
3,2901003,SMK NEGERI 3 GORONTALO,40501063,N,561,55.07,32.11,27.1,33.54,"36,96",29,1,3,2018,GORONTALO,KOTA GORONTALO
4,2901004,SMK NEGERI 4 GORONTALO,40501062,N,112,58.98,36.88,29.22,43.26,"42,09",29,1,4,2018,GORONTALO,KOTA GORONTALO
5,2901006,SMK TIRTAYASA,40501849,S,63,52.22,28.29,25.71,38.77,"36,25",29,1,6,2018,GORONTALO,KOTA GORONTALO
6,2901008,SMK NEGERI 5 GORONTALO,40502652,N,145,56.37,31.12,27.33,31.59,"36,60",29,1,8,2018,GORONTALO,KOTA GORONTALO
7,2901009,SMK KESEHATAN BAKTI NUSANTARA GORONTALO,40502737,S,120,67.1,38.6,34.0,43.5,"45,80",29,1,9,2018,GORONTALO,KOTA GORONTALO
8,2902001,SMK NEGERI 1 LIMBOTO,40500380,N,350,57.82,32.83,27.88,39.99,"39,63",29,2,1,2018,GORONTALO,KABUPATEN GORONTALO
9,2902002,SMK TEKNOLOGI MUHAMMADIYAH LIMBOTO,40500366,S,101,58.91,35.8,31.56,41.53,"41,95",29,2,2,2018,GORONTALO,KABUPATEN GORONTALO
10,2902003,SMK NEGERI 1 BATUDAA,40502460,N,244,53.91,33.06,28.69,42.77,"39,61",29,2,3,2018,GORONTALO,KABUPATEN GORONTALO
11,2902004,SMK NEGERI 2  LIMBOTO,40500473,N,183,50.94,32.39,26.41,36.23,"36,49",29,2,4,2018,GORONTALO,KABUPATEN GORONTALO
12,2902005,SMK NEGERI 1 MOOTILANGO,40501858,N,186,53.41,30.73,26.16,34.92,"36,31",29,2,5,2018,GORONTALO,KABUPATEN GORONTALO
13,2902006,SMK GOTONG ROYONG TELAGA,40501577,S,128,55.39,31.52,26.82,45.18,"39,73",29,2,6,2018,GORONTALO,KABUPATEN GORONTALO
14,2902007,SMK ALMAMATER TELAGA,40500459,S,72,53.11,30.83,27.95,43.16,"38,76",29,2,7,2018,GORONTALO,KABUPATEN GORONTALO
15,2902008,SMK NEGERI 1 PULUBALA,40501856,N,204,52.84,32.22,26.83,37.45,"37,34",29,2,8,2018,GORONTALO,KABUPATEN GORONTALO
16,2902009,SMK NEGERI 1 BATUDAA PANTAI,40502672,N,55,57.05,36.51,28.23,44.0,"41,45",29,2,9,2018,GORONTALO,KABUPATEN GORONTALO
17,2902010,SMK NEGERI 1 DUNGALIYO,40502673,N,136,54.49,40.24,31.45,45.4,"42,90",29,2,10,2018,GORONTALO,KABUPATEN GORONTALO
18,2902011,SMK PARIWISATA BUBOHU,40502706,S,21,48.95,25.9,26.19,41.07,"35,53",29,2,11,2018,GORONTALO,KABUPATEN GORONTALO
19,2902012,SMK CENDEKIA BOLIYOHUTO,69829540,S,17,51.88,32.0,22.35,29.56,"33,95",29,2,12,2018,GORONTALO,KABUPATEN GORONTALO
20,2903001,SMK NEGERI 1 BOALEMO,40500181,N,168,54.21,31.69,27.17,35.21,"37,07",29,3,1,2018,GORONTALO,KABUPATEN BOALEMO
