No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,2801101,"SMK NEGERI 1 TAMANSARI, PANGKALPINANG",10901156,N,255,77.25,56.36,63.31,83.95,"70,22",28,1,101,2017,BANGKA BELITUNG,KOTA PANGKALPINANG
2,2801102,"SMK NEGERI 2 TAMANSARI, PANGKALPINANG",10901157,N,403,70.77,46.01,41.27,73.26,"57,83",28,1,102,2017,BANGKA BELITUNG,KOTA PANGKALPINANG
3,2801103,"SMK NEGERI 3 GIRIMAYA, PANGKALPINANG",10901158,N,170,69.74,44.4,39.28,76.63,"57,51",28,1,103,2017,BANGKA BELITUNG,KOTA PANGKALPINANG
4,2801104,"SMK NEGERI 4 BUKIT INTAN, PANGKALPINANG",10901159,N,133,63.86,35.22,37.14,70.04,"51,57",28,1,104,2017,BANGKA BELITUNG,KOTA PANGKALPINANG
5,2801105,"SMK SORE BUKIT INTAN, PANGKALPINANG",10901162,S,130,64.92,34.17,32.17,73.2,"51,12",28,1,105,2017,BANGKA BELITUNG,KOTA PANGKALPINANG
6,2801106,"SMK PGRI BUKIT INTAN, PANGKALPINANG",10901161,S,75,60.21,35.71,30.83,72.84,"49,90",28,1,106,2017,BANGKA BELITUNG,KOTA PANGKALPINANG
7,2801107,"SMK BAKTI RANGKUI, PANGKALPINANG",10901154,S,220,72.67,52.63,64.86,77.6,"66,94",28,1,107,2017,BANGKA BELITUNG,KOTA PANGKALPINANG
8,2801108,"SMK TUNAS KARYA RANGKUI, PANGKALPINANG",10901163,S,29,68.9,42.28,47.5,73.67,"58,09",28,1,108,2017,BANGKA BELITUNG,KOTA PANGKALPINANG
9,2801109,"SMK NEGERI 5 GIRIMAYA, PANGKALPINANG",10901951,N,101,76.95,53.94,55.27,80.97,"66,78",28,1,109,2017,BANGKA BELITUNG,KOTA PANGKALPINANG
10,2802101,"SMK NEGERI 1 SUNGAILIAT, BANGKA",10900228,N,333,74.23,49.91,47.06,81.29,"63,12",28,2,101,2017,BANGKA BELITUNG,KABUPATEN BANGKA
11,2802102,"SMK NEGERI 2 SUNGAILIAT,  BANGKA",10900227,N,251,65.02,35.2,31.97,75.01,"51,80",28,2,102,2017,BANGKA BELITUNG,KABUPATEN BANGKA
12,2802103,"SMK NEGERI 1 MENDO BARAT, BANGKA",10900229,N,88,65.39,31.57,30.17,77.95,"51,27",28,2,103,2017,BANGKA BELITUNG,KABUPATEN BANGKA
13,2802104,"SMK YAPENSU SUNGAILIAT, BANGKA",10900225,S,202,66.96,38.99,35.58,74.07,"53,90",28,2,104,2017,BANGKA BELITUNG,KABUPATEN BANGKA
14,2802105,"SMK ELJOHN SUNGAILIAT, BANGKA",10900231,S,11,66.91,32.18,37.05,73.54,"52,42",28,2,105,2017,BANGKA BELITUNG,KABUPATEN BANGKA
15,2802106,"SMK MUHAMMADIYAH SUNGAILIAT, BANGKA",10900230,S,87,62.8,34.76,30.2,71.23,"49,75",28,2,106,2017,BANGKA BELITUNG,KABUPATEN BANGKA
16,2802107,"SMK YAPENKOS BELINYU, BANGKA",10900226,S,90,68.69,45.29,49.17,75.97,"59,78",28,2,107,2017,BANGKA BELITUNG,KABUPATEN BANGKA
17,2802108,"SMK YPN BELINYU, BANGKA",10900207,S,148,67.92,36.97,40.74,65.3,"52,73",28,2,108,2017,BANGKA BELITUNG,KABUPATEN BANGKA
18,2802109,SMK NEGERI 1 BELINYU,10901844,N,75,69.49,36.96,34.13,78.73,"54,83",28,2,109,2017,BANGKA BELITUNG,KABUPATEN BANGKA
19,2802110,"SMK KESEHATAN MUTIARA MANDIRI, SUNGAILIAT",60726519,S,43,71.86,41.44,36.8,85.01,"58,78",28,2,110,2017,BANGKA BELITUNG,KABUPATEN BANGKA
20,2802111,"SMK NEGERI 1 BAKAM, BANGKA",69830142,N,50,63.48,34.64,32.45,69.61,"50,05",28,2,111,2017,BANGKA BELITUNG,KABUPATEN BANGKA
21,2803101,"SMK NEGERI 1 KELAPA, BANGKA BARAT",10900601,N,145,61.9,34.92,30.47,72.75,"50,01",28,3,101,2017,BANGKA BELITUNG,KABUPATEN BANGKA BARAT
22,2803102,"SMK NEGERI 1 MUNTOK, BANGKA BARAT",10901427,N,182,68.54,41.84,37.31,76.74,"56,11",28,3,102,2017,BANGKA BELITUNG,KABUPATEN BANGKA BARAT
23,2803103,"SMK BINA KARYA 1 MUNTOK, BANGKA BARAT",10900615,S,88,62.86,37.3,29.86,72.11,"50,53",28,3,103,2017,BANGKA BELITUNG,KABUPATEN BANGKA BARAT
24,2803104,"SMK BINA KARYA 2 MUNTOK, BANGKA BARAT",10900627,S,72,68.47,40.25,32.74,75.63,"54,27",28,3,104,2017,BANGKA BELITUNG,KABUPATEN BANGKA BARAT
25,2803105,"SMK KARYA PARITTIGA, BANGKA BARAT",10900614,S,38,66.26,38.63,38.09,74.59,"54,39",28,3,105,2017,BANGKA BELITUNG,KABUPATEN BANGKA BARAT
26,2803106,"SMK MUHAMMADIYAH MUNTOK, BANGKA BARAT",10900602,S,9,64.0,31.33,28.33,67.69,"47,84",28,3,106,2017,BANGKA BELITUNG,KABUPATEN BANGKA BARAT
27,2803107,"SMK NEGERI 1 PARITTIGA, BANGKA BARAT",10901449,N,146,65.18,35.93,34.26,73.52,"52,22",28,3,107,2017,BANGKA BELITUNG,KABUPATEN BANGKA BARAT
28,2803108,SMK NEGERI 1 TEMPILANG,69760810,N,74,64.92,32.68,36.76,76.71,"52,77",28,3,108,2017,BANGKA BELITUNG,KABUPATEN BANGKA BARAT
29,2804101,"SMKN 1 KOBA, BANGKA TENGAH",10900753,N,115,69.08,37.41,36.93,72.95,"54,09",28,4,101,2017,BANGKA BELITUNG,KABUPATEN BANGKA TENGAH
30,2804103,"SMKN 1 SIMPANGKATIS, BANGKA TENGAH",10901437,N,212,65.36,39.43,37.26,70.41,"53,12",28,4,103,2017,BANGKA BELITUNG,KABUPATEN BANGKA TENGAH
31,2804104,"SMKN 1 PANGKALAN BARU, BANGKA TENGAH",10901436,N,234,67.0,36.08,37.8,74.21,"53,77",28,4,104,2017,BANGKA BELITUNG,KABUPATEN BANGKA TENGAH
32,2804105,"SMKN 2 KOBA, BANGKA TENGAH",10901629,N,221,68.51,40.21,50.96,75.97,"58,91",28,4,105,2017,BANGKA BELITUNG,KABUPATEN BANGKA TENGAH
33,2804106,"SMKN 1 SUNGAISELAN, BANGKA TENGAH",69856203,N,34,65.65,36.18,34.26,74.41,"52,63",28,4,106,2017,BANGKA BELITUNG,KABUPATEN BANGKA TENGAH
