No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,2101101,SMK NEGERI 1 AMBON,60102001,N,268,63.36,40.18,28.78,74.0,"51,58",21,1,101,2017,MALUKU,AMBON
2,2101102,SMK NEGERI 2 AMBON,60101998,N,188,60.77,43.5,32.9,74.7,"52,97",21,1,102,2017,MALUKU,AMBON
3,2101103,SMK NEGERI 3 AMBON,60101987,N,252,57.78,33.89,28.18,73.91,"48,44",21,1,103,2017,MALUKU,AMBON
4,2101104,SMK NEGERI 4 AMBON,60101973,N,189,43.42,45.78,30.15,78.55,"49,48",21,1,104,2017,MALUKU,AMBON
5,2101105,SMK NEGERI 5 AMBON,60101983,N,46,63.17,34.83,29.24,72.23,"49,87",21,1,105,2017,MALUKU,AMBON
6,2101106,SMK NEGERI 6 AMBON,60103099,N,115,61.55,33.63,28.85,72.5,"49,13",21,1,106,2017,MALUKU,AMBON
7,2101107,SMK NEGERI 7 AMBON,60101997,N,152,58.43,36.89,29.82,71.33,"49,12",21,1,107,2017,MALUKU,AMBON
8,2101108,SMK PGRI AMBON,60102780,S,14,52.86,49.43,29.82,79.69,"52,95",21,1,108,2017,MALUKU,AMBON
9,2101109,SMK MUHAMMADIYAH AMBON,60102779,S,64,55.34,33.66,25.39,69.82,"46,05",21,1,109,2017,MALUKU,AMBON
10,2101110,SMK AL-WATHAN AMBON,60102778,S,46,52.35,31.91,26.96,64.98,"44,05",21,1,110,2017,MALUKU,AMBON
11,2101111,SPP PROVINSI MALUKU,60103924,N,39,47.95,48.82,54.74,83.24,"58,69",21,1,111,2017,MALUKU,AMBON
12,2101112,SMK JAYANEGARA AMBON,60103671,S,14,53.86,35.57,31.07,63.81,"46,08",21,1,112,2017,MALUKU,AMBON
13,2101113,SMK KESEHATAN AMBON,69761970,S,296,65.25,44.41,42.18,76.5,"57,09",21,1,113,2017,MALUKU,AMBON
14,2101114,SMK NEGERI 8 AMBON,69860529,N,26,48.92,66.62,41.54,81.82,"59,73",21,1,114,2017,MALUKU,AMBON
15,2101115,SUPM NEGERI WAIHERU,60104523,N,167,56.31,32.78,29.06,75.23,"48,35",21,1,115,2017,MALUKU,AMBON
16,2101116,SMK KESEHATAN FANYOSWER,69855682,S,14,54.71,32.57,24.46,74.84,"46,65",21,1,116,2017,MALUKU,AMBON
17,2101117,SMK PRIMADARMA AMBON,69867984,S,1,54.0,42.0,42.5,0.0,"34,63",21,1,117,2017,MALUKU,AMBON
18,2101118,SMK KESEHATAN TRIMURTI HUSADA AMBON,69902359,S,33,59.64,37.52,29.02,78.6,"51,20",21,1,118,2017,MALUKU,AMBON
19,2102101,SMK PERIKANAN LUSWED TUAL,60100828,S,20,35.0,24.3,25.63,76.11,"40,26",21,2,101,2017,MALUKU,TUAL
20,2102102,SMK PELAYARAN BAHARI NUSANTARA TUAL,60100825,S,29,37.79,51.79,54.74,77.57,"55,47",21,2,102,2017,MALUKU,TUAL
21,2102103,SMK NEGERI 1 TUAL,69849370,N,76,44.97,30.47,25.16,70.79,"42,85",21,2,103,2017,MALUKU,TUAL
22,2102104,SMK KESEHATAN ROMEL TUAL,60105445,S,95,44.38,29.16,24.58,75.19,"43,33",21,2,104,2017,MALUKU,TUAL
23,2102105,SMK NEGERI TAYANDO TAM,69824469,N,21,41.05,46.76,41.31,75.07,"51,05",21,2,105,2017,MALUKU,TUAL
24,2102106,SMK NEGERI 2 TUAL,69900145,N,22,38.0,54.55,36.14,87.93,"54,16",21,2,106,2017,MALUKU,TUAL
25,2102107,MA AL -MABRUR,69955805,S,25,36.88,55.04,32.0,82.56,"51,62",21,2,107,2017,MALUKU,TUAL
26,2103101,SMK NEGERI 1 AMAHAI,60100352,N,16,51.75,52.75,65.78,87.42,"64,43",21,3,101,2017,MALUKU,MALUKU TENGAH
27,2103102,SMK NEGERI 1 MASOHI,60100166,N,130,56.29,35.31,27.27,70.51,"47,35",21,3,102,2017,MALUKU,MALUKU TENGAH
28,2103103,SMK NEGERI 1 SAPARUA,60100168,N,39,47.28,70.62,71.41,79.42,"67,18",21,3,103,2017,MALUKU,MALUKU TENGAH
29,2103104,SMK MUHAMMADIYAH MASOHI,60100167,S,44,53.91,39.09,41.53,81.79,"54,08",21,3,104,2017,MALUKU,MALUKU TENGAH
30,2103105,SMK NEGERI 1 BANDA,60100189,N,59,63.49,52.88,40.51,83.39,"60,07",21,3,105,2017,MALUKU,MALUKU TENGAH
31,2103106,SMK NEGERI 1 LEIHITU,60102251,N,67,48.9,69.37,59.59,88.55,"66,60",21,3,106,2017,MALUKU,MALUKU TENGAH
32,2103107,SMK RIJALI SALAHUTU,60105434,S,23,61.48,77.48,67.61,79.16,"71,43",21,3,107,2017,MALUKU,MALUKU TENGAH
33,2103108,SMK NEGERI 1 SERAM UTARA TIMUR SETI,60103508,S,14,63.0,63.14,82.68,80.27,"72,27",21,3,108,2017,MALUKU,MALUKU TENGAH
34,2103109,SMK PAMAHANUNUSA MASOHI,60103613,S,78,45.33,51.38,71.12,79.9,"61,93",21,3,109,2017,MALUKU,MALUKU TENGAH
35,2103110,SMK NEGERI 2 SAPARUA,60103663,N,43,69.26,71.72,67.56,84.77,"73,33",21,3,110,2017,MALUKU,MALUKU TENGAH
36,2103111,SMK NEGERI SERAM UTARA BARAT,60103612,N,13,45.69,57.69,23.85,79.11,"51,59",21,3,111,2017,MALUKU,MALUKU TENGAH
37,2103112,SMK NEGERI TELUK ELPAPUTIH,69831987,N,17,67.06,74.59,84.41,87.93,"78,50",21,3,112,2017,MALUKU,MALUKU TENGAH
38,2103113,SMK NEGERI SERAM UTARA TIMUR KOBI,69831986,N,17,53.88,57.06,81.62,79.11,"67,92",21,3,113,2017,MALUKU,MALUKU TENGAH
39,2103114,SMK NEGERI NUSA LAUT,69770334,N,17,68.0,48.24,72.06,83.35,"67,91",21,3,114,2017,MALUKU,MALUKU TENGAH
40,2104101,SMK ALHILAAL NAMLEA,60100972,S,77,49.22,43.25,50.58,73.99,"54,26",21,4,101,2017,MALUKU,BURU
41,2104102,SMK NEGERI 1 BURU,60100971,N,70,66.49,71.31,64.64,77.26,"69,93",21,4,102,2017,MALUKU,BURU
42,2104103,SMK NEGERI 2 BURU,60103377,N,43,55.49,67.3,62.03,70.26,"63,77",21,4,103,2017,MALUKU,BURU
43,2104104,SMK NEGERI 3 BURU,60103630,N,42,57.62,84.33,79.4,83.75,"76,28",21,4,104,2017,MALUKU,BURU
44,2104105,SMK NEGERI 4 BURU,60103598,N,24,42.5,48.58,63.33,78.5,"58,23",21,4,105,2017,MALUKU,BURU
45,2104106,SMK NEGERI 5 BURU,69775703,N,18,63.78,60.22,26.53,70.41,"55,24",21,4,106,2017,MALUKU,BURU
46,2104107,SMK NEGERI 6 BURU,69859382,N,39,66.21,68.67,65.32,75.33,"68,88",21,4,107,2017,MALUKU,BURU
47,2105101,SMK NEGERI 1 LANGGUR,60100824,N,78,55.21,31.03,30.77,71.24,"47,06",21,5,101,2017,MALUKU,MALUKU TENGGARA
48,2105102,SMK SIWA LIMA ST. JOSEP LANGGUR,60100826,S,126,55.46,33.27,28.83,69.71,"46,82",21,5,102,2017,MALUKU,MALUKU TENGGARA
49,2105103,SMK PARIWISATA SANTA THERESIA LANGGUR,60100827,S,38,58.0,34.21,32.11,74.48,"49,70",21,5,103,2017,MALUKU,MALUKU TENGGARA
50,2105104,SMK NEGERI KELAUTAN  PERIKANAN KOLSER,60100823,N,14,43.43,29.14,32.68,68.19,"43,36",21,5,104,2017,MALUKU,MALUKU TENGGARA
51,2105105,SMK NEGERI OHOINOL,60103633,N,16,54.38,31.75,36.56,69.7,"48,10",21,5,105,2017,MALUKU,MALUKU TENGGARA
52,2105106,SMK KESEHATAN LANGGUR,69880238,S,18,55.89,35.67,34.86,72.29,"49,68",21,5,106,2017,MALUKU,MALUKU TENGGARA
53,2106101,SMK NEGERI 1 TANIMBAR SELATAN,60105436,N,135,49.24,31.45,26.65,61.23,"42,14",21,6,101,2017,MALUKU,MALUKU TENGGARA BARAT
54,2106103,SMK NEGERI SEIRA,60102304,N,20,45.0,52.7,48.75,75.51,"55,49",21,6,103,2017,MALUKU,MALUKU TENGGARA BARAT
55,2106104,SMK NEGERI 2 TANIMBAR SELATAN,60101459,N,58,46.03,29.17,24.83,75.51,"43,89",21,6,104,2017,MALUKU,MALUKU TENGGARA BARAT
56,2106105,SMK IMAKULATA SAUMLAKI,60101458,S,15,42.8,30.0,26.83,64.75,"41,10",21,6,105,2017,MALUKU,MALUKU TENGGARA BARAT
57,2106107,SMK NEGERI WUARLABOBAR,60101461,N,27,35.93,27.41,27.59,77.25,"42,05",21,6,107,2017,MALUKU,MALUKU TENGGARA BARAT
58,2106110,SMK NEGERI 1 TANIMBAR UTARA,60101451,N,38,32.53,25.05,25.0,78.07,"40,16",21,6,110,2017,MALUKU,MALUKU TENGGARA BARAT
59,2106111,SMK NEGERI WERTAMRIAN,60102756,N,37,46.43,46.76,31.89,86.67,"52,94",21,6,111,2017,MALUKU,MALUKU TENGGARA BARAT
60,2107101,SMK NEGERI 1 BULA,60101662,N,85,57.39,55.76,44.85,71.51,"57,38",21,7,101,2017,MALUKU,SERAM BAGIAN TIMUR
61,2107102,SMK NEGERI 2 BULA,60103627,N,8,53.75,65.25,64.38,75.74,"64,78",21,7,102,2017,MALUKU,SERAM BAGIAN TIMUR
62,2107103,SMK NEGERI 1 PULAU GOROM,60103540,N,25,64.48,62.72,39.1,79.55,"61,46",21,7,103,2017,MALUKU,SERAM BAGIAN TIMUR
63,2107104,SMK NEGERI 1 SERAM TIMUR,60103634,N,68,62.53,63.62,85.51,81.09,"73,19",21,7,104,2017,MALUKU,SERAM BAGIAN TIMUR
64,2107106,SMK PERSIAPAN BATUASA,60103637,S,18,66.67,74.56,68.47,84.03,"73,43",21,7,106,2017,MALUKU,SERAM BAGIAN TIMUR
65,2107107,SMK PERSIAPAN WAKATE,60103636,S,13,50.62,69.69,70.58,79.09,"67,50",21,7,107,2017,MALUKU,SERAM BAGIAN TIMUR
66,2107108,SMK NEGERI TELUK WARU,60103638,N,14,73.14,61.29,61.43,83.75,"69,90",21,7,108,2017,MALUKU,SERAM BAGIAN TIMUR
67,2107109,SMK NEGERI GOROM TIMUR,69725968,S,39,70.82,59.79,64.29,83.45,"69,59",21,7,109,2017,MALUKU,SERAM BAGIAN TIMUR
68,2108101,SMK NEGERI 1 KAIRATU,60102720,N,29,74.76,55.17,83.53,83.55,"74,25",21,8,101,2017,MALUKU,SERAM BAGIAN BARAT
69,2108102,SMK NEGERI 2 KAIRATU,60102719,N,29,64.07,66.07,71.98,79.63,"70,44",21,8,102,2017,MALUKU,SERAM BAGIAN BARAT
70,2108103,SMK KRISTEN SERAM BARAT,60102761,S,47,58.3,58.77,62.82,82.83,"65,68",21,8,103,2017,MALUKU,SERAM BAGIAN BARAT
71,2108104,SMK NEGERI 2 SERAM BARAT,60102896,N,17,38.71,30.12,82.35,78.14,"57,33",21,8,104,2017,MALUKU,SERAM BAGIAN BARAT
72,2108105,SMK NEGERI TANIWEL,60102762,N,33,63.7,58.0,71.67,87.21,"70,15",21,8,105,2017,MALUKU,SERAM BAGIAN BARAT
