No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,1001001,SMK NEGERI 1 JAMBI,10505463,N,387,67.61,40.26,31.45,74.86,"53,55",10,1,1,2017,JAMBI,KOTA JAMBI
2,1001002,SMK NEGERI 2 JAMBI,10504612,N,568,66.04,41.19,35.79,76.29,"54,83",10,1,2,2017,JAMBI,KOTA JAMBI
3,1001003,SMK NEGERI 3 JAMBI,10504613,N,460,58.9,32.05,26.93,67.3,"46,30",10,1,3,2017,JAMBI,KOTA JAMBI
4,1001004,SMK NEGERI 4 JAMBI,10504614,N,318,65.67,39.92,34.34,71.64,"52,89",10,1,4,2017,JAMBI,KOTA JAMBI
5,1001005,SMK BATANGHARI JAMBI,10504617,S,120,57.62,29.7,27.06,67.18,"45,39",10,1,5,2017,JAMBI,KOTA JAMBI
6,1001006,SMK VETERAN JAMBI,10504622,S,37,59.51,32.16,30.2,74.02,"48,97",10,1,6,2017,JAMBI,KOTA JAMBI
7,1001007,SMK RIVANI INDRA PUTRA JAMBI,10504601,S,88,66.5,36.98,38.35,77.66,"54,87",10,1,7,2017,JAMBI,KOTA JAMBI
8,1001008,SMK SATRIA JAMBI,10504602,S,123,57.79,31.64,27.6,63.5,"45,13",10,1,8,2017,JAMBI,KOTA JAMBI
9,1001009,SMK JAMBI IX LURAH 1 JAMBI,10504608,S,36,52.67,32.33,25.42,64.8,"43,81",10,1,9,2017,JAMBI,KOTA JAMBI
10,1001010,SMK TEKNOLOGI PENERBANGAN INDONESIA JAMBI,10505887,S,26,64.38,39.15,32.88,75.87,"53,07",10,1,10,2017,JAMBI,KOTA JAMBI
11,1001011,SMK PGRI 1 JAMBI,10504596,S,49,58.61,34.29,30.56,69.46,"48,23",10,1,11,2017,JAMBI,KOTA JAMBI
12,1001012,SMK PGRI 2 JAMBI,10504597,S,368,63.45,34.79,29.46,73.55,"50,31",10,1,12,2017,JAMBI,KOTA JAMBI
13,1001013,SMK DHARMA BHAKTI 1 JAMBI,10504619,S,90,62.4,37.49,30.97,71.85,"50,68",10,1,13,2017,JAMBI,KOTA JAMBI
14,1001014,SMK PURNAMA 1 JAMBI,10504599,S,20,67.5,32.0,32.13,74.66,"51,57",10,1,14,2017,JAMBI,KOTA JAMBI
15,1001015,SMK UNGGUL SAKTI JAMBI,10504606,S,354,71.23,54.9,48.17,77.44,"62,94",10,1,15,2017,JAMBI,KOTA JAMBI
16,1001016,SMK ATTAUFIQ JAMBI,10504616,S,48,68.96,41.71,32.24,76.23,"54,79",10,1,16,2017,JAMBI,KOTA JAMBI
17,1001017,SMK JAMBI IX LURAH 2,10504608,S,83,52.02,29.9,25.12,66.27,"43,33",10,1,17,2017,JAMBI,KOTA JAMBI
18,1001018,SMK DHARMA BHAKTI 3 JAMBI,10504620,S,20,60.1,32.8,31.38,68.34,"48,16",10,1,18,2017,JAMBI,KOTA JAMBI
19,1001019,SMK NUSANTARA JAMBI,10504595,S,50,59.08,34.08,30.2,70.57,"48,48",10,1,19,2017,JAMBI,KOTA JAMBI
20,1001020,SMK DHARMA BHAKTI 4 JAMBI,10504621,S,56,65.54,38.43,33.88,73.29,"52,79",10,1,20,2017,JAMBI,KOTA JAMBI
21,1001022,SMK AL IRSYAD JAMBI,10504615,S,46,55.6,29.61,29.78,71.32,"46,58",10,1,22,2017,JAMBI,KOTA JAMBI
22,1001023,SMK PELITA RAYA,10504605,S,128,67.33,50.17,51.09,75.09,"60,92",10,1,23,2017,JAMBI,KOTA JAMBI
23,1001024,SMK TARUNA INDONESIA JAMBI,10504604,S,97,60.95,31.98,29.48,69.31,"47,93",10,1,24,2017,JAMBI,KOTA JAMBI
24,1001025,SMK PRASASTI KARANG BERAHI JAMBI,10504981,S,31,59.87,32.0,27.58,71.93,"47,85",10,1,25,2017,JAMBI,KOTA JAMBI
25,1001026,SMK SURYA IBU JAMBI,10504603,S,22,52.27,29.09,23.52,74.22,"44,78",10,1,26,2017,JAMBI,KOTA JAMBI
26,1001028,SMK HARAPAN BANGSA,10505440,S,34,53.47,32.12,25.66,67.09,"44,59",10,1,28,2017,JAMBI,KOTA JAMBI
27,1001029,SMK YADIKA,10505437,S,181,63.79,36.18,31.73,73.66,"51,34",10,1,29,2017,JAMBI,KOTA JAMBI
28,1001030,SMK NEGERI 5 KOTA JAMBI,10505934,N,42,58.86,34.57,24.11,66.09,"45,91",10,1,30,2017,JAMBI,KOTA JAMBI
29,1001031,SMK TAMAN BUDAYA,10507257,S,32,65.88,34.19,29.77,72.08,"50,48",10,1,31,2017,JAMBI,KOTA JAMBI
30,1001032,SMK FANIA SALSABILA,10506165,S,57,70.42,44.39,45.31,83.19,"60,83",10,1,32,2017,JAMBI,KOTA JAMBI
31,1001034,SMK MUHAMMADIYAH KOTA JAMBI,69830442,S,11,67.45,43.09,27.05,67.95,"51,39",10,1,34,2017,JAMBI,KOTA JAMBI
32,1002001,SMK NEGERI 1 SUNGAI PENUH,10502416,N,154,60.16,32.43,27.97,72.44,"48,25",10,2,1,2017,JAMBI,KOTA SUNGAI PENUH
33,1002002,SMK NEGERI 2 SUNGAI PENUH,10502356,N,209,55.75,37.82,29.34,70.98,"48,47",10,2,2,2017,JAMBI,KOTA SUNGAI PENUH
34,1002003,SMK NEGERI 3 SUNGAI PENUH,10502285,N,95,62.15,31.94,28.18,75.83,"49,53",10,2,3,2017,JAMBI,KOTA SUNGAI PENUH
35,1002004,SMK NEGERI 4 SUNGAI PENUH,10502301,N,56,52.68,51.11,41.79,69.36,"53,74",10,2,4,2017,JAMBI,KOTA SUNGAI PENUH
36,1002005,SMK NEGERI 5 SUNGAI PENUH,10502302,N,90,54.16,34.16,31.08,74.66,"48,52",10,2,5,2017,JAMBI,KOTA SUNGAI PENUH
37,1003001,SMK NEGERI 1 BATANGHARI,10500239,N,223,65.84,36.93,34.85,76.04,"53,42",10,3,1,2017,JAMBI,KABUPATEN BATANGHARI
38,1003002,SMK NEGERI 2 BATANGHARI,10500240,N,137,60.57,31.85,28.36,67.92,"47,18",10,3,2,2017,JAMBI,KABUPATEN BATANGHARI
39,1003004,SMK KOSGORO MUARA BULIAN,10500242,S,28,54.79,31.5,24.82,60.77,"42,97",10,3,4,2017,JAMBI,KABUPATEN BATANGHARI
40,1003005,SMK IQRA MUARA BULIAN,10500241,S,31,52.71,27.42,26.45,67.53,"43,53",10,3,5,2017,JAMBI,KABUPATEN BATANGHARI
41,1003006,SMK-SPP NEGERI JAMBI,10507230,N,145,61.35,32.28,30.53,73.13,"49,32",10,3,6,2017,JAMBI,KABUPATEN BATANGHARI
42,1003007,SMK NEGERI 3 BATANGHARI,10507880,N,66,63.18,31.09,27.61,70.74,"48,16",10,3,7,2017,JAMBI,KABUPATEN BATANGHARI
43,1003008,SMK NEGERI 4 BATANG HARI,69820625,N,73,53.92,31.32,26.47,67.63,"44,84",10,3,8,2017,JAMBI,KABUPATEN BATANGHARI
44,1003009,SMK NEGERI 5 BATANGHARI,69820626,N,41,67.02,36.59,30.37,72.83,"51,70",10,3,9,2017,JAMBI,KABUPATEN BATANGHARI
45,1004001,SMK NEGERI 1 MUARA BUNGO,10500700,N,252,63.86,36.02,32.57,76.67,"52,28",10,4,1,2017,JAMBI,KABUPATEN BUNGO
46,1004002,SMK NEGERI 2 MUARA BUNGO,10500699,N,35,54.23,26.97,30.64,65.79,"44,41",10,4,2,2017,JAMBI,KABUPATEN BUNGO
47,1004003,SMK NEGERI 1 TANAH SEPENGGAL,10500703,N,97,54.02,39.96,31.29,67.75,"48,26",10,4,3,2017,JAMBI,KABUPATEN BUNGO
48,1004004,SMK NEGERI 1 PELEPAT ILIR,10500702,N,132,64.24,33.58,32.92,73.62,"51,09",10,4,4,2017,JAMBI,KABUPATEN BUNGO
49,1004005,SMK NEGERI MUKO MUKO BATHIN VII,10500701,N,46,50.74,29.39,45.38,63.35,"47,22",10,4,5,2017,JAMBI,KABUPATEN BUNGO
50,1004006,SMK NEGERI LIMBUR LUBUK MENGKUANG,10505295,N,44,50.5,40.0,25.17,68.33,"46,00",10,4,6,2017,JAMBI,KABUPATEN BUNGO
51,1004007,SMK NEGERI 3 MUARA BUNGO,10505109,N,85,62.71,35.34,32.09,70.79,"50,23",10,4,7,2017,JAMBI,KABUPATEN BUNGO
52,1004008,SMK SETIH SETIO 1 MUARA BUNGO,10500704,S,50,51.24,29.48,26.3,70.64,"44,42",10,4,8,2017,JAMBI,KABUPATEN BUNGO
53,1004009,SMK SETIH SETIO 2 MUARA BUNGO,10500691,S,80,62.63,38.15,32.09,78.22,"52,77",10,4,9,2017,JAMBI,KABUPATEN BUNGO
54,1004010,SMK BANGUN NUSANTARA KUAMANG KUNING,10505108,S,34,65.24,42.18,38.46,72.35,"54,56",10,4,10,2017,JAMBI,KABUPATEN BUNGO
55,1004012,SMK KJ RAUDHATUL ULUM MUARA BUNGO,10505681,S,9,47.78,30.22,26.11,67.86,"42,99",10,4,12,2017,JAMBI,KABUPATEN BUNGO
56,1004013,SMK NEGERI 2 PELEPAT,10505806,N,76,62.42,36.18,32.37,73.21,"51,05",10,4,13,2017,JAMBI,KABUPATEN BUNGO
57,1004014,SMK NEGERI 1 PELEPAT,10505980,N,70,56.09,31.34,31.29,66.95,"46,42",10,4,14,2017,JAMBI,KABUPATEN BUNGO
58,1004016,SMK SWASTA ISLAM ANDALUSIA,10507251,S,13,58.62,37.69,29.62,75.98,"50,48",10,4,16,2017,JAMBI,KABUPATEN BUNGO
59,1004017,SMK NEGERI 1 JUJUHAN,69824817,N,48,59.83,35.67,44.27,70.03,"52,45",10,4,17,2017,JAMBI,KABUPATEN BUNGO
60,1004018,SMK NEGERI 2 PELEPAT ILIR,69824821,N,54,69.04,42.85,30.28,73.45,"53,91",10,4,18,2017,JAMBI,KABUPATEN BUNGO
61,1004019,SMK NEGERI 3 PELEPAT,69943774,N,13,59.69,28.0,27.5,73.13,"47,08",10,4,19,2017,JAMBI,KABUPATEN BUNGO
