No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
2,2601101,SMK NEGERI 1 BENGKULU,10702433,N,348,62.41,48.66,34.07,73.51,"54,66",26,1,101,2015,BENGKULU,KOTA BENGKULU
4,2601102,SMK NEGERI 2 BENGKULU,10702432,N,401,52.64,45.61,28.95,67.98,"48,80",26,1,102,2015,BENGKULU,KOTA BENGKULU
6,2601103,SMK NEGERI 3 BENGKULU,10702431,N,347,62.43,44.47,29.05,76.35,"53,08",26,1,103,2015,BENGKULU,KOTA BENGKULU
8,2601104,SMK NEGERI 4 BENGKULU,10703107,N,133,51.98,43.34,26.9,67.08,"47,33",26,1,104,2015,BENGKULU,KOTA BENGKULU
10,2601105,SMK NEGERI 5 BENGKULU,10702429,N,102,62.32,47.06,34.49,82.17,"56,51",26,1,105,2015,BENGKULU,KOTA BENGKULU
12,2601106,SMK-S1 BENGKULU,10702411,S,135,61.54,44.11,35.74,72.52,"53,48",26,1,106,2015,BENGKULU,KOTA BENGKULU
14,2601107,SMK-S2 BENGKULU,10702714,S,48,49.16,42.56,23.65,70.54,"46,48",26,1,107,2015,BENGKULU,KOTA BENGKULU
16,2601108,SMK-S3 BENGKULU,10702425,S,29,53.53,54.13,28.1,74.92,"52,67",26,1,108,2015,BENGKULU,KOTA BENGKULU
18,2601109,SMK-S4 BENGKULU,10702424,S,63,58.75,35.34,25.44,76.2,"48,93",26,1,109,2015,BENGKULU,KOTA BENGKULU
20,2601110,SMK-S8 BENGKULU,10702513,S,118,51.46,59.11,53.07,68.94,"58,15",26,1,110,2015,BENGKULU,KOTA BENGKULU
22,2601111,SMK-S9 BENGKULU,10702512,S,40,54.58,51.64,27.63,64.52,"49,59",26,1,111,2015,BENGKULU,KOTA BENGKULU
24,2601112,SMK-S10 BENGKULU,10702420,S,40,60.17,49.63,32.25,63.7,"51,44",26,1,112,2015,BENGKULU,KOTA BENGKULU
26,2601113,SMK-S11 BENGKULU,10702421,S,101,58.63,42.39,27.85,69.44,"49,58",26,1,113,2015,BENGKULU,KOTA BENGKULU
28,2601114,SMK-S13 BENGKULU,10702427,S,17,47.77,33.39,21.76,65.67,"42,15",26,1,114,2015,BENGKULU,KOTA BENGKULU
30,2601115,SMK-S15 BENGKULU,10702517,S,22,53.69,56.81,39.55,79.77,"57,46",26,1,115,2015,BENGKULU,KOTA BENGKULU
32,2601116,SMK-S16 FARMASI BENGKULU,10702516,S,186,71.9,57.6,52.28,72.37,"63,54",26,1,116,2015,BENGKULU,KOTA BENGKULU
34,2601117,SMK-S17 BUDI MULYA,10703052,S,54,53.2,41.32,24.49,66.92,"46,48",26,1,117,2015,BENGKULU,KOTA BENGKULU
36,2601119,SMKN 6 KOTA BENGKULU,10703975,N,22,65.58,50.96,39.43,72.36,"57,08",26,1,119,2015,BENGKULU,KOTA BENGKULU
38,2601120,SMKS 18 AL-YASIR,69754346,S,19,61.79,61.58,48.29,77.33,"62,25",26,1,120,2015,BENGKULU,KOTA BENGKULU
40,2601121,SMKS 19 KESEHATAN BUDI MULYA,69754345,S,13,60.85,66.94,21.73,75.93,"56,36",26,1,121,2015,BENGKULU,KOTA BENGKULU
42,2601122,SMKS 20 AL-MUHAJIRIN,10703174,S,25,53.0,37.35,23.6,63.18,"44,28",26,1,122,2015,BENGKULU,KOTA BENGKULU
44,2601123,SMKS 21 QAWIY SHABAB,69788530,S,9,68.08,63.44,39.72,72.66,"60,98",26,1,123,2015,BENGKULU,KOTA BENGKULU
46,2602201,SMK NEGERI 1 ARGAMAKMUR,10700258,N,190,66.33,52.05,33.84,75.82,"57,01",26,2,201,2015,BENGKULU,KABUPATEN BENGKULU UTARA
48,2602202,SMK NEGERI 2 ARGAMAKMUR,10700287,N,213,59.56,53.93,26.47,70.97,"52,73",26,2,202,2015,BENGKULU,KABUPATEN BENGKULU UTARA
50,2602203,SMK NEGERI 1 PADANG JAYA,10702995,N,100,63.16,58.9,28.45,81.18,"57,92",26,2,203,2015,BENGKULU,KABUPATEN BENGKULU UTARA
52,2602204,SMK NEGERI 1 PUTRI HIJAU,10702996,N,104,60.0,43.33,47.12,72.62,"55,77",26,2,204,2015,BENGKULU,KABUPATEN BENGKULU UTARA
54,2602205,SMK NEGERI 1 KETAHUN,10702997,N,157,62.58,48.08,29.19,76.69,"54,14",26,2,205,2015,BENGKULU,KABUPATEN BENGKULU UTARA
56,2602207,SMK NEGERI 1 BATIK NAU,10703132,N,26,59.81,43.52,46.44,80.35,"57,53",26,2,207,2015,BENGKULU,KABUPATEN BENGKULU UTARA
58,2602208,SMK NEGERI 1 HULU PALIK,10703311,N,55,54.7,49.47,23.64,76.71,"51,13",26,2,208,2015,BENGKULU,KABUPATEN BENGKULU UTARA
