No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,2501001,SMK NEGERI 1 JAYAPURA,60301063,N,156,62.56,44.76,29.95,71.01,"52,07",25,1,1,2017,PAPUA,KOTA JAYAPURA
2,2501002,SMK NEGERI 2 JAYAPURA,60301059,N,284,60.37,38.32,28.64,69.35,"49,17",25,1,2,2017,PAPUA,KOTA JAYAPURA
3,2501003,SMK NEGERI 3 JAYAPURA,60301061,N,383,56.77,38.39,28.96,67.68,"47,95",25,1,3,2017,PAPUA,KOTA JAYAPURA
4,2501004,SMK NEGERI 4 JAYAPURA,60301064,N,37,48.27,29.89,26.35,67.51,"43,01",25,1,4,2017,PAPUA,KOTA JAYAPURA
5,2501005,SMK NEGERI 5 JAYAPURA,60301065,N,96,58.58,39.27,29.53,71.15,"49,63",25,1,5,2017,PAPUA,KOTA JAYAPURA
6,2501006,SMK HIKMAH YAPIS JAYAPURA,60301040,S,59,60.0,41.19,33.6,74.45,"52,31",25,1,6,2017,PAPUA,KOTA JAYAPURA
7,2501007,SMK AMPARI JAYAPURA,69892402,S,21,44.67,34.19,24.76,64.06,"41,92",25,1,7,2017,PAPUA,KOTA JAYAPURA
8,2501008,SMK NEGERI 6 JAYAPURA,60301060,N,51,46.9,33.33,27.79,69.93,"44,49",25,1,8,2017,PAPUA,KOTA JAYAPURA
9,2501009,SMK ANALIS KESEHATAN JAYAPURA,60304188,N,149,55.74,36.48,29.18,59.39,"45,20",25,1,9,2017,PAPUA,KOTA JAYAPURA
10,2501010,SMK NEGERI 7 JAYAPURA,60301670,N,24,51.92,51.0,27.81,68.33,"49,77",25,1,10,2017,PAPUA,KOTA JAYAPURA
11,2501011,SMK NEGERI 9 JAYAPURA,60303891,N,14,56.43,37.57,32.32,68.61,"48,73",25,1,11,2017,PAPUA,KOTA JAYAPURA
12,2501012,SMK YPK KOTARAJA,60304224,S,29,42.97,31.45,26.03,65.25,"41,43",25,1,12,2017,PAPUA,KOTA JAYAPURA
13,2501013,SMK NEGERI 8 JAYAPURA,60304878,N,12,51.0,32.17,25.42,67.9,"44,12",25,1,13,2017,PAPUA,KOTA JAYAPURA
14,2501014,SMK YPK PAULUS DOK V JAYAPURA,60304884,S,21,44.67,29.43,24.29,57.72,"39,03",25,1,14,2017,PAPUA,KOTA JAYAPURA
15,2501015,SMK NEGERI 10 JAYAPURA,60305302,N,20,47.3,34.1,26.75,63.38,"42,88",25,1,15,2017,PAPUA,KOTA JAYAPURA
16,2502001,SMK NEGERI 1 SENTANI,60300189,N,210,50.29,33.57,27.45,64.61,"43,98",25,2,1,2017,PAPUA,KABUPATEN JAYAPURA
17,2502002,SMK YPKP SENTANI,60300190,S,145,64.15,37.2,29.38,72.25,"50,75",25,2,2,2017,PAPUA,KABUPATEN JAYAPURA
18,2502003,SMK NEGERI 2 NIMBORAN,60303593,N,69,35.42,30.93,24.78,62.29,"38,36",25,2,3,2017,PAPUA,KABUPATEN JAYAPURA
19,2502004,SMK NEGERI 3 DEPAPRE,60303594,N,33,40.85,30.42,24.39,60.76,"39,11",25,2,4,2017,PAPUA,KABUPATEN JAYAPURA
20,2502005,SMK NEGERI 4 YAPSI TAJA,60303595,N,47,49.53,38.51,34.26,65.33,"46,91",25,2,5,2017,PAPUA,KABUPATEN JAYAPURA
21,2502006,SMK PERTANIAN PEMBANGUNAN NEGERI JAYAPURA,60304978,N,69,39.57,40.23,26.23,68.58,"43,65",25,2,6,2017,PAPUA,KABUPATEN JAYAPURA
22,2503001,SMK NEGERI 1 BIAK,60300368,N,145,36.44,28.23,20.98,65.61,"37,82",25,3,1,2017,PAPUA,KABUPATEN BIAK NUMFOR
