No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
1,201001,"SMA NEGERI 1 BANDUNG, KOTA BANDUNG",20219271,N,80,76.48,65.7,48.13,62.5,68.48,64.29,0.0,2,1,1,2017,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
2,201002,"SMA NEGERI 2 BANDUNG, KOTA BANDUNG",20219254,N,76,76.29,67.71,51.71,61.3,69.64,73.04,0.0,2,1,2,2017,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
3,201003,"SMA NEGERI 3 BANDUNG, KOTA BANDUNG",20219327,N,10,82.8,66.2,75.25,65.0,76.89,0.0,0.0,2,1,3,2017,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
4,201004,"SMA NEGERI 4 BANDUNG, KOTA BANDUNG",20219312,N,59,74.47,59.83,61.31,59.46,72.53,71.0,0.0,2,1,4,2017,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
5,201005,"SMA NEGERI 5 BANDUNG, KOTA BANDUNG",20219309,N,67,77.31,71.97,56.64,65.14,69.58,73.27,0.0,2,1,5,2017,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
6,201006,"SMA NEGERI 6 BANDUNG, KOTA BANDUNG",20219306,N,94,70.11,50.11,37.05,54.81,65.21,82.0,0.0,2,1,6,2017,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
7,201007,"SMA NEGERI 7 BANDUNG, KOTA BANDUNG",20219316,N,143,69.17,56.83,36.0,53.55,67.67,64.0,0.0,2,1,7,2017,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
8,201008,"SMA NEGERI 8 BANDUNG, KOTA BANDUNG",20219326,N,90,74.27,65.89,56.19,67.81,68.62,67.68,0.0,2,1,8,2017,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
9,201009,"SMA NEGERI 9 BANDUNG, KOTA BANDUNG",20219324,N,102,67.57,54.65,44.61,55.63,61.4,56.37,0.0,2,1,9,2017,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
10,201010,"SMA NEGERI 10 BANDUNG, KOTA BANDUNG",20219257,N,162,70.57,54.7,43.77,57.22,65.98,60.63,0.0,2,1,10,2017,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
11,201011,"SMA NEGERI 11 BANDUNG, KOTA BANDUNG",20219243,N,117,76.94,63.71,56.99,67.26,71.78,69.0,0.0,2,1,11,2017,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
12,201012,"SMA NEGERI 12 BANDUNG, KOTA BANDUNG",20219241,N,75,76.91,59.15,55.03,69.38,69.57,71.64,0.0,2,1,12,2017,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
13,201013,"SMA NEGERI 13 BANDUNG, KOTA BANDUNG",20219240,N,133,70.92,54.41,39.96,51.86,65.17,59.33,0.0,2,1,13,2017,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
14,201014,"SMA NEGERI 14 BANDUNG, KOTA BANDUNG",20219239,N,104,71.25,53.15,42.62,54.19,64.03,57.85,0.0,2,1,14,2017,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
15,201015,"SMA NEGERI 15 BANDUNG, KOTA BANDUNG",20219238,N,97,72.89,54.91,45.7,54.09,67.92,66.44,0.0,2,1,15,2017,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
16,201016,"SMA NEGERI 16 BANDUNG, KOTA BANDUNG",20219237,N,158,72.85,49.67,37.18,54.4,65.55,64.67,0.0,2,1,16,2017,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
17,201017,"SMA NEGERI 17 BANDUNG, KOTA BANDUNG",20219235,N,95,67.14,43.77,30.89,57.24,62.27,49.56,0.0,2,1,17,2017,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
18,201018,"SMA NEGERI 18 BANDUNG, KOTA BANDUNG",20219244,N,146,66.52,48.56,33.51,53.75,62.55,50.45,0.0,2,1,18,2017,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
19,201019,"SMA NEGERI 19 BANDUNG, KOTA BANDUNG",20219246,N,96,71.71,52.44,37.08,53.95,63.51,62.92,0.0,2,1,19,2017,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
20,201020,"SMA NEGERI 20 BANDUNG, KOTA BANDUNG",20219253,N,48,75.67,65.58,48.91,63.18,72.0,59.56,0.0,2,1,20,2017,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
21,201021,"SMA NEGERI 21 BANDUNG, KOTA BANDUNG",20219251,N,109,69.43,48.15,34.11,51.61,64.49,58.44,0.0,2,1,21,2017,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
